Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jaquan Brisker,13,4,0.0,2,0,1,0,0,1,29.5,29.5,46.6%,CHI,14,2023
2,Jordan Howden,7,3,1.0,1,0,1,0,0,1,22.3,22.3,2.4%,NO,14,2023
3,Martin Emerson Jr.,4,0,0.0,3,2,0,0,0,1,20.5,20.5,2.4%,CLE,14,2023
4,Deonte Banks,9,3,0.0,1,0,0,0,0,1,19.8,19.8,13.4%,NYG,14,2023
5,Ja'Quan McMillian,5,0,1.0,2,0,0,0,0,1,19.5,19.5,1.2%,DEN,14,2023
6,Julian Love,5,1,0.0,1,1,1,0,0,1,18.8,18.8,33.6%,SEA,14,2023
7,Greg Newsome II,5,0,0.0,4,1,0,0,0,1,18.5,18.5,5.7%,CLE,14,2023
8,Zyon McCollum,6,3,0.0,2,0,1,0,0,1,18.3,18.3,6.5%,TB,14,2023
9,Ronnie Harrison Jr.,3,1,0.0,1,1,0,0,1,1,17.8,17.8,0.6%,IND,14,2023
10,Stephon Gilmore,9,0,0.0,0,0,1,0,0,1,17.5,17.5,1.2%,FA,14,2023
11,Antoine Winfield Jr.,4,4,1.0,0,0,1,0,0,1,17.0,17.0,70.3%,TB,14,2023
12,Sean Murphy-Bunting,7,0,0.0,1,0,0,0,0,1,17.0,17.0,10.5%,ARI,14,2023
13,Taron Johnson,6,3,0.0,1,0,0,1,0,1,16.8,16.8,31.2%,BUF,14,2023
14,P.J. Locke,2,5,1.0,1,0,1,0,0,1,16.3,16.3,6.0%,DEN,14,2023
15,Justin Simmons,3,3,1.0,1,0,1,0,0,1,16.3,16.3,11.3%,FA,14,2023
16,Jessie Bates III,7,2,0.0,1,0,0,0,0,1,16.0,16.0,68.8%,ATL,14,2023
17,Derwin James Jr.,8,3,0.0,1,0,0,0,0,1,15.8,15.8,75.7%,LAC,14,2023
18,Mike Edwards,10,1,0.0,0,0,0,0,0,1,15.8,15.8,4.1%,BUF,14,2023
19,Carlton Davis III,4,0,0.0,3,1,0,0,0,1,15.5,15.5,4.3%,DET,14,2023
20,Trent McDuffie,3,3,1.0,1,0,0,0,0,1,14.8,14.8,32.4%,KC,14,2023
21,Donovan Wilson,4,1,0.0,0,0,1,1,0,1,14.8,14.8,20.5%,DAL,14,2023
22,Ji'Ayir Brown,5,1,0.0,1,1,0,0,0,1,14.8,14.8,6.3%,SF,14,2023
23,Brandon Jones,5,2,0.0,1,0,1,0,0,1,14.5,14.5,20.5%,DEN,14,2023
24,Jason Pinnock,4,0,0.0,2,1,0,0,0,1,14.0,14.0,15.2%,NYG,14,2023
25,Alontae Taylor,3,3,0.0,2,0,1,0,0,1,13.8,13.8,3.1%,NO,14,2023
26,L'Jarius Sneed,5,2,0.0,3,0,0,0,0,1,13.5,13.5,48.3%,TEN,14,2023
27,Grant Delpit,4,1,1.0,0,0,0,0,0,1,13.3,13.3,21.4%,CLE,14,2023
28,Alohi Gilman,6,2,0.0,0,0,0,0,0,1,13.0,13.0,10.4%,LAC,14,2023
29,Darious Williams,2,0,0.0,3,1,0,0,0,1,12.5,12.5,10.5%,LAR,14,2023
30,Ahkello Witherspoon,4,0,0.0,1,1,0,0,0,1,12.5,12.5,0.0%,FA,14,2023
31,Josh Metellus,4,3,0.0,0,0,1,0,0,1,12.3,12.3,41.4%,MIN,14,2023
32,Chidobe Awuzie,4,1,0.0,2,0,0,0,0,1,12.3,12.3,2.2%,TEN,14,2023
33,Montaric Brown,7,0,0.0,1,0,0,0,0,1,12.0,12.0,0.6%,JAC,14,2023
34,Michael Davis,3,1,0.0,1,1,0,0,0,1,11.8,11.8,1.0%,WAS,14,2023
35,DaRon Bland,4,1,0.0,0,0,0,0,0,1,11.8,11.8,42.4%,DAL,14,2023
36,Kyle Dugger,4,3,0.5,1,0,0,0,0,1,11.8,11.8,23.2%,NE,14,2023
37,Antonio Johnson,1,1,1.0,1,0,1,0,0,1,11.8,11.8,1.6%,JAC,14,2023
38,Marcus Epps,4,2,0.0,1,0,0,0,0,1,11.5,11.5,3.7%,LV,14,2023
39,Christian Benford,5,0,0.0,0,0,1,0,0,1,11.5,11.5,13.4%,BUF,14,2023
40,Bradley Roby,5,2,0.0,0,0,0,0,0,1,11.5,11.5,0.0%,FA,14,2023
41,Sydney Brown,5,3,0.0,1,0,0,0,0,1,11.3,11.3,3.9%,PHI,14,2023
42,Jaycee Horn,6,1,0.0,1,0,0,0,0,1,11.3,11.3,5.3%,CAR,14,2023
43,Darrell Baker Jr.,6,1,0.0,1,0,0,0,0,1,11.3,11.3,0.4%,IND,14,2023
44,Jalen Pitre,7,1,0.0,0,0,0,0,0,1,11.3,11.3,45.9%,HOU,14,2023
45,John Johnson III,7,1,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,14,2023
46,Jack Jones,4,1,0.0,1,0,0,0,0,1,10.8,10.8,3.3%,LV,14,2023
47,Brandon Stephens,5,1,0.0,0,0,0,0,0,1,10.8,10.8,4.5%,BAL,14,2023
48,Jalen Mills,4,3,0.0,0,0,0,0,0,1,10.8,10.8,0.6%,NYG,14,2023
49,Kyle Hamilton,4,3,0.0,0,0,0,0,0,1,10.8,10.8,48.1%,BAL,14,2023
50,Markquese Bell,3,1,0.0,1,0,1,0,0,1,10.8,10.8,11.0%,DAL,14,2023
51,Sauce Gardner,3,1,0.0,2,0,0,0,0,1,10.8,10.8,18.5%,NYJ,14,2023
52,Riq Woolen,4,1,0.0,0,0,0,1,0,1,10.8,10.8,4.2%,SEA,14,2023
53,D.J. Reed Jr.,4,0,0.0,3,0,0,0,0,1,10.5,10.5,10.3%,NYJ,14,2023
54,Roger McCreary,5,2,0.0,1,0,0,0,0,1,10.5,10.5,21.7%,TEN,14,2023
55,Myles Bryant,3,2,0.0,1,0,0,0,0,1,10.0,10.0,2.5%,HOU,14,2023
56,Carrington Valentine,4,0,0.0,0,0,0,1,0,1,10.0,10.0,0.4%,GB,14,2023
57,Darius Slay Jr.,3,1,0.0,3,0,0,0,0,1,9.8,9.8,10.0%,PHI,14,2023
58,Xavier Woods,5,1,0.0,1,0,0,0,0,1,9.8,9.8,11.4%,CAR,14,2023
59,K'Von Wallace,6,1,0.0,0,0,0,0,0,1,9.8,9.8,2.1%,SEA,14,2023
60,Tyrann Mathieu,5,1,0.0,1,0,0,0,0,1,9.8,9.8,9.9%,NO,14,2023
61,Rayshawn Jenkins,5,1,0.0,1,0,0,0,0,1,9.8,9.8,25.1%,SEA,14,2023
62,Darnell Savage Jr.,6,1,0.0,0,0,0,0,0,1,9.8,9.8,5.0%,JAC,14,2023
63,Jabrill Peppers,1,2,0.0,1,1,0,0,0,1,9.5,9.5,10.3%,NE,14,2023
64,Mike Hilton,4,1,0.0,0,0,0,0,0,1,9.3,9.3,11.1%,CIN,14,2023
65,Jaylon Jones,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.6%,IND,14,2023
66,Kader Kohou,5,0,0.0,1,0,0,0,0,1,9.0,9.0,2.4%,MIA,14,2023
67,Clark Phillips III,3,2,0.0,2,0,0,0,0,1,9.0,9.0,1.6%,ATL,14,2023
68,Marcus Williams,5,0,0.0,1,0,0,0,0,1,9.0,9.0,7.4%,BAL,14,2023
69,DeShon Elliott,4,4,0.0,0,0,0,0,0,1,9.0,9.0,7.8%,PIT,14,2023
70,Julian Blackmon,5,2,0.0,0,0,0,0,0,1,9.0,9.0,14.2%,IND,14,2023
71,Kenny Moore II,3,0,0.0,1,0,0,0,0,1,8.5,8.5,29.4%,IND,14,2023
72,Malik Hooker,1,2,0.0,1,0,0,1,0,1,8.5,8.5,3.7%,DAL,14,2023
73,Geno Stone,5,1,0.0,0,0,0,0,0,1,8.3,8.3,3.5%,CIN,14,2023
74,Tyrique Stevenson,4,1,0.0,1,0,0,0,0,1,8.3,8.3,12.9%,CHI,14,2023
75,Justin Reid,3,3,0.0,1,0,0,0,0,1,8.3,8.3,33.2%,KC,14,2023
76,Xavien Howard,2,1,0.0,3,0,0,0,0,1,8.3,8.3,1.3%,FA,14,2023
77,Asante Samuel Jr.,4,1,0.0,1,0,0,0,0,1,8.3,8.3,4.3%,LAC,14,2023
78,Vonn Bell,4,3,0.0,0,0,0,0,0,1,8.3,8.3,5.4%,CIN,14,2023
79,Tre'von Moehrig,4,1,0.0,1,0,0,0,0,1,8.3,8.3,5.3%,LV,14,2023
80,Isaiah Oliver,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.4%,NYJ,14,2023
81,Amani Hooker,4,1,0.0,1,0,0,0,0,1,8.3,8.3,14.4%,TEN,14,2023
82,Andrew Wingard,2,1,0.0,0,0,1,0,0,1,7.8,7.8,1.6%,JAC,14,2023
83,Mekhi Blackmon,1,3,0.0,0,0,0,1,0,1,7.8,7.8,1.0%,MIN,14,2023
84,Minkah Fitzpatrick,2,3,0.0,0,0,0,0,0,1,7.8,7.8,36.6%,PIT,14,2023
85,Xavier McKinney,1,3,0.0,0,0,0,1,0,1,7.8,7.8,35.6%,GB,14,2023
86,Amik Robertson,4,0,0.0,1,0,0,0,0,1,7.5,7.5,0.4%,DET,14,2023
87,Jordan Fuller,5,0,0.0,0,0,0,0,0,1,7.5,7.5,9.7%,CAR,14,2023
88,Tre Avery,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.2%,TEN,14,2023
89,Kerby Joseph,4,0,0.0,1,0,0,0,0,1,7.5,7.5,10.5%,DET,14,2023
90,Pat Surtain II,5,0,0.0,0,0,0,0,0,1,7.5,7.5,11.3%,DEN,14,2023
91,Kevin Byard III,3,2,0.0,1,0,0,0,0,1,7.5,7.5,29.0%,CHI,14,2023
92,Derek Stingley Jr.,5,0,0.0,0,0,0,0,0,1,7.5,7.5,11.2%,HOU,14,2023
93,Paulson Adebo,5,0,0.0,0,0,0,0,0,1,7.5,7.5,27.7%,NO,14,2023
94,Jonathan Jones,5,0,0.0,0,0,0,0,0,1,7.5,7.5,2.0%,NE,14,2023
95,Joey Porter Jr.,4,0,0.0,1,0,0,0,0,1,7.5,7.5,5.2%,PIT,14,2023
96,Richie Grant,4,2,0.0,0,0,0,0,0,1,7.5,7.5,13.2%,ATL,14,2023
97,Jaylon Johnson,0,1,0.0,1,1,0,0,0,1,7.3,7.3,4.7%,CHI,14,2023
98,Kindle Vildor,3,0,0.0,0,0,0,0,0,1,7.0,7.0,0.0%,DET,14,2023
99,DJ Ivey,1,0,0.0,1,0,0,1,0,1,7.0,7.0,0.0%,CIN,14,2023
100,Elijah Campbell,2,0,0.0,0,0,0,1,0,1,7.0,7.0,0.2%,MIA,14,2023
101,James Bradberry IV,4,1,0.0,0,0,0,0,0,1,6.8,6.8,2.0%,PHI,14,2023
102,Cor'Dale Flott,4,1,0.0,0,0,0,0,0,1,6.8,6.8,1.4%,NYG,14,2023
103,Marlon Humphrey,3,1,0.0,1,0,0,0,0,1,6.8,6.8,5.0%,BAL,14,2023
104,Deommodore Lenoir,2,1,0.0,2,0,0,0,0,1,6.8,6.8,13.9%,SF,14,2023
