Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ka'imi Fairbairn,4,4,100.0,54,0,2,0,0,2,1,1,1,17.0,17.0,47.4%,HOU,15,2023
2,Matt Prater,3,3,100.0,58,0,1,0,1,1,2,2,1,14.0,14.0,1.7%,ARI,15,2023
3,Matt Gay,3,5,60.0,42,0,1,1,1,0,3,3,1,13.0,13.0,28.9%,IND,15,2023
4,Jason Sanders,3,3,100.0,37,0,1,2,0,0,3,3,1,12.0,12.0,46.2%,MIA,15,2023
5,Justin Tucker,3,3,100.0,43,0,1,1,1,0,2,2,1,12.0,12.0,98.7%,BAL,15,2023
6,Harrison Butker,2,3,66.7,54,0,1,0,0,1,3,3,1,11.0,11.0,96.2%,KC,15,2023
7,Chase McLaughlin,2,2,100.0,46,0,0,1,1,0,4,4,1,11.0,11.0,6.8%,TB,15,2023
8,Jake Moody,1,1,100.0,43,0,0,0,1,0,6,6,1,10.0,10.0,72.1%,SF,15,2023
9,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,9,9,1,9.0,9.0,24.2%,LV,15,2023
10,Eddy Pineiro,3,3,100.0,34,0,2,1,0,0,0,0,1,9.0,9.0,1.5%,CAR,15,2023
11,Jason Myers,2,2,100.0,43,0,1,0,1,0,2,2,1,9.0,9.0,32.1%,SEA,15,2023
12,Evan McPherson,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,81.8%,CIN,15,2023
13,Lucas Havrisik,2,3,66.7,27,0,2,0,0,0,2,2,1,8.0,8.0,2.1%,FA,15,2023
14,Dustin Hopkins,2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,29.1%,CLE,15,2023
15,Blake Grupe,1,1,100.0,50,0,0,0,0,1,3,3,1,8.0,8.0,3.9%,NO,15,2023
16,Anders Carlson,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,2.0%,GB,15,2023
17,Tyler Bass,1,1,100.0,23,0,1,0,0,0,4,4,1,7.0,7.0,45.5%,BUF,15,2023
18,Michael Badgley,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,19.0%,DET,15,2023
19,Cairo Santos,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,26.6%,CHI,15,2023
20,Greg Joseph,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,3.7%,GB,15,2023
21,Nick Folk,1,1,100.0,45,0,0,0,1,0,1,2,1,5.0,5.0,9.5%,TEN,15,2023
22,Chad Ryland,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,0.4%,NE,15,2023
23,Wil Lutz,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,10.3%,DEN,15,2023
24,Randy Bullock,1,1,100.0,56,0,0,0,0,1,0,0,1,5.0,5.0,0.1%,FA,15,2023
25,Jake Elliott,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,5.0,93.5%,PHI,15,2023
26,Brandon Aubrey,1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,96.9%,DAL,15,2023
27,Cameron Dicker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,50.4%,LAC,15,2023
28,Joey Slye,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.6%,NE,15,2023
29,Brandon McManus,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,18.3%,FA,15,2023
30,Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,17.2%,PIT,15,2023
31,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,61.7%,ATL,15,2023
32,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,15,2023
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,15,2023
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,15,2023
35,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,15,2023
36,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,15,2023
37,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,15,2023
38,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,15,2023
39,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,15,2023
40,Alex McNulty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,15,2023
41,James Turner,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,15,2023
