Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Brandon Aubrey,5,5,100.0,55,0,2,2,0,1,1,1,1,18.0,18.0,96.9%,DAL,2,2023
2,Jake Moody,3,3,100.0,57,0,2,0,0,1,3,3,1,14.0,14.0,72.1%,SF,2,2023
3,Brett Maher,3,3,100.0,48,0,0,1,2,0,2,2,1,13.0,13.0,0.6%,FA,2,2023
4,Eddy Pineiro,3,3,100.0,54,0,0,1,0,2,0,0,1,13.0,13.0,1.5%,CAR,2,2023
5,Younghoe Koo,4,4,100.0,39,0,2,2,0,0,1,2,1,13.0,13.0,61.7%,ATL,2,2023
6,Chris Boswell,2,2,100.0,52,0,0,0,0,2,2,2,1,12.0,12.0,17.2%,PIT,2,2023
7,Jake Elliott,2,3,66.7,61,0,1,0,0,1,4,4,1,12.0,12.0,93.5%,PHI,2,2023
8,Justin Tucker,2,3,66.7,44,0,0,0,2,0,3,3,1,11.0,11.0,98.7%,BAL,2,2023
9,Joey Slye,2,4,50.0,49,0,0,0,2,0,3,3,1,11.0,11.0,0.6%,NE,2,2023
10,Brandon McManus,3,3,100.0,49,0,1,1,1,0,0,0,1,10.0,10.0,18.3%,FA,2,2023
11,Nick Folk,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,9.5%,TEN,2,2023
12,Cameron Dicker,3,3,100.0,33,0,1,2,0,0,1,1,1,10.0,10.0,50.4%,LAC,2,2023
13,Dustin Hopkins,2,3,66.7,55,0,0,0,1,1,0,0,1,9.0,9.0,29.1%,CLE,2,2023
14,Wil Lutz,2,2,100.0,32,0,0,2,0,0,3,3,1,9.0,9.0,10.3%,DEN,2,2023
15,Chase McLaughlin,2,3,66.7,26,0,2,0,0,0,3,3,1,9.0,9.0,6.8%,TB,2,2023
16,Matt Prater,2,3,66.7,44,0,0,1,1,0,2,2,1,9.0,9.0,1.7%,ARI,2,2023
17,Tyler Bass,1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,8.0,45.5%,BUF,2,2023
18,Blake Grupe,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,3.9%,NO,2,2023
19,Ka'imi Fairbairn,2,3,66.7,36,0,1,1,0,0,2,2,1,8.0,8.0,47.4%,HOU,2,2023
20,Matt Gay,1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,8.0,28.9%,IND,2,2023
21,Jason Myers,1,3,33.3,25,0,1,0,0,0,4,4,1,7.0,7.0,32.1%,SEA,2,2023
22,Cairo Santos,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,26.6%,CHI,2,2023
23,Riley Patterson,1,1,100.0,38,0,0,1,0,0,4,4,1,7.0,7.0,13.1%,JAC,2,2023
24,Graham Gano,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.3%,NYG,2,2023
25,Chad Ryland,1,1,100.0,49,0,0,0,1,0,2,2,1,6.0,6.0,0.4%,NE,2,2023
26,Anders Carlson,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,2.0%,GB,2,2023
27,Evan McPherson,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,81.8%,CIN,2,2023
28,Jason Sanders,1,3,33.3,23,0,1,0,0,0,3,3,1,6.0,6.0,46.2%,MIA,2,2023
29,Daniel Carlson,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,24.2%,LV,2,2023
30,Harrison Butker,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,96.2%,KC,2,2023
31,Austin Seibert,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,NYJ,2,2023
32,Greg Joseph,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,3.7%,GB,2,2023
33,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,2,2023
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,2,2023
35,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0%,DET,2,2023
36,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,2,2023
37,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,2,2023
38,James Turner,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,2,2023
39,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
40,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,2,2023
41,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,2,2023
42,Alex McNulty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,2,2023
43,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,DET,2,2023
44,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,2,2023
45,Jack Browning,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,2,2023
46,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,2,2023
47,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,LAR,2,2023
48,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,JAC,2,2023
49,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,2,2023
50,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1%,MIN,2,2023
51,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CLE,2,2023
52,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,2,2023
53,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,2,2023
54,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,2,2023
55,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2023
56,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,2,2023
57,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,2,2023
58,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
59,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,2,2023
60,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,2,2023
61,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,2,2023
62,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2023
63,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2023
64,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,2,2023
65,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,2,2023
66,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,2,2023
67,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,43.8%,NYJ,2,2023
68,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,2,2023
69,Colton Theaker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
