Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Brandon Aubrey,4,4,100.0,38,0,0,4,0,0,3,3,1,15.0,15.0,96.9%,DAL,13,2023
2,Matt Gay,4,4,100.0,46,0,3,0,1,0,1,1,1,14.0,14.0,28.9%,IND,13,2023
3,Evan McPherson,2,3,66.7,54,0,0,0,1,1,4,4,1,13.0,13.0,81.8%,CIN,13,2023
4,Anders Carlson,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,2.0%,GB,13,2023
5,Lucas Havrisik,2,3,66.7,44,0,1,0,1,0,4,4,1,11.0,11.0,2.1%,FA,13,2023
6,Jason Sanders,1,1,100.0,49,0,0,0,1,0,6,6,1,10.0,10.0,46.2%,MIA,13,2023
7,Matt Ammendola,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,2.0%,FA,13,2023
8,Riley Patterson,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,9.0,13.1%,JAC,13,2023
9,Nick Folk,2,2,100.0,46,0,1,0,1,0,2,3,1,9.0,9.0,9.5%,TEN,13,2023
10,Younghoe Koo,2,2,100.0,42,0,1,0,1,0,1,1,1,8.0,8.0,61.7%,ATL,13,2023
11,Matt Prater,1,1,100.0,51,0,0,0,0,1,3,3,1,8.0,8.0,1.7%,ARI,13,2023
12,Dustin Hopkins,2,2,100.0,40,0,1,0,1,0,1,2,1,8.0,8.0,29.1%,CLE,13,2023
13,Brandon McManus,1,2,50.0,40,0,0,0,1,0,4,4,1,8.0,8.0,18.3%,FA,13,2023
14,Jake Elliott,2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,93.5%,PHI,13,2023
15,Harrison Butker,2,2,100.0,34,0,0,2,0,0,1,1,1,7.0,7.0,96.2%,KC,13,2023
16,Greg Zuerlein,2,2,100.0,46,0,1,0,1,0,0,0,1,7.0,7.0,43.8%,NYJ,13,2023
17,Cameron Dicker,2,2,100.0,38,0,0,2,0,0,0,0,1,6.0,6.0,50.4%,LAC,13,2023
18,Jake Moody,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,72.1%,SF,13,2023
19,Wil Lutz,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,10.3%,DEN,13,2023
20,Jason Myers,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,32.1%,SEA,13,2023
21,Eddy Pineiro,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,4.0,1.5%,CAR,13,2023
22,Blake Grupe,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,3.9%,NO,13,2023
23,Chris Boswell,1,2,50.0,29,0,1,0,0,0,1,1,1,4.0,4.0,17.2%,PIT,13,2023
24,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,6.8%,TB,13,2023
25,Joey Slye,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%,NE,13,2023
26,Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,45.5%,BUF,13,2023
27,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,13,2023
28,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,13,2023
29,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,24.2%,LV,13,2023
30,Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,GB,13,2023
