Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dustin Hopkins,4,4,100.0,58,0,0,0,1,3,3,3,1,22.0,22.0,29.1%,CLE,7,2023
2,Wil Lutz,4,4,100.0,52,0,1,2,0,1,1,1,1,15.0,15.0,10.3%,DEN,7,2023
3,Younghoe Koo,3,3,100.0,51,0,1,0,1,1,1,1,1,13.0,13.0,61.7%,ATL,7,2023
4,Chad Ryland,3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,0.4%,NE,7,2023
5,Greg Joseph,3,4,75.0,54,0,2,0,0,1,1,2,1,12.0,12.0,3.7%,GB,7,2023
6,Blake Grupe,3,4,75.0,42,0,1,1,1,0,1,1,1,11.0,11.0,3.9%,NO,7,2023
7,Jason Myers,2,2,100.0,48,0,1,0,1,0,2,2,1,9.0,9.0,32.1%,SEA,7,2023
8,Justin Tucker,1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,98.7%,BAL,7,2023
9,Brandon McManus,1,1,100.0,43,0,0,0,1,0,4,4,1,8.0,8.0,18.3%,FA,7,2023
10,Cairo Santos,1,1,100.0,54,0,0,0,0,1,3,4,1,8.0,8.0,26.6%,CHI,7,2023
11,Matt Gay,1,2,50.0,27,0,1,0,0,0,5,5,1,8.0,8.0,28.9%,IND,7,2023
12,Chris Boswell,1,1,100.0,53,0,0,0,0,1,3,3,1,8.0,8.0,17.2%,PIT,7,2023
13,Harrison Butker,1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,96.2%,KC,7,2023
14,Chase McLaughlin,2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,6.8%,TB,7,2023
15,Daniel Carlson,2,3,66.7,40,0,1,0,1,0,0,0,1,7.0,7.0,24.2%,LV,7,2023
16,Jake Elliott,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,93.5%,PHI,7,2023
17,Jake Moody,1,2,50.0,55,0,0,0,0,1,2,2,1,7.0,7.0,72.1%,SF,7,2023
18,Cameron Dicker,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,50.4%,LAC,7,2023
19,Jason Sanders,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,46.2%,MIA,7,2023
20,Anders Carlson,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,2.0%,GB,7,2023
21,Matt Prater,1,2,50.0,44,0,0,0,1,0,1,1,1,5.0,5.0,1.7%,ARI,7,2023
22,Tyler Bass,1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,5.0,45.5%,BUF,7,2023
23,Brett Maher,1,3,33.3,41,0,0,0,1,0,0,1,1,4.0,4.0,0.6%,FA,7,2023
24,Graham Gano,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.3%,NYG,7,2023
25,Joey Slye,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%,NE,7,2023
26,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,7,2023
27,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,7,2023
28,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%,CAR,7,2023
29,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0%,DET,7,2023
30,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,7,2023
31,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,7,2023
32,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,7,2023
33,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,7,2023
34,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,7,2023
35,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,7,2023
36,Alex McNulty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,7,2023
37,James Turner,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,7,2023
38,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,7,2023
39,Brandon Aubrey,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,96.9%,DAL,7,2023
40,Jack Browning,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,7,2023
41,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,7,2023
42,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,LAR,7,2023
43,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,JAC,7,2023
44,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,7,2023
45,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1%,MIN,7,2023
46,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,DET,7,2023
47,Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.8%,CIN,7,2023
48,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,13.1%,JAC,7,2023
49,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CLE,7,2023
50,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,7,2023
51,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,7,2023
52,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,7,2023
53,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,7,2023
54,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,7,2023
55,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,7,2023
56,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,7,2023
57,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,7,2023
58,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,7,2023
59,Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,9.5%,TEN,7,2023
60,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,7,2023
61,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,7,2023
62,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.4%,HOU,7,2023
63,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,7,2023
64,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,7,2023
65,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,7,2023
66,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,7,2023
67,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,43.8%,NYJ,7,2023
68,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,7,2023
69,Colton Theaker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,7,2023
