Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jake Elliott,4,4,100.0,54,0,0,1,2,1,2,2,1,18.0,18.0,93.5%,PHI,4,2023
2,Brett Maher,3,5,60.0,54,0,0,0,1,2,2,2,1,16.0,16.0,0.6%,FA,4,2023
3,Tyler Bass,2,2,100.0,53,0,0,1,0,1,6,6,1,14.0,14.0,45.5%,BUF,4,2023
4,Brandon McManus,3,3,100.0,56,0,0,1,1,1,2,2,1,14.0,14.0,18.3%,FA,4,2023
5,Ka'imi Fairbairn,3,3,100.0,39,0,0,3,0,0,3,3,1,12.0,12.0,47.4%,HOU,4,2023
6,Brandon Aubrey,3,3,100.0,33,0,2,1,0,0,3,3,1,12.0,12.0,96.9%,DAL,4,2023
7,Harrison Butker,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,96.2%,KC,4,2023
8,Nick Folk,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,9.5%,TEN,4,2023
9,Blake Grupe,3,3,100.0,44,0,0,2,1,0,0,0,1,10.0,10.0,3.9%,NO,4,2023
10,Chase McLaughlin,2,2,100.0,51,0,1,0,0,1,2,2,1,10.0,10.0,6.8%,TB,4,2023
11,Riley Patterson,2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,10.0,13.1%,JAC,4,2023
12,Eddy Pineiro,2,2,100.0,56,0,1,0,0,1,1,1,1,9.0,9.0,1.5%,CAR,4,2023
13,Wil Lutz,1,1,100.0,51,0,0,0,0,1,4,4,1,9.0,9.0,10.3%,DEN,4,2023
14,Anders Carlson,2,2,100.0,50,0,0,1,0,1,0,0,1,8.0,8.0,2.0%,GB,4,2023
15,Joey Slye,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,0.6%,NE,4,2023
16,Chris Boswell,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,17.2%,PIT,4,2023
17,Cameron Dicker,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,50.4%,LAC,4,2023
18,Jason Myers,1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,32.1%,SEA,4,2023
19,Dustin Hopkins,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,29.1%,CLE,4,2023
20,Daniel Carlson,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,24.2%,LV,4,2023
21,Graham Gano,1,1,100.0,55,0,0,0,0,1,0,0,1,5.0,5.0,1.3%,NYG,4,2023
22,Jake Moody,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,72.1%,SF,4,2023
23,Greg Zuerlein,1,2,50.0,31,0,0,1,0,0,1,1,1,4.0,4.0,43.8%,NYJ,4,2023
24,Matt Prater,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,1.7%,ARI,4,2023
25,Cairo Santos,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,26.6%,CHI,4,2023
26,Justin Tucker,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,98.7%,BAL,4,2023
27,Chad Ryland,1,2,50.0,29,0,1,0,0,0,0,0,1,3.0,3.0,0.4%,NE,4,2023
28,Greg Joseph,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.7%,GB,4,2023
29,Evan McPherson,1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,81.8%,CIN,4,2023
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,46.2%,MIA,4,2023
31,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,61.7%,ATL,4,2023
32,Matt Gay,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,28.9%,IND,4,2023
33,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,4,2023
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,4,2023
35,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0%,DET,4,2023
36,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,4,2023
37,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,4,2023
38,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,4,2023
39,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,4,2023
40,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,4,2023
41,Alex McNulty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,4,2023
42,James Turner,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,4,2023
43,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,4,2023
44,Jack Browning,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,4,2023
45,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,4,2023
