Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Sanders,5,5,100.0,57,0,1,1,0,3,1,1,1,22.0,22.0,46.2%,MIA,16,2023
2,Cameron Dicker,5,5,100.0,53,0,1,0,3,1,1,1,1,21.0,21.0,50.4%,LAC,16,2023
3,Younghoe Koo,5,5,100.0,47,0,2,1,2,0,2,2,1,19.0,19.0,61.7%,ATL,16,2023
4,Jake Elliott,4,4,100.0,44,0,2,0,2,0,3,3,1,17.0,17.0,93.5%,PHI,16,2023
5,Justin Tucker,4,4,100.0,41,0,3,0,1,0,3,3,1,16.0,16.0,98.7%,BAL,16,2023
6,Greg Zuerlein,3,3,100.0,54,0,2,0,0,1,3,3,1,14.0,14.0,43.8%,NYJ,16,2023
7,Chase McLaughlin,3,3,100.0,51,0,1,1,0,1,3,3,1,14.0,14.0,6.8%,TB,16,2023
8,Lucas Havrisik,3,4,75.0,32,0,2,1,0,0,3,3,1,12.0,12.0,2.1%,FA,16,2023
9,Chris Boswell,2,2,100.0,50,0,0,1,0,1,4,4,1,12.0,12.0,17.2%,PIT,16,2023
10,Anders Carlson,2,2,100.0,53,0,0,1,0,1,3,4,1,11.0,11.0,2.0%,GB,16,2023
11,Cairo Santos,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,26.6%,CHI,16,2023
12,Chad Ryland,2,3,66.7,56,0,0,1,0,1,2,3,1,10.0,10.0,0.4%,NE,16,2023
13,Brandon Aubrey,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,96.9%,DAL,16,2023
14,Jason Myers,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,32.1%,SEA,16,2023
15,Mason Crosby,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,0.1%,FA,16,2023
16,Daniel Carlson,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,24.2%,LV,16,2023
17,Eddy Pineiro,1,1,100.0,52,0,0,0,0,1,1,3,1,6.0,6.0,1.5%,CAR,16,2023
18,Tyler Bass,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,45.5%,BUF,16,2023
19,Greg Joseph,1,1,100.0,26,0,1,0,0,0,3,3,1,6.0,6.0,3.7%,GB,16,2023
20,Matt Prater,1,1,100.0,55,0,0,0,0,1,1,1,1,6.0,6.0,1.7%,ARI,16,2023
21,Jake Moody,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,72.1%,SF,16,2023
22,Michael Badgley,1,1,100.0,37,0,0,1,0,0,3,4,1,6.0,6.0,19.0%,DET,16,2023
23,Nick Folk,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,9.5%,TEN,16,2023
24,Joey Slye,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.6%,NE,16,2023
25,Matt Gay,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,28.9%,IND,16,2023
26,Evan McPherson,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,81.8%,CIN,16,2023
27,Blake Grupe,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,3.9%,NO,16,2023
28,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,29.1%,CLE,16,2023
29,Harrison Butker,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,96.2%,KC,16,2023
30,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,47.4%,HOU,16,2023
31,Wil Lutz,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,10.3%,DEN,16,2023
32,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,16,2023
33,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,16,2023
34,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,16,2023
35,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,16,2023
36,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,16,2023
37,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,16,2023
