Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
60,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,5,2023
61,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,5,2023
62,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.1%,SEA,5,2023
63,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,5,2023
64,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,5,2023
65,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,5,2023
66,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,5,2023
67,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,29.1%,CLE,5,2023
68,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,5,2023
69,Colton Theaker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,5,2023
