Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Blake Grupe,5,6,83.3,52,0,1,1,2,1,0,0,1,19.0,19.0,3.9%,NO,12,2023
2,Cairo Santos,4,5,80.0,55,0,1,2,0,1,0,0,1,14.0,14.0,26.6%,CHI,12,2023
3,Brandon McManus,3,4,75.0,53,0,0,0,2,1,1,1,1,14.0,14.0,18.3%,FA,12,2023
4,Tyler Bass,2,4,50.0,48,0,0,0,2,0,4,4,1,12.0,12.0,45.5%,BUF,12,2023
5,Jason Sanders,2,2,100.0,54,0,0,1,0,1,4,4,1,12.0,12.0,46.2%,MIA,12,2023
6,Chris Boswell,3,3,100.0,41,0,0,2,1,0,1,1,1,11.0,11.0,17.2%,PIT,12,2023
7,Matt Gay,2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,10.0,28.9%,IND,12,2023
8,Justin Tucker,2,3,66.7,48,0,0,0,2,0,2,2,1,10.0,10.0,98.7%,BAL,12,2023
9,Wil Lutz,2,2,100.0,34,0,1,1,0,0,3,3,1,9.0,9.0,10.3%,DEN,12,2023
10,Jason Myers,2,3,66.7,51,0,0,1,0,1,1,1,1,9.0,9.0,32.1%,SEA,12,2023
11,Brandon Aubrey,1,1,100.0,52,0,0,0,0,1,4,5,1,9.0,9.0,96.9%,DAL,12,2023
12,Jake Elliott,1,1,100.0,59,0,0,0,0,1,4,4,1,9.0,9.0,93.5%,PHI,12,2023
13,Chase McLaughlin,2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,6.8%,TB,12,2023
14,Nick Folk,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,9.5%,TEN,12,2023
15,Lucas Havrisik,1,2,50.0,24,0,1,0,0,0,4,5,1,7.0,7.0,2.1%,FA,12,2023
16,Jake Moody,1,1,100.0,32,0,0,1,0,0,4,4,1,7.0,7.0,72.1%,SF,12,2023
17,Harrison Butker,1,1,100.0,32,0,0,1,0,0,4,4,1,7.0,7.0,96.2%,KC,12,2023
18,Dustin Hopkins,2,2,100.0,36,0,1,1,0,0,0,0,1,6.0,6.0,29.1%,CLE,12,2023
19,Anders Carlson,1,2,50.0,43,0,0,0,1,0,2,3,1,6.0,6.0,2.0%,GB,12,2023
20,Eddy Pineiro,1,1,100.0,50,0,0,0,0,1,1,1,1,6.0,6.0,1.5%,CAR,12,2023
21,Younghoe Koo,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,61.7%,ATL,12,2023
22,Randy Bullock,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,0.1%,FA,12,2023
23,Evan McPherson,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,81.8%,CIN,12,2023
24,Joey Slye,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,NE,12,2023
25,Daniel Carlson,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,5.0,24.2%,LV,12,2023
26,Cameron Dicker,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,50.4%,LAC,12,2023
27,Greg Joseph,1,1,100.0,34,0,0,1,0,0,1,1,1,4.0,4.0,3.7%,GB,12,2023
28,Matt Ammendola,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%,FA,12,2023
29,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,43.8%,NYJ,12,2023
30,Chad Ryland,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.4%,NE,12,2023
31,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,12,2023
32,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
33,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0%,DET,12,2023
34,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2023
35,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,12,2023
36,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,12,2023
37,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,12,2023
38,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,12,2023
39,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,12,2023
40,Alex McNulty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,12,2023
41,James Turner,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,12,2023
42,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,12,2023
43,Jack Browning,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,12,2023
44,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,12,2023
45,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,LAR,12,2023
46,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,JAC,12,2023
47,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,12,2023
48,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1%,MIN,12,2023
49,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,DET,12,2023
50,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CLE,12,2023
51,Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,13.1%,JAC,12,2023
52,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
53,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2023
54,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2023
55,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,12,2023
56,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2023
57,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,12,2023
58,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NYG,12,2023
59,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,12,2023
60,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,12,2023
61,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,12,2023
62,Matt Prater,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%,ARI,12,2023
63,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,12,2023
64,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2023
65,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.4%,HOU,12,2023
66,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2023
67,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,12,2023
68,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,12,2023
69,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,12,2023
70,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
71,Colton Theaker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,12,2023
