Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Wil Lutz,5,5,100.0,52,0,1,3,0,1,0,0,1,17.0,17.0,10.3%,DEN,11,2023
2,Cairo Santos,4,4,100.0,53,0,0,2,1,1,2,2,1,17.0,17.0,26.6%,CHI,11,2023
3,Tyler Bass,4,4,100.0,50,0,0,2,1,1,2,3,1,17.0,17.0,45.5%,BUF,11,2023
4,Jason Myers,3,4,75.0,54,0,0,0,1,2,1,1,1,15.0,15.0,32.1%,SEA,11,2023
5,Justin Tucker,2,2,100.0,47,0,1,0,1,0,4,4,1,11.0,11.0,98.7%,BAL,11,2023
6,Jason Sanders,2,3,66.7,51,0,0,0,1,1,2,2,1,11.0,11.0,46.2%,MIA,11,2023
7,Evan McPherson,2,3,66.7,50,0,1,0,0,1,2,2,1,10.0,10.0,81.8%,CIN,11,2023
8,Brandon McManus,2,2,100.0,30,0,1,1,0,0,4,4,1,10.0,10.0,18.3%,FA,11,2023
9,Jake Moody,2,2,100.0,37,0,1,1,0,0,3,3,1,9.0,9.0,72.1%,SF,11,2023
10,Brandon Aubrey,2,2,100.0,30,0,1,1,0,0,3,4,1,9.0,9.0,96.9%,DAL,11,2023
11,Daniel Carlson,2,2,100.0,47,0,0,1,1,0,1,1,1,8.0,8.0,24.2%,LV,11,2023
12,Greg Joseph,2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,3.7%,GB,11,2023
13,Joey Slye,2,2,100.0,42,0,1,0,1,0,1,2,1,8.0,8.0,0.6%,NE,11,2023
14,Cameron Dicker,2,2,100.0,26,0,2,0,0,0,2,2,1,8.0,8.0,50.4%,LAC,11,2023
15,Dustin Hopkins,2,2,100.0,34,0,1,1,0,0,1,1,1,7.0,7.0,29.1%,CLE,11,2023
16,Randy Bullock,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.1%,FA,11,2023
17,Matt Prater,1,1,100.0,57,0,0,0,0,1,1,1,1,6.0,6.0,1.7%,ARI,11,2023
18,Harrison Butker,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,96.2%,KC,11,2023
19,Lucas Havrisik,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,2.1%,FA,11,2023
20,Eddy Pineiro,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,1.5%,CAR,11,2023
21,Anders Carlson,1,2,50.0,28,0,1,0,0,0,2,3,1,5.0,5.0,2.0%,GB,11,2023
22,Chris Boswell,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,17.2%,PIT,11,2023
23,Matt Ammendola,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%,FA,11,2023
24,Jake Elliott,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,93.5%,PHI,11,2023
25,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,13.1%,JAC,11,2023
26,Nick Folk,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,9.5%,TEN,11,2023
27,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,6.8%,TB,11,2023
28,Ramiz Ahmed,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,11,2023
29,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,61.7%,ATL,11,2023
30,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.0%,DET,11,2023
31,Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,11,2023
32,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,11,2023
33,Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,28.9%,IND,11,2023
34,Tanner Brown,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,11,2023
35,Blake Grupe,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.9%,NO,11,2023
36,Chad Ryland,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,NE,11,2023
37,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,11,2023
38,Valentino Ambrosio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,11,2023
39,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,11,2023
40,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,11,2023
41,Alex McNulty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,11,2023
42,James Turner,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,11,2023
43,Harrison Mevis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,11,2023
44,Jack Browning,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,11,2023
45,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,11,2023
46,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,LAR,11,2023
47,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,JAC,11,2023
48,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,11,2023
49,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1%,MIN,11,2023
50,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,DET,11,2023
51,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CLE,11,2023
52,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,11,2023
53,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,11,2023
54,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,11,2023
55,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,11,2023
56,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,11,2023
57,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,11,2023
58,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NYG,11,2023
59,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,11,2023
60,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,11,2023
61,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,11,2023
62,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,11,2023
63,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,11,2023
64,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.4%,HOU,11,2023
65,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,11,2023
66,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,11,2023
67,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,11,2023
68,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,11,2023
69,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,43.8%,NYJ,11,2023
70,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,11,2023
71,Colton Theaker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,11,2023
