Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Greg Zuerlein,4,5,80.0,55,0,3,0,0,1,3,3,1,17.0,17.0,43.8%,NYJ,1,2018
2,Adam Vinatieri,3,4,75.0,51,0,1,1,0,1,2,2,1,13.0,13.0,0.2%,FA,1,2018
3,Brandon McManus,2,2,100.0,53,0,0,0,0,2,3,3,1,13.0,13.0,18.3%,FA,1,2018
4,Justin Tucker,2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,98.7%,BAL,1,2018
5,Jason Myers,2,2,100.0,35,0,0,2,0,0,6,6,1,12.0,12.0,32.1%,SEA,1,2018
6,Chandler Catanzaro,2,3,66.7,36,0,0,2,0,0,6,6,1,12.0,12.0,0.0%,FA,1,2018
7,Robbie Gould,3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,11.0,0.1%,FA,1,2018
8,Ryan Succop,2,2,100.0,53,0,0,0,1,1,2,2,1,11.0,11.0,0.0%,FA,1,2018
9,Cody Parkey,3,3,100.0,33,0,1,2,0,0,2,2,1,11.0,11.0,0.1%,FA,1,2018
10,Randy Bullock,2,2,100.0,42,0,0,1,1,0,4,4,1,11.0,11.0,0.1%,FA,1,2018
11,Aldrick Rosas,3,3,100.0,44,0,1,1,1,0,0,0,1,10.0,10.0,0.0%,FA,1,2018
12,Harrison Butker,1,1,100.0,46,0,0,0,1,0,5,5,1,9.0,9.0,96.2%,KC,1,2018
13,Jason Sanders,2,2,100.0,30,0,1,1,0,0,3,3,1,9.0,9.0,46.2%,MIA,1,2018
14,Ka'imi Fairbairn,2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,9.0,47.4%,HOU,1,2018
15,Stephen Gostkowski,2,2,100.0,39,0,0,2,0,0,3,3,1,9.0,9.0,0.1%,FA,1,2018
16,Mike Nugent,2,2,100.0,48,0,1,0,1,0,1,1,1,8.0,8.0,1.0%,FA,1,2018
17,Matt Bryant,2,2,100.0,52,0,1,0,0,1,0,1,1,8.0,8.0,1.1%,FA,1,2018
18,Josh Lambo,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,0.1%,FA,1,2018
19,Caleb Sturgis,2,3,66.7,45,0,0,1,1,0,0,0,1,7.0,7.0,0.0%,FA,1,2018
20,Mason Crosby,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,0.1%,FA,1,2018
21,Daniel Carlson,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,24.2%,LV,1,2018
22,Dustin Hopkins,1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,6.0,29.1%,CLE,1,2018
23,Sebastian Janikowski,1,2,50.0,35,0,0,1,0,0,3,3,1,6.0,6.0,20.0%,FA,1,2018
24,Wil Lutz,1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,10.3%,DEN,1,2018
25,Matt Prater,1,3,33.3,21,0,1,0,0,0,2,2,1,5.0,5.0,1.7%,ARI,1,2018
26,Jake Elliott,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,93.5%,PHI,1,2018
27,Graham Gano,1,1,100.0,27,0,1,0,0,0,1,1,1,4.0,4.0,1.3%,NYG,1,2018
28,Stephen Hauschka,1,2,50.0,35,0,0,1,0,0,0,0,1,3.0,3.0,0.0%,FA,1,2018
29,Chris Boswell,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,17.2%,PIT,1,2018
30,Zane Gonzalez,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,1,2018
31,Phil Dawson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,1,2018
32,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,1,2018
33,Brett Maher,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,FA,1,2018
