Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mason Crosby,5,6,83.3,48,0,0,3,2,0,2,2,1,19.0,19.0,0.1%,FA,2,2018
2,Robbie Gould,3,3,100.0,45,0,0,1,2,0,3,3,1,14.0,14.0,0.1%,FA,2,2018
3,Randy Bullock,2,2,100.0,40,0,1,0,1,0,4,4,1,11.0,11.0,0.1%,FA,2,2018
4,Dustin Hopkins,3,4,75.0,49,0,1,0,2,0,0,0,1,11.0,11.0,29.1%,CLE,2,2018
5,Matt Prater,2,2,100.0,43,0,1,0,1,0,3,3,1,10.0,10.0,1.7%,ARI,2,2018
6,Stephen Hauschka,2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,10.0,0.0%,FA,2,2018
7,Ryan Succop,2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,9.0,0.0%,FA,2,2018
8,Stephen Gostkowski,2,3,66.7,46,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,2,2018
9,Jason Myers,2,2,100.0,55,0,0,0,1,1,0,1,1,9.0,9.0,32.1%,SEA,2,2018
10,Matt Bryant,1,1,100.0,44,0,0,0,1,0,4,4,1,8.0,8.0,1.1%,FA,2,2018
11,Mike Nugent,2,2,100.0,46,0,1,0,1,0,1,2,1,8.0,8.0,1.0%,FA,2,2018
12,Brett Maher,2,2,100.0,37,0,1,1,0,0,2,2,1,8.0,8.0,0.6%,FA,2,2018
13,Graham Gano,1,1,100.0,54,0,0,0,0,1,3,3,1,8.0,8.0,1.3%,NYG,2,2018
14,Brandon McManus,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,18.3%,FA,2,2018
15,Wil Lutz,2,3,66.7,44,0,0,1,1,0,1,1,1,8.0,8.0,10.3%,DEN,2,2018
16,Caleb Sturgis,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,0.0%,FA,2,2018
17,Justin Tucker,1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,98.7%,BAL,2,2018
18,Josh Lambo,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,0.1%,FA,2,2018
19,Sebastian Janikowski,1,1,100.0,56,0,0,0,0,1,2,2,1,7.0,7.0,20.0%,FA,2,2018
20,Aldrick Rosas,2,2,100.0,38,0,1,1,0,0,1,1,1,7.0,7.0,0.0%,FA,2,2018
21,Cody Parkey,1,1,100.0,25,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,2,2018
22,Harrison Butker,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,96.2%,KC,2,2018
23,Zane Gonzalez,2,4,50.0,39,0,0,2,0,0,0,2,1,6.0,6.0,0.1%,FA,2,2018
24,Ka'imi Fairbairn,1,2,50.0,34,0,0,1,0,0,2,2,1,5.0,5.0,47.4%,HOU,2,2018
25,Chris Boswell,0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,17.2%,PIT,2,2018
26,Chandler Catanzaro,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,0.0%,FA,2,2018
27,Jake Elliott,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,93.5%,PHI,2,2018
28,Daniel Carlson,0,3,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,24.2%,LV,2,2018
29,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.2%,FA,2,2018
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,46.2%,MIA,2,2018
31,Phil Dawson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,2,2018
32,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,2,2018
