Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Myers,7,7,100.0,48,0,0,4,3,0,3,3,1,27.0,27.0,32.1%,SEA,6,2018
2,Stephen Gostkowski,5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,22.0,0.1%,FA,6,2018
3,Brett Maher,4,4,100.0,55,0,0,1,1,2,4,4,1,21.0,21.0,0.6%,FA,6,2018
4,Harrison Butker,4,4,100.0,43,0,1,1,2,0,4,4,1,18.0,18.0,96.2%,KC,6,2018
5,Mason Crosby,4,4,100.0,51,0,2,1,0,1,3,3,1,17.0,17.0,0.1%,FA,6,2018
6,Robbie Gould,3,3,100.0,46,0,0,0,3,0,3,3,1,15.0,15.0,0.1%,FA,6,2018
7,Jason Sanders,3,3,100.0,50,0,1,0,1,1,2,2,1,14.0,14.0,46.2%,MIA,6,2018
8,Dustin Hopkins,3,3,100.0,56,0,1,0,1,1,2,2,1,14.0,14.0,29.1%,CLE,6,2018
9,Matt Bryant,2,2,100.0,57,0,0,0,1,1,4,4,1,13.0,13.0,1.1%,FA,6,2018
10,Cairo Santos,3,4,75.0,39,0,2,1,0,0,2,2,1,11.0,11.0,26.6%,CHI,6,2018
11,Adam Vinatieri,2,2,100.0,31,0,1,1,0,0,4,4,1,10.0,10.0,0.2%,FA,6,2018
12,Dan Bailey,2,2,100.0,48,0,0,1,1,0,3,3,1,10.0,10.0,0.0%,FA,6,2018
13,Sebastian Janikowski,2,2,100.0,44,0,1,0,1,0,3,3,1,10.0,10.0,20.0%,FA,6,2018
14,Jake Elliott,2,3,66.7,33,0,0,2,0,0,4,4,1,10.0,10.0,93.5%,PHI,6,2018
15,Michael Badgley,1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,9.0,19.0%,DET,6,2018
16,Stephen Hauschka,2,2,100.0,52,0,1,0,0,1,1,1,1,9.0,9.0,0.0%,FA,6,2018
17,Ka'imi Fairbairn,2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,47.4%,HOU,6,2018
18,Chris Boswell,2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,17.2%,PIT,6,2018
19,Brandon McManus,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,18.3%,FA,6,2018
20,Aldrick Rosas,2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,7.0,0.0%,FA,6,2018
21,Greg Joseph,2,2,100.0,33,0,1,1,0,0,0,0,1,6.0,6.0,3.7%,GB,6,2018
22,Phil Dawson,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,FA,6,2018
23,Chandler Catanzaro,1,1,100.0,35,0,0,1,0,0,2,3,1,5.0,5.0,0.0%,FA,6,2018
24,Cody Parkey,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1%,FA,6,2018
25,Matt McCrane,1,2,50.0,43,0,0,0,1,0,0,0,1,4.0,4.0,0.0%,FA,6,2018
26,Graham Gano,1,1,100.0,32,0,0,1,0,0,0,1,1,3.0,3.0,1.3%,NYG,6,2018
27,Justin Tucker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,98.7%,BAL,6,2018
28,Randy Bullock,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,6,2018
29,Josh Lambo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,6,2018
30,Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,6,2018
31,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,6,2018
