Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ka'imi Fairbairn,2,2,100.0,47,0,0,0,2,0,4,4,1,12.0,12.0,47.4%,HOU,12,2018
2,Aldrick Rosas,3,3,100.0,51,0,2,0,0,1,1,1,1,12.0,12.0,0.0%,FA,12,2018
3,Sebastian Janikowski,3,3,100.0,33,0,0,3,0,0,3,3,1,12.0,12.0,20.0%,FA,12,2018
4,Jake Elliott,3,3,100.0,43,0,1,0,2,0,0,0,1,11.0,11.0,93.5%,PHI,12,2018
5,Justin Tucker,2,2,100.0,47,0,1,0,1,0,4,4,1,11.0,11.0,98.7%,BAL,12,2018
6,Chris Boswell,1,2,50.0,41,0,0,0,1,0,2,2,1,10.1,10.1,17.2%,PIT,12,2018
7,Cairo Santos,2,2,100.0,41,0,0,1,1,0,3,3,1,10.0,10.0,26.6%,CHI,12,2018
8,Adam Vinatieri,2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,10.0,0.2%,FA,12,2018
9,Stephen Gostkowski,2,2,100.0,34,0,0,2,0,0,3,3,1,9.0,9.0,0.1%,FA,12,2018
10,Graham Gano,2,3,66.7,26,0,2,0,0,0,3,3,1,9.0,9.0,1.3%,NYG,12,2018
11,Michael Badgley,1,1,100.0,31,0,0,1,0,0,6,6,1,9.0,9.0,19.0%,DET,12,2018
12,Jason Myers,2,2,100.0,55,0,0,1,0,1,1,1,1,9.0,9.0,32.1%,SEA,12,2018
13,Wil Lutz,1,1,100.0,22,0,1,0,0,0,4,4,1,7.0,7.0,10.3%,DEN,12,2018
14,Brandon McManus,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,18.3%,FA,12,2018
15,Brett Maher,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,0.6%,FA,12,2018
16,Jason Sanders,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,46.2%,MIA,12,2018
17,Cody Parkey,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,12,2018
18,Stephen Hauschka,1,1,100.0,22,0,1,0,0,0,3,3,1,6.0,6.0,0.0%,FA,12,2018
19,Daniel Carlson,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,24.2%,LV,12,2018
20,Dan Bailey,1,3,33.3,37,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,12,2018
21,Matt Bryant,1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,5.0,1.1%,FA,12,2018
22,Ryan Succop,1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,12,2018
23,Dustin Hopkins,1,1,100.0,31,0,0,1,0,0,2,3,1,5.0,5.0,29.1%,CLE,12,2018
24,Greg Joseph,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,3.7%,GB,12,2018
25,Mason Crosby,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,12,2018
26,Phil Dawson,1,2,50.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,12,2018
27,Matt Prater,1,1,100.0,20,0,1,0,0,0,1,1,1,4.0,4.0,1.7%,ARI,12,2018
28,Robbie Gould,1,1,100.0,23,0,1,0,0,0,0,1,1,3.0,3.0,0.1%,FA,12,2018
29,Josh Lambo,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,12,2018
30,Randy Bullock,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1%,FA,12,2018
31,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,12,2018
