Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Wil Lutz,3,3,100.0,49,0,1,0,2,0,4,4,1,15.0,15.0,10.3%,DEN,3,2018
2,Matt Prater,4,4,100.0,38,0,1,3,0,0,2,2,1,14.0,14.0,1.7%,ARI,3,2018
3,Justin Tucker,2,3,66.7,52,0,0,0,0,2,3,3,1,13.0,13.0,98.7%,BAL,3,2018
4,Cody Parkey,3,4,75.0,43,0,1,0,2,0,1,1,1,12.0,12.0,0.1%,FA,3,2018
5,Ka'imi Fairbairn,3,3,100.0,54,0,2,0,0,1,1,1,1,12.0,12.0,47.4%,HOU,3,2018
6,Stephen Hauschka,2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,0.0%,FA,3,2018
7,Mike Nugent,2,2,100.0,52,0,1,0,0,1,2,2,1,10.0,10.0,1.0%,FA,3,2018
8,Adam Vinatieri,3,3,100.0,35,0,1,2,0,0,1,1,1,10.0,10.0,0.2%,FA,3,2018
9,Aldrick Rosas,2,2,100.0,44,0,0,1,1,0,3,3,1,10.0,10.0,0.0%,FA,3,2018
10,Chandler Catanzaro,2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,0.0%,FA,3,2018
11,Brett Maher,2,2,100.0,50,0,0,1,0,1,1,1,1,9.0,9.0,0.6%,FA,3,2018
12,Ryan Succop,3,4,75.0,39,0,1,2,0,0,0,0,1,9.0,9.0,0.0%,FA,3,2018
13,Greg Joseph,2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,8.0,3.7%,GB,3,2018
14,Jake Elliott,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,93.5%,PHI,3,2018
15,Harrison Butker,1,1,100.0,37,0,0,1,0,0,5,5,1,8.0,8.0,96.2%,KC,3,2018
16,Graham Gano,1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,8.0,1.3%,NYG,3,2018
17,Josh Lambo,2,2,100.0,46,0,0,1,1,0,0,0,1,7.0,7.0,0.1%,FA,3,2018
18,Dustin Hopkins,1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,29.1%,CLE,3,2018
19,Sebastian Janikowski,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,20.0%,FA,3,2018
20,Robbie Gould,2,2,100.0,39,0,0,2,0,0,1,2,1,7.0,7.0,0.1%,FA,3,2018
21,Chris Boswell,1,2,50.0,38,0,0,1,0,0,3,4,1,6.0,6.0,17.2%,PIT,3,2018
22,Mason Crosby,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,3,2018
23,Jason Myers,1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,32.1%,SEA,3,2018
24,Caleb Sturgis,1,1,100.0,26,0,1,0,0,0,2,3,1,5.0,5.0,0.0%,FA,3,2018
25,Sam Ficken,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%,FA,3,2018
26,Stephen Gostkowski,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,3,2018
27,Jason Sanders,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,46.2%,MIA,3,2018
28,Randy Bullock,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,3,2018
29,Matt Bryant,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.1%,FA,3,2018
30,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,18.3%,FA,3,2018
31,Phil Dawson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,3,2018
32,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,3,2018
33,Dan Bailey,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2018
