Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ka'imi Fairbairn,5,5,100.0,53,0,0,2,2,1,2,2,1,21.0,21.0,47.4%,HOU,13,2018
2,Jason Myers,5,5,100.0,54,0,0,3,1,1,1,1,1,19.0,19.0,32.1%,SEA,13,2018
3,Justin Tucker,4,4,100.0,47,0,1,0,3,0,2,2,1,17.0,17.0,98.7%,BAL,13,2018
4,Aldrick Rosas,3,3,100.0,57,0,0,1,1,1,3,3,1,15.0,15.0,0.0%,FA,13,2018
5,Greg Zuerlein,3,3,100.0,48,0,1,0,2,0,3,3,1,14.0,14.0,43.8%,NYJ,13,2018
6,Harrison Butker,2,2,100.0,50,0,1,0,0,1,4,5,1,12.0,12.0,96.2%,KC,13,2018
7,Daniel Carlson,2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,24.2%,LV,13,2018
8,Matt Prater,3,3,100.0,35,0,2,1,0,0,1,1,1,10.0,10.0,1.7%,ARI,13,2018
9,Zane Gonzalez,2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,10.0,0.1%,FA,13,2018
10,Jake Elliott,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,93.5%,PHI,13,2018
11,Dustin Hopkins,2,2,100.0,47,0,0,0,2,0,1,1,1,9.0,9.0,29.1%,CLE,13,2018
12,Cody Parkey,2,2,100.0,36,0,1,1,0,0,3,3,1,9.0,9.0,0.1%,FA,13,2018
13,Brett Maher,2,2,100.0,46,0,1,0,1,0,1,1,1,8.0,8.0,0.6%,FA,13,2018
14,Sebastian Janikowski,1,1,100.0,40,0,0,0,1,0,4,6,1,8.0,8.0,20.0%,FA,13,2018
15,Ryan Succop,2,2,100.0,33,0,1,1,0,0,2,3,1,8.0,8.0,0.0%,FA,13,2018
16,Chris Boswell,1,1,100.0,48,0,0,0,1,0,3,4,1,7.0,7.0,17.2%,PIT,13,2018
17,Josh Lambo,2,2,100.0,37,0,0,2,0,0,0,0,1,6.0,6.0,0.1%,FA,13,2018
18,Brandon McManus,1,2,50.0,29,0,1,0,0,0,3,3,1,6.0,6.0,18.3%,FA,13,2018
19,Cairo Santos,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,26.6%,CHI,13,2018
20,Stephen Gostkowski,1,2,50.0,20,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,13,2018
21,Matt Bryant,1,1,100.0,44,0,0,0,1,0,1,1,1,5.0,5.0,1.1%,FA,13,2018
22,Graham Gano,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,1.3%,NYG,13,2018
23,Michael Badgley,1,2,50.0,29,0,1,0,0,0,2,2,1,5.0,5.0,19.0%,DET,13,2018
24,Robbie Gould,1,1,100.0,45,0,0,0,1,0,1,1,1,5.0,5.0,0.1%,FA,13,2018
25,Mason Crosby,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,13,2018
26,Wil Lutz,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,10.3%,DEN,13,2018
27,Randy Bullock,1,1,100.0,35,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,13,2018
28,Dan Bailey,1,2,50.0,39,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,FA,13,2018
29,Stephen Hauschka,1,2,50.0,32,0,0,1,0,0,0,1,1,3.0,3.0,0.0%,FA,13,2018
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,46.2%,MIA,13,2018
31,Greg Joseph,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.7%,GB,13,2018
32,Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,FA,13,2018
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,13,2018
