Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Michael Badgley,4,4,100.0,59,0,0,2,1,1,2,2,1,17.0,17.0,19.0%,DET,14,2018
2,Brett Maher,3,4,75.0,62,0,2,0,0,1,2,2,1,13.0,13.0,0.6%,FA,14,2018
3,Mason Crosby,2,2,100.0,50,0,0,0,1,1,4,4,1,13.0,13.0,0.1%,FA,14,2018
4,Stephen Hauschka,3,5,60.0,36,0,1,2,0,0,2,2,1,11.0,11.0,0.0%,FA,14,2018
5,Randy Bullock,3,3,100.0,47,0,1,0,2,0,0,0,1,11.0,11.0,0.1%,FA,14,2018
6,Aldrick Rosas,2,2,100.0,35,0,1,1,0,0,4,5,1,10.0,10.0,0.0%,FA,14,2018
7,Greg Joseph,2,2,100.0,49,0,0,0,2,0,2,3,1,10.0,10.0,3.7%,GB,14,2018
8,Jason Myers,2,2,100.0,47,0,1,0,1,0,3,3,1,10.0,10.0,32.1%,SEA,14,2018
9,Harrison Butker,2,4,50.0,35,0,1,1,0,0,3,3,1,9.0,9.0,96.2%,KC,14,2018
10,Robbie Gould,2,2,100.0,40,0,1,0,1,0,2,2,1,9.0,9.0,0.1%,FA,14,2018
11,Stephen Gostkowski,2,3,66.7,32,0,1,1,0,0,3,4,1,9.0,9.0,0.1%,FA,14,2018
12,Adam Vinatieri,1,1,100.0,54,0,0,0,0,1,3,3,1,8.0,8.0,0.2%,FA,14,2018
13,Greg Zuerlein,2,3,66.7,50,0,1,0,0,1,0,0,1,8.0,8.0,43.8%,NYJ,14,2018
14,Chandler Catanzaro,2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,0.0%,FA,14,2018
15,Wil Lutz,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,10.3%,DEN,14,2018
16,Daniel Carlson,1,1,100.0,44,0,0,0,1,0,3,3,1,7.0,7.0,24.2%,LV,14,2018
17,Cody Parkey,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,0.1%,FA,14,2018
18,Sebastian Janikowski,2,2,100.0,37,0,0,2,0,0,1,1,1,7.0,7.0,20.0%,FA,14,2018
19,Justin Tucker,1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,6.0,98.7%,BAL,14,2018
20,Ryan Succop,1,1,100.0,33,0,0,1,0,0,3,4,1,6.0,6.0,0.0%,FA,14,2018
21,Matt Prater,1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,6.0,1.7%,ARI,14,2018
22,Jake Elliott,1,1,100.0,26,0,1,0,0,0,2,3,1,5.0,5.0,93.5%,PHI,14,2018
23,Jason Sanders,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,46.2%,MIA,14,2018
24,Chris Boswell,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,17.2%,PIT,14,2018
25,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,47.4%,HOU,14,2018
26,Zane Gonzalez,1,2,50.0,22,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,FA,14,2018
27,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,18.3%,FA,14,2018
28,Matt Bryant,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,1.1%,FA,14,2018
29,Cairo Santos,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,26.6%,CHI,14,2018
30,Josh Lambo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,14,2018
31,Dan Bailey,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,FA,14,2018
32,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,14,2018
33,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,29.1%,CLE,14,2018
