Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Bryant,4,4,100.0,53,0,1,0,2,1,1,1,1,17.0,17.0,1.1%,FA,11,2018
2,Brett Maher,3,3,100.0,50,0,1,0,1,1,1,2,1,13.0,13.0,0.6%,FA,11,2018
3,Ka'imi Fairbairn,3,5,60.0,54,0,1,1,0,1,2,2,1,13.0,13.0,47.4%,HOU,11,2018
4,Michael Badgley,3,3,100.0,46,0,0,1,2,0,1,2,1,12.0,12.0,19.0%,DET,11,2018
5,Wil Lutz,2,2,100.0,38,1,0,1,0,0,6,6,1,12.0,12.0,10.3%,DEN,11,2018
6,Justin Tucker,3,3,100.0,56,0,2,0,0,1,1,1,1,12.0,12.0,98.7%,BAL,11,2018
7,Daniel Carlson,3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,24.2%,LV,11,2018
8,Greg Zuerlein,2,2,100.0,33,0,1,1,0,0,6,7,1,12.0,12.0,43.8%,NYJ,11,2018
9,Josh Lambo,3,3,100.0,48,0,0,1,2,0,1,1,1,12.0,12.0,0.1%,FA,11,2018
10,Cody Parkey,3,3,100.0,48,0,0,1,2,0,0,0,1,11.0,11.0,0.1%,FA,11,2018
11,Aldrick Rosas,1,1,100.0,52,0,0,0,0,1,5,5,1,10.0,10.0,0.0%,FA,11,2018
12,Sebastian Janikowski,2,2,100.0,43,0,0,1,1,0,3,3,1,10.0,10.0,20.0%,FA,11,2018
13,Matt Prater,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,1.7%,ARI,11,2018
14,Harrison Butker,1,1,100.0,21,0,1,0,0,0,6,7,1,9.0,9.0,96.2%,KC,11,2018
15,Adam Vinatieri,1,1,100.0,22,0,1,0,0,0,5,5,1,8.0,8.0,0.2%,FA,11,2018
16,Dan Bailey,2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,6.0,0.0%,FA,11,2018
17,Mason Crosby,1,2,50.0,36,0,0,1,0,0,3,3,1,6.0,6.0,0.1%,FA,11,2018
18,Ryan Succop,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,0.0%,FA,11,2018
19,Brandon McManus,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,18.3%,FA,11,2018
20,Cairo Santos,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,26.6%,CHI,11,2018
21,Matt McCrane,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,11,2018
22,Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,29.1%,CLE,11,2018
23,Randy Bullock,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,11,2018
24,Chris Boswell,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,17.2%,PIT,11,2018
25,Graham Gano,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.3%,NYG,11,2018
26,Jake Elliott,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,93.5%,PHI,11,2018
27,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,11,2018
