Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Minkah Fitzpatrick,12,2,0.0,0,0,0,1,0,1,23.5,23.5,36.6%,PIT,15,2021
2,Brandin Echols,2,2,0.0,3,1,0,0,1,1,20.0,20.0,0.2%,NYJ,15,2021
3,M.J. Stewart Jr.,8,3,0.0,1,0,1,0,0,1,19.8,19.8,4.0%,HOU,15,2021
4,Landon Collins,4,3,0.0,1,1,0,1,0,1,18.8,18.8,0.0%,FA,15,2021
5,Terrell Edmunds,7,3,0.0,0,0,0,0,0,1,17.8,17.8,1.1%,JAC,15,2021
6,C.J. Gardner-Johnson,6,1,0.0,1,1,0,0,0,1,16.3,16.3,16.2%,PHI,15,2021
7,Johnathan Abram,6,3,0.0,0,0,0,0,0,1,16.3,16.3,2.1%,NO,15,2021
8,Jeremy Reaves,9,3,0.0,0,0,0,0,0,1,15.8,15.8,0.2%,WAS,15,2021
9,Charvarius Ward,7,3,0.0,2,0,0,0,0,1,15.8,15.8,30.5%,SF,15,2021
10,Jeremy Chinn,5,2,0.0,1,1,0,0,0,1,15.5,15.5,7.0%,WAS,15,2021
11,Malik Hooker,5,1,0.0,1,1,0,0,0,1,14.8,14.8,3.7%,DAL,15,2021
12,Devin McCourty,5,1,0.0,1,1,0,0,0,1,14.8,14.8,4.4%,FA,15,2021
13,Ashtyn Davis,3,5,0.0,1,1,0,0,0,1,14.8,14.8,3.4%,NYJ,15,2021
14,Quandre Diggs,4,3,0.0,1,1,0,0,0,1,14.8,14.8,2.9%,FA,15,2021
15,Amani Oruwariye,4,1,0.0,2,1,0,0,0,1,14.8,14.8,0.2%,JAC,15,2021
16,Brandon Jones,4,2,1.0,0,0,0,0,0,1,14.0,14.0,20.5%,DEN,15,2021
17,Cameron Dantzler Sr.,6,1,0.0,0,0,1,0,0,1,13.8,13.8,0.0%,FA,15,2021
18,Kenny Moore II,5,1,0.0,2,0,0,0,0,1,13.8,13.8,29.4%,IND,15,2021
19,Logan Ryan,8,2,0.0,0,0,0,0,0,1,13.5,13.5,1.3%,FA,15,2021
20,Julian Love,8,2,0.0,0,0,0,0,0,1,13.5,13.5,33.6%,SEA,15,2021
21,Tavierre Thomas,7,4,0.0,0,0,0,0,0,1,13.5,13.5,1.8%,TB,15,2021
22,Trevon Diggs,3,1,0.0,2,1,0,0,0,1,13.3,13.3,13.8%,DAL,15,2021
23,Tyson Campbell,3,1,0.0,2,1,0,0,0,1,13.3,13.3,17.2%,JAC,15,2021
24,Marshon Lattimore,4,0,0.0,2,0,0,1,0,1,13.0,13.0,6.0%,NO,15,2021
25,Khari Willis,5,4,0.0,0,0,0,0,0,1,13.0,13.0,0.1%,FA,15,2021
26,Justin Simmons,2,2,1.5,0,0,0,0,0,1,13.0,13.0,11.3%,FA,15,2021
27,Adrian Amos,7,1,0.0,1,0,0,0,0,1,12.8,12.8,0.2%,FA,15,2021
