Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Pittsburgh Steelers,6,1,3,3,2,0,0,1,26.0,26.0,75.9%,PIT,2,2023
2,Tampa Bay Buccaneers,6,2,0,1,1,0,0,1,17.0,17.0,20.8%,TB,2,2023
3,Dallas Cowboys,3,3,1,1,0,0,0,1,15.0,15.0,92.7%,DAL,2,2023
4,Seattle Seahawks,2,1,2,2,1,0,0,1,13.0,13.0,22.4%,SEA,2,2023
5,Washington Commanders,7,1,1,1,0,0,0,1,10.0,10.0,8.1%,WAS,2,2023
6,Buffalo Bills,0,2,1,1,0,0,0,1,10.0,10.0,61.3%,BUF,2,2023
7,Kansas City Chiefs,4,0,1,1,0,0,0,1,10.0,10.0,77.7%,KC,2,2023
8,Indianapolis Colts,6,0,1,1,0,0,0,1,9.0,9.0,26.4%,IND,2,2023
9,Miami Dolphins,4,1,1,1,0,0,0,1,9.0,9.0,69.9%,MIA,2,2023
10,Jacksonville Jaguars,1,1,2,2,0,0,0,1,8.0,8.0,50.2%,JAC,2,2023
11,Carolina Panthers,4,1,0,0,0,0,0,1,7.0,7.0,3.0%,CAR,2,2023
12,Philadelphia Eagles,2,0,3,3,0,0,0,1,7.0,7.0,51.6%,PHI,2,2023
13,Cleveland Browns,2,1,1,1,0,0,0,1,7.0,7.0,94.2%,CLE,2,2023
14,New Orleans Saints,4,0,1,1,0,0,0,1,7.0,7.0,64.0%,NO,2,2023
15,Cincinnati Bengals,0,0,0,0,0,0,1,1,6.0,6.0,50.0%,CIN,2,2023
16,Los Angeles Chargers,5,0,0,0,0,0,0,1,5.0,5.0,13.8%,LAC,2,2023
17,San Francisco 49ers,1,2,0,0,0,0,0,1,5.0,5.0,97.8%,SF,2,2023
18,Minnesota Vikings,4,1,0,0,0,0,0,1,5.0,5.0,10.9%,MIN,2,2023
19,New England Patriots,1,1,0,0,0,0,0,1,5.0,5.0,13.6%,NE,2,2023
20,Arizona Cardinals,3,1,0,0,0,0,0,1,4.0,4.0,0.8%,ARI,2,2023
21,Baltimore Ravens,1,1,0,0,0,0,0,1,3.0,3.0,86.2%,BAL,2,2023
22,Tennessee Titans,3,0,0,0,0,0,0,1,3.0,3.0,3.5%,TEN,2,2023
23,Green Bay Packers,1,1,0,0,0,0,0,1,3.0,3.0,26.4%,GB,2,2023
24,Chicago Bears,0,0,0,1,0,0,0,1,2.0,2.0,33.9%,CHI,2,2023
25,Atlanta Falcons,1,0,0,0,0,0,0,1,1.0,1.0,16.7%,ATL,2,2023
26,Los Angeles Rams,1,0,0,1,0,0,0,1,0.0,0.0,21.2%,LAR,2,2023
27,Denver Broncos,4,0,0,1,0,0,0,1,0.0,0.0,34.5%,DEN,2,2023
28,Detroit Lions,1,0,0,0,0,0,0,1,0.0,0.0,38.6%,DET,2,2023
29,New York Jets,1,0,0,1,0,0,0,1,0.0,0.0,82.4%,NYJ,2,2023
30,Houston Texans,0,0,0,1,0,0,0,1,-1.0,-1.0,31.9%,HOU,2,2023
31,New York Giants,0,0,0,0,0,0,0,1,-1.0,-1.0,2.4%,NYG,2,2023
32,Las Vegas Raiders,2,0,0,0,0,0,0,1,-2.0,-2.0,24.5%,LV,2,2023
