Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Denver Broncos,3,2,3,2,0,0,0,1,17.0,17.0,34.5%,DEN,8,2023
2,Dallas Cowboys,2,1,0,0,1,1,0,1,15.0,15.0,92.7%,DAL,8,2023
3,Las Vegas Raiders,1,1,2,2,1,0,0,1,13.0,13.0,24.5%,LV,8,2023
4,Detroit Lions,6,1,0,1,0,0,0,1,12.0,12.0,38.6%,DET,8,2023
5,New York Giants,4,0,2,1,0,0,0,1,12.0,12.0,2.4%,NYG,8,2023
6,Jacksonville Jaguars,3,2,0,1,0,0,0,1,11.0,11.0,50.2%,JAC,8,2023
7,Pittsburgh Steelers,3,1,2,2,0,0,0,1,10.0,10.0,75.9%,PIT,8,2023
8,Kansas City Chiefs,6,0,1,2,0,0,0,1,10.0,10.0,77.7%,KC,8,2023
9,Seattle Seahawks,3,2,1,1,0,0,0,1,10.0,10.0,22.4%,SEA,8,2023
10,Minnesota Vikings,4,1,0,2,0,0,0,1,10.0,10.0,10.9%,MIN,8,2023
11,Cincinnati Bengals,2,2,1,1,0,0,0,1,9.0,9.0,50.0%,CIN,8,2023
12,Los Angeles Chargers,1,2,0,0,0,0,0,1,9.0,9.0,13.8%,LAC,8,2023
13,Carolina Panthers,2,0,1,1,0,0,0,1,8.0,8.0,3.0%,CAR,8,2023
14,Tennessee Titans,6,0,1,1,0,0,0,1,8.0,8.0,3.5%,TEN,8,2023
15,New York Jets,4,0,0,0,0,0,0,1,8.0,8.0,82.4%,NYJ,8,2023
16,Houston Texans,6,0,0,0,0,0,0,1,7.0,7.0,31.9%,HOU,8,2023
17,Green Bay Packers,3,0,1,1,0,0,0,1,7.0,7.0,26.4%,GB,8,2023
18,Buffalo Bills,3,0,0,0,0,0,0,1,6.0,6.0,61.3%,BUF,8,2023
19,Baltimore Ravens,2,2,0,1,0,0,0,1,6.0,6.0,86.2%,BAL,8,2023
20,Miami Dolphins,3,1,0,0,0,0,0,1,6.0,6.0,69.9%,MIA,8,2023
21,New England Patriots,2,1,1,0,0,0,0,1,5.0,5.0,13.6%,NE,8,2023
22,Cleveland Browns,1,2,0,1,0,0,0,1,5.0,5.0,94.2%,CLE,8,2023
23,San Francisco 49ers,3,0,1,2,0,0,0,1,4.0,4.0,97.8%,SF,8,2023
24,Tampa Bay Buccaneers,2,1,0,0,0,0,0,1,4.0,4.0,20.8%,TB,8,2023
25,New Orleans Saints,2,1,0,0,0,0,0,1,4.0,4.0,64.0%,NO,8,2023
26,Arizona Cardinals,4,0,0,1,0,0,0,1,3.0,3.0,0.8%,ARI,8,2023
27,Atlanta Falcons,2,0,1,0,0,0,0,1,3.0,3.0,16.7%,ATL,8,2023
28,Philadelphia Eagles,1,1,0,1,0,0,0,1,2.0,2.0,51.6%,PHI,8,2023
29,Washington Commanders,2,0,2,1,0,0,0,1,2.0,2.0,8.1%,WAS,8,2023
30,Los Angeles Rams,3,1,0,0,0,0,0,1,1.0,1.0,21.2%,LAR,8,2023
31,Chicago Bears,0,0,1,1,0,0,0,1,1.0,1.0,33.9%,CHI,8,2023
32,Indianapolis Colts,1,0,1,1,0,0,0,1,-1.0,-1.0,26.4%,IND,8,2023
