Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Las Vegas Raiders,4,1,1,1,2,0,0,1,21.0,21.0,24.5%,LV,16,2023
2,Tampa Bay Buccaneers,4,2,2,2,0,0,0,1,16.0,16.0,20.8%,TB,16,2023
3,Baltimore Ravens,4,5,0,0,0,0,0,1,15.0,15.0,86.2%,BAL,16,2023
4,New England Patriots,5,0,2,3,1,0,0,1,15.0,15.0,13.6%,NE,16,2023
5,Pittsburgh Steelers,3,3,0,1,0,0,0,1,13.0,13.0,75.9%,PIT,16,2023
6,Atlanta Falcons,6,1,0,1,0,0,0,1,12.0,12.0,16.7%,ATL,16,2023
7,Detroit Lions,4,4,0,2,0,0,0,1,12.0,12.0,38.6%,DET,16,2023
8,New York Giants,1,1,1,1,1,0,0,1,10.0,10.0,2.4%,NYG,16,2023
9,New York Jets,1,2,1,0,0,0,0,1,8.0,8.0,82.4%,NYJ,16,2023
10,Los Angeles Chargers,1,1,2,2,0,0,0,1,7.0,7.0,13.8%,LAC,16,2023
11,Houston Texans,1,2,0,0,0,0,1,1,7.0,7.0,31.9%,HOU,16,2023
12,Miami Dolphins,4,0,1,0,0,0,0,1,7.0,7.0,69.9%,MIA,16,2023
13,Cleveland Browns,3,2,0,1,0,0,0,1,7.0,7.0,94.2%,CLE,16,2023
14,Seattle Seahawks,6,0,0,1,0,0,0,1,7.0,7.0,22.4%,SEA,16,2023
15,Kansas City Chiefs,2,0,0,0,0,0,0,1,6.0,6.0,77.7%,KC,16,2023
16,Denver Broncos,2,0,1,1,0,0,0,1,5.0,5.0,34.5%,DEN,16,2023
17,Buffalo Bills,5,0,0,0,0,0,0,1,5.0,5.0,61.3%,BUF,16,2023
18,Los Angeles Rams,2,1,0,0,0,0,0,1,4.0,4.0,21.2%,LAR,16,2023
19,Minnesota Vikings,1,0,1,2,0,0,0,1,4.0,4.0,10.9%,MIN,16,2023
20,Tennessee Titans,3,0,0,1,0,0,0,1,4.0,4.0,3.5%,TEN,16,2023
21,Philadelphia Eagles,1,1,0,0,0,0,0,1,4.0,4.0,51.6%,PHI,16,2023
22,San Francisco 49ers,2,0,0,0,0,1,0,1,3.0,3.0,97.8%,SF,16,2023
23,Arizona Cardinals,1,1,0,0,0,0,0,1,3.0,3.0,0.8%,ARI,16,2023
24,Washington Commanders,0,1,1,0,0,0,0,1,3.0,3.0,8.1%,WAS,16,2023
25,Chicago Bears,2,0,0,0,0,0,0,1,3.0,3.0,33.9%,CHI,16,2023
26,Jacksonville Jaguars,2,0,0,0,0,0,0,1,1.0,1.0,50.2%,JAC,16,2023
27,Green Bay Packers,2,0,0,1,0,0,0,1,1.0,1.0,26.4%,GB,16,2023
28,Dallas Cowboys,1,0,0,0,0,0,0,1,1.0,1.0,92.7%,DAL,16,2023
29,New Orleans Saints,1,0,0,0,0,0,0,1,0.0,0.0,64.0%,NO,16,2023
30,Indianapolis Colts,1,0,0,0,0,0,0,1,0.0,0.0,26.4%,IND,16,2023
31,Cincinnati Bengals,1,0,0,1,0,0,0,1,0.0,0.0,50.0%,CIN,16,2023
32,Carolina Panthers,1,0,0,1,0,0,0,1,0.0,0.0,3.0%,CAR,16,2023
