Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Las Vegas Raiders,3,1,4,4,2,0,0,1,25.0,25.0,24.5%,LV,15,2023
2,Miami Dolphins,6,2,2,2,0,0,0,1,24.0,24.0,69.9%,MIA,15,2023
3,Chicago Bears,4,3,0,1,1,0,0,1,17.0,17.0,33.9%,CHI,15,2023
4,New Orleans Saints,7,0,0,0,0,0,0,1,14.0,14.0,64.0%,NO,15,2023
5,Indianapolis Colts,4,2,1,1,0,0,0,1,14.0,14.0,26.4%,IND,15,2023
6,Cleveland Browns,3,2,1,1,0,0,0,1,13.0,13.0,94.2%,CLE,15,2023
7,Tennessee Titans,4,1,0,0,1,0,0,1,13.0,13.0,3.5%,TEN,15,2023
8,Houston Texans,7,1,0,1,0,0,0,1,13.0,13.0,31.9%,HOU,15,2023
9,San Francisco 49ers,3,2,0,3,1,0,0,1,12.0,12.0,97.8%,SF,15,2023
10,Baltimore Ravens,1,0,2,2,0,0,0,1,9.0,9.0,86.2%,BAL,15,2023
11,Buffalo Bills,3,1,0,0,0,0,0,1,9.0,9.0,61.3%,BUF,15,2023
12,Carolina Panthers,0,1,1,1,0,0,0,1,8.0,8.0,3.0%,CAR,15,2023
13,Atlanta Falcons,3,0,0,1,0,0,0,1,7.0,7.0,16.7%,ATL,15,2023
14,Kansas City Chiefs,4,1,0,1,0,0,0,1,7.0,7.0,77.7%,KC,15,2023
15,Minnesota Vikings,5,1,0,1,0,0,0,1,7.0,7.0,10.9%,MIN,15,2023
16,New England Patriots,3,2,0,1,0,0,0,1,7.0,7.0,13.6%,NE,15,2023
17,Cincinnati Bengals,3,2,0,0,0,0,0,1,7.0,7.0,50.0%,CIN,15,2023
18,Los Angeles Rams,1,1,0,0,0,0,0,1,6.0,6.0,21.2%,LAR,15,2023
19,Washington Commanders,3,0,2,2,0,0,0,1,6.0,6.0,8.1%,WAS,15,2023
20,Green Bay Packers,5,0,1,1,0,0,0,1,6.0,6.0,26.4%,GB,15,2023
21,Jacksonville Jaguars,3,1,0,0,0,0,0,1,5.0,5.0,50.2%,JAC,15,2023
22,Seattle Seahawks,0,2,0,0,0,0,0,1,5.0,5.0,22.4%,SEA,15,2023
23,Detroit Lions,2,0,1,1,0,0,0,1,5.0,5.0,38.6%,DET,15,2023
24,Tampa Bay Buccaneers,2,0,1,2,0,0,0,1,5.0,5.0,20.8%,TB,15,2023
25,Pittsburgh Steelers,3,0,0,0,0,0,0,1,4.0,4.0,75.9%,PIT,15,2023
26,Philadelphia Eagles,2,0,0,0,0,0,0,1,3.0,3.0,51.6%,PHI,15,2023
27,New York Jets,3,0,0,0,0,0,0,1,2.0,2.0,82.4%,NYJ,15,2023
28,New York Giants,1,0,0,0,0,0,0,1,1.0,1.0,2.4%,NYG,15,2023
29,Dallas Cowboys,1,0,0,1,0,0,0,1,0.0,0.0,92.7%,DAL,15,2023
30,Denver Broncos,2,0,0,0,0,0,0,1,-2.0,-2.0,34.5%,DEN,15,2023
31,Los Angeles Chargers,1,0,0,0,0,0,0,1,-3.0,-3.0,13.8%,LAC,15,2023
32,Arizona Cardinals,0,0,0,0,0,0,0,1,-4.0,-4.0,0.8%,ARI,15,2023
