Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New York Giants,4,3,3,3,1,0,0,1,23.0,23.0,2.4%,NYG,11,2023
2,Dallas Cowboys,7,1,1,1,1,0,0,1,21.0,21.0,92.7%,DAL,11,2023
3,Buffalo Bills,6,2,2,1,0,0,0,1,21.0,21.0,61.3%,BUF,11,2023
4,Miami Dolphins,2,3,0,0,0,0,0,1,12.0,12.0,69.9%,MIA,11,2023
5,Arizona Cardinals,4,3,0,0,0,0,0,1,10.0,10.0,0.8%,ARI,11,2023
6,Chicago Bears,2,3,1,0,0,0,0,1,9.0,9.0,33.9%,CHI,11,2023
7,Denver Broncos,2,1,2,2,0,0,0,1,9.0,9.0,34.5%,DEN,11,2023
8,San Francisco 49ers,4,1,1,1,0,0,0,1,9.0,9.0,97.8%,SF,11,2023
9,Washington Commanders,9,0,0,0,0,0,0,1,9.0,9.0,8.1%,WAS,11,2023
10,Las Vegas Raiders,1,1,2,2,0,0,0,1,8.0,8.0,24.5%,LV,11,2023
11,Houston Texans,3,1,1,0,0,0,0,1,8.0,8.0,31.9%,HOU,11,2023
12,Pittsburgh Steelers,1,1,0,0,0,0,0,1,7.0,7.0,75.9%,PIT,11,2023
13,Jacksonville Jaguars,2,0,2,0,0,0,0,1,7.0,7.0,50.2%,JAC,11,2023
14,Kansas City Chiefs,5,1,0,1,0,0,0,1,7.0,7.0,77.7%,KC,11,2023
15,Cleveland Browns,3,0,0,0,0,0,0,1,7.0,7.0,94.2%,CLE,11,2023
16,Baltimore Ravens,5,0,0,0,0,0,0,1,6.0,6.0,86.2%,BAL,11,2023
17,Detroit Lions,2,0,1,2,0,1,0,1,6.0,6.0,38.6%,DET,11,2023
18,Philadelphia Eagles,1,1,1,1,0,0,0,1,6.0,6.0,51.6%,PHI,11,2023
19,Green Bay Packers,2,0,1,1,0,0,0,1,5.0,5.0,26.4%,GB,11,2023
20,Los Angeles Rams,2,1,0,0,0,0,0,1,5.0,5.0,21.2%,LAR,11,2023
21,Seattle Seahawks,1,1,0,0,0,0,0,1,4.0,4.0,22.4%,SEA,11,2023
22,Tampa Bay Buccaneers,4,0,0,0,0,0,0,1,4.0,4.0,20.8%,TB,11,2023
23,Los Angeles Chargers,3,0,0,1,0,0,0,1,3.0,3.0,13.8%,LAC,11,2023
24,New York Jets,1,1,0,1,0,0,0,1,2.0,2.0,82.4%,NYJ,11,2023
25,Minnesota Vikings,2,0,0,1,0,0,0,1,2.0,2.0,10.9%,MIN,11,2023
26,Cincinnati Bengals,3,0,0,1,0,0,0,1,2.0,2.0,50.0%,CIN,11,2023
27,Tennessee Titans,1,0,0,0,0,0,0,1,0.0,0.0,3.5%,TEN,11,2023
28,Carolina Panthers,0,0,0,0,0,0,0,1,0.0,0.0,3.0%,CAR,11,2023
29,New Orleans Saints,0,0,0,0,0,0,0,0,0.0,0.0,64.0%,NO,11,2023
30,Atlanta Falcons,0,0,0,0,0,0,0,0,0.0,0.0,16.7%,ATL,11,2023
31,Indianapolis Colts,0,0,0,0,0,0,0,0,0.0,0.0,26.4%,IND,11,2023
32,New England Patriots,0,0,0,0,0,0,0,0,0.0,0.0,13.6%,NE,11,2023
