Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Kaden Elliss,5,5,1.0,1,0,0,0,0,1,24.3,24.3,15.6%,ATL,16,2023
2,Quincy Williams,6,2,0.0,2,1,0,0,0,1,23.5,23.5,51.1%,NYJ,16,2023
3,Bobby Wagner,8,3,1.0,0,0,0,0,0,1,23.3,23.3,72.2%,WAS,16,2023
4,Andrew Van Ginkel,7,3,1.5,1,0,0,0,0,1,22.8,22.8,11.0%,MIN,16,2023
5,Frankie Luvu,6,4,1.0,0,0,1,0,0,1,22.5,22.5,44.5%,WAS,16,2023
6,E.J. Speed,10,2,0.0,2,0,0,0,0,1,22.0,22.0,39.2%,IND,16,2023
7,Ernest Jones IV,4,3,1.0,2,0,0,0,0,1,20.3,20.3,58.6%,LAR,16,2023
8,Khaleke Hudson,8,7,0.0,2,0,0,0,0,1,20.3,20.3,2.4%,NO,16,2023
9,Cody Barton,7,3,0.0,1,1,0,0,0,1,19.3,19.3,11.8%,DEN,16,2023
10,Lavonte David,8,0,1.0,0,0,0,0,0,1,18.5,18.5,52.1%,TB,16,2023
11,Alex Singleton,10,2,0.0,1,0,0,0,0,1,18.0,18.0,60.2%,DEN,16,2023
12,Shaquille Leonard,5,2,1.0,0,0,0,0,0,1,18.0,18.0,21.8%,FA,16,2023
13,Za'Darius Smith,2,0,2.0,1,0,0,0,0,1,17.5,17.5,5.3%,CLE,16,2023
14,Robert Spillane,9,2,0.0,0,0,0,0,0,1,17.5,17.5,33.6%,LV,16,2023
15,Fred Warner,5,5,0.0,2,0,0,0,0,1,16.8,16.8,90.1%,SF,16,2023
16,Zaire Franklin,9,2,0.0,1,0,0,0,0,1,16.5,16.5,91.7%,IND,16,2023
17,Jeremiah Owusu-Koramoah,5,1,0.0,2,1,0,0,0,1,16.3,16.3,29.4%,CLE,16,2023
18,Terrel Bernard,5,2,1.0,0,0,0,0,0,1,15.5,15.5,50.5%,BUF,16,2023
19,Bobby Okereke,8,2,0.0,1,0,0,0,0,1,15.0,15.0,79.2%,NYG,16,2023
20,Logan Wilson,3,8,0.0,1,0,0,0,0,1,14.5,14.5,63.3%,CIN,16,2023
21,Alex Highsmith,1,0,1.0,1,1,0,0,0,1,14.5,14.5,25.8%,PIT,16,2023
22,Devin White,2,2,0.5,2,1,0,0,0,1,14.5,14.5,22.4%,PHI,16,2023
23,Foyesade Oluokun,7,5,0.0,0,0,0,0,0,1,14.3,14.3,94.0%,JAC,16,2023
24,Harold Landry III,3,1,1.0,0,0,0,0,0,1,14.3,14.3,24.5%,TEN,16,2023
25,Azeez Al-Shaair,4,4,0.0,0,0,0,0,0,1,14.0,14.0,42.8%,HOU,16,2023
26,Bradley Chubb,3,1,1.5,0,0,0,0,0,1,13.8,13.8,18.1%,MIA,16,2023
27,T.J. Watt,2,1,1.0,1,0,1,0,0,1,13.3,13.3,78.7%,PIT,16,2023
28,Myles Jack,3,3,1.0,0,0,0,0,0,1,13.3,13.3,0.2%,FA,16,2023
29,Patrick Queen,2,5,0.0,1,1,0,0,0,1,13.3,13.3,43.0%,PIT,16,2023
30,Jordan Hicks,6,3,0.0,1,0,0,0,0,1,12.8,12.8,29.8%,CLE,16,2023
31,Mykal Walker,5,3,0.0,0,0,0,0,0,1,12.3,12.3,2.1%,WAS,16,2023
32,Preston Smith,2,1,1.5,0,0,0,0,0,1,12.3,12.3,10.7%,GB,16,2023
33,Isaiah McDuffie,5,3,0.0,0,0,0,0,0,1,12.3,12.3,4.2%,GB,16,2023
34,Nate Landman,7,2,0.0,0,0,0,0,0,1,12.0,12.0,7.7%,ATL,16,2023
35,Micah Parsons,2,5,0.5,0,0,0,0,0,1,11.3,11.3,77.6%,DAL,16,2023
36,Krys Barnes,6,3,0.0,0,0,0,0,0,1,11.3,11.3,8.5%,ARI,16,2023
37,Mack Wilson Sr.,2,0,1.0,0,0,1,0,0,1,11.0,11.0,4.4%,ARI,16,2023
38,Devin Bush Jr.,5,1,0.0,0,0,0,0,0,1,10.8,10.8,4.8%,CLE,16,2023
39,Dre Greenlaw,2,10,0.0,0,0,0,0,0,1,10.5,10.5,37.6%,SF,16,2023
40,Christian Harris,5,2,0.0,1,0,0,0,0,1,10.5,10.5,11.4%,HOU,16,2023
41,Pete Werner,2,3,0.0,0,0,0,0,0,1,10.3,10.3,10.3%,NO,16,2023
42,David Mayo,3,4,0.0,0,0,0,0,0,1,10.0,10.0,0.0%,FA,16,2023
43,Jahlani Tavai,4,0,0.0,0,0,1,0,0,1,10.0,10.0,6.2%,NE,16,2023
44,Denzel Perryman,5,1,0.0,1,0,0,0,0,1,9.8,9.8,11.6%,LAC,16,2023
45,Ja'Whaun Bentley,5,3,0.0,0,0,0,0,0,1,9.8,9.8,15.8%,NE,16,2023
46,Sione Takitaki,6,1,0.0,0,0,0,0,0,1,9.8,9.8,4.2%,NE,16,2023
47,Kyle Van Noy,1,2,1.0,0,0,0,0,0,1,9.5,9.5,8.7%,BAL,16,2023
48,Isaiah Simmons,2,1,0.0,1,0,0,1,0,1,9.3,9.3,6.1%,NYG,16,2023
49,Ivan Pace Jr.,3,1,0.0,0,0,0,1,0,1,9.3,9.3,15.4%,MIN,16,2023
50,Damone Clark,5,2,0.0,0,0,0,0,0,1,9.0,9.0,8.9%,DAL,16,2023
51,Divine Deablo,6,0,0.0,0,0,0,0,0,1,9.0,9.0,13.2%,LV,16,2023
52,Devin Lloyd,3,2,0.0,0,0,0,0,0,1,8.5,8.5,24.8%,JAC,16,2023
53,Bud Dupree,2,2,0.0,1,0,0,0,0,1,8.5,8.5,1.2%,LAC,16,2023
54,T.J. Edwards,5,1,0.0,0,0,0,0,0,1,8.3,8.3,78.6%,CHI,16,2023
