Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Watt,6,2,2.0,0,0,0,0,0,1,26.0,26.0,78.7%,PIT,18,2023
2,Khaleke Hudson,10,3,0.0,0,0,0,0,0,1,24.8,24.8,2.4%,NO,18,2023
3,Del'Shawn Phillips,8,5,0.0,0,0,1,0,0,1,22.3,22.3,1.2%,HOU,18,2023
4,E.J. Speed,10,3,0.0,0,0,0,0,0,1,22.3,22.3,39.2%,IND,18,2023
5,Khalil Mack,5,0,1.0,2,0,0,0,0,1,22.0,22.0,52.9%,LAC,18,2023
6,Christian Harris,7,5,1.0,0,0,0,0,0,1,20.8,20.8,11.4%,HOU,18,2023
7,Jack Campbell,7,5,1.0,0,0,0,0,0,1,20.8,20.8,17.3%,DET,18,2023
8,Azeez Ojulari,4,0,2.0,0,0,0,1,0,1,20.5,20.5,2.3%,NYG,18,2023
9,Demetrius Flannigan-Fowles,6,4,0.0,0,0,0,0,0,1,19.5,19.5,1.7%,SF,18,2023
10,Bobby Okereke,5,3,1.0,1,0,0,0,0,1,17.8,17.8,79.2%,NYG,18,2023
11,Nate Landman,5,5,0.0,0,0,1,0,0,1,17.8,17.8,7.7%,ATL,18,2023
12,Quay Walker,6,3,1.0,0,0,0,0,0,1,17.8,17.8,37.0%,GB,18,2023
13,Micah McFadden,6,2,0.0,2,0,0,1,0,1,17.5,17.5,7.6%,NYG,18,2023
14,Mark Robinson,4,1,1.0,0,0,1,0,0,1,17.3,17.3,0.6%,PIT,18,2023
15,Cam Jones,11,1,0.0,0,0,0,0,0,1,17.3,17.3,0.2%,KC,18,2023
16,Markus Golden,2,1,1.0,0,0,0,1,0,1,16.8,16.8,0.6%,FA,18,2023
17,Anfernee Jennings,4,4,0.0,0,0,0,0,0,1,16.5,16.5,4.9%,NE,18,2023
18,Alex Singleton,5,8,0.0,0,0,0,0,0,1,16.0,16.0,60.2%,DEN,18,2023
19,Nicholas Morrow,6,4,0.0,1,0,0,0,0,1,16.0,16.0,4.7%,BUF,18,2023
20,Trenton Simpson,4,1,1.0,0,0,0,0,0,1,15.8,15.8,10.8%,BAL,18,2023
21,Demario Davis,5,4,0.0,0,0,0,0,0,1,15.5,15.5,22.0%,NO,18,2023
22,Josey Jewell,6,3,1.0,0,0,0,0,0,1,15.3,15.3,30.4%,CAR,18,2023
23,Azeez Al-Shaair,7,3,0.0,0,0,0,0,0,1,15.3,15.3,42.8%,HOU,18,2023
24,Oren Burks,4,3,1.0,0,0,0,0,0,1,14.8,14.8,3.5%,PHI,18,2023
25,Divine Deablo,6,4,0.0,0,0,0,0,0,1,14.5,14.5,13.2%,LV,18,2023
26,Bobby Wagner,4,11,0.0,0,0,0,0,0,1,14.3,14.3,72.2%,WAS,18,2023
27,Jordan Kunaszyk,5,2,0.0,0,0,0,0,0,1,14.0,14.0,0.0%,FA,18,2023
28,David Long Jr.,8,2,0.0,0,0,0,0,0,1,13.5,13.5,8.1%,MIA,18,2023
29,Micah Parsons,4,1,1.0,0,0,0,0,0,1,13.3,13.3,77.6%,DAL,18,2023
30,Devin Bush Jr.,5,1,0.0,0,0,0,0,0,1,13.3,13.3,4.8%,CLE,18,2023
31,Robert Spillane,5,7,0.0,0,0,0,0,0,1,12.8,12.8,33.6%,LV,18,2023
32,Alex Anzalone,8,1,0.0,0,0,0,0,0,1,12.8,12.8,31.4%,DET,18,2023
33,Tremaine Edmunds,7,3,0.0,0,0,0,0,0,1,12.8,12.8,33.2%,CHI,18,2023
34,T.J. Edwards,7,3,0.0,0,0,0,0,0,1,12.8,12.8,78.6%,CHI,18,2023
