Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Denico Autry,6,1,3.0,0,0,2,0,0,1,37.3,37.3,10.5%,HOU,13,2018
2,Aaron Donald,5,1,2.0,0,0,1,0,0,1,30.3,30.3,11.6%,FA,13,2018
3,David Onyemata,4,3,3.0,0,0,1,0,0,1,29.3,29.3,5.8%,ATL,13,2018
4,Cameron Jordan,3,4,2.0,0,0,1,1,0,1,28.5,28.5,5.8%,NO,13,2018
5,Olivier Vernon,5,0,2.0,1,0,1,0,0,1,23.5,23.5,6.0%,FA,13,2018
6,B.J. Hill,3,0,3.0,0,0,0,0,0,1,21.5,21.5,5.8%,CIN,13,2018
7,DeForest Buckner,3,4,2.0,0,0,0,0,0,1,20.5,20.5,47.6%,IND,13,2018
8,Grady Jarrett,4,3,1.0,0,0,2,0,0,1,20.3,20.3,5.7%,ATL,13,2018
9,Damon Harrison Sr.,3,4,1.0,0,0,1,1,0,1,19.5,19.5,0.0%,FA,13,2018
10,Dante Fowler Jr.,5,0,1.0,0,0,0,0,0,1,19.0,19.0,3.7%,WAS,13,2018
11,Dee Ford,3,2,1.5,0,0,1,0,0,1,18.5,18.5,0.0%,FA,13,2018
12,Akiem Hicks,6,0,1.0,1,0,0,0,0,1,17.0,17.0,0.0%,FA,13,2018
13,Dontari Poe,3,0,1.0,0,0,0,0,0,1,16.0,16.0,0.0%,FA,13,2018
14,Chris Jones,4,1,1.5,0,0,0,0,0,1,15.3,15.3,25.6%,KC,13,2018
15,Brandon Graham,3,0,1.0,0,0,1,0,0,1,15.0,15.0,2.3%,PHI,13,2018
16,Emmanuel Ogbah,4,2,1.0,0,0,0,0,0,1,14.0,14.0,2.0%,FA,13,2018
17,Joey Bosa,4,2,1.0,0,0,0,0,0,1,14.0,14.0,16.3%,LAC,13,2018
18,Allen Bailey,4,2,0.0,0,0,1,0,0,1,14.0,14.0,0.0%,FA,13,2018
19,Fletcher Cox,3,0,1.0,0,0,0,0,0,1,13.5,13.5,1.1%,FA,13,2018
20,Randy Gregory,2,0,1.0,0,0,1,0,0,1,13.5,13.5,2.3%,TB,13,2018
