Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
16,Antonio Gibson,14,28,2.0,8,0,1,2,4,13,6.5,0,0,1,12.1,12.1,53.3%,NE,2,2022
17,Saquon Barkley,21,72,3.4,16,0,0,3,4,16,5.3,0,0,1,11.8,11.8,100.0%,PHI,2,2022
18,Miles Sanders,17,80,4.7,12,0,0,3,3,6,2.0,0,0,1,11.6,11.6,23.3%,CAR,2,2022
19,Joe Mixon,19,57,3.0,10,0,0,3,4,26,8.7,0,0,1,11.3,11.3,99.1%,HOU,2,2022
20,Raheem Mostert,11,51,4.6,11,0,0,3,3,28,9.3,0,0,1,10.9,10.9,91.5%,MIA,2,2022
21,Darrell Henderson Jr.,10,47,4.7,13,0,1,0,0,0,0.0,0,0,1,10.7,10.7,5.0%,FA,2,2022
22,Michael Carter,7,23,3.3,8,0,0,5,5,27,5.4,0,0,1,10.0,10.0,1.3%,ARI,2,2022
23,Reggie Gilliam,0,0,0.0,0,0,0,2,3,17,8.5,1,0,1,9.7,9.7,0.0%,BUF,2,2022
24,Jerick McKinnon,4,12,3.0,5,0,0,2,2,4,2.0,1,0,1,9.6,9.6,16.2%,FA,2,2022
25,Javonte Williams,15,75,5.0,17,0,0,1,4,10,10.0,0,0,1,9.5,9.5,89.1%,DEN,2,2022
26,Kareem Hunt,13,58,4.5,13,0,0,2,2,16,8.0,0,0,1,9.4,9.4,27.3%,FA,2,2022
27,Leonard Fournette,24,65,2.7,13,0,0,2,4,9,4.5,0,0,1,9.4,9.4,2.1%,FA,2,2022
28,Josh Jacobs,19,69,3.6,13,0,0,1,1,12,12.0,0,0,1,9.1,9.1,97.3%,GB,2,2022
29,Dameon Pierce,15,69,4.6,12,0,0,1,1,8,8.0,0,0,1,8.7,8.7,28.0%,HOU,2,2022
30,Derrick Henry,13,25,1.9,9,0,1,0,0,0,0.0,0,0,1,8.5,8.5,99.3%,BAL,2,2022
31,Travis Etienne Jr.,9,20,2.2,6,0,0,3,3,33,11.0,0,0,1,8.3,8.3,99.7%,JAC,2,2022
32,Travis Homer,2,9,4.5,5,0,0,4,4,33,8.3,0,0,1,8.2,8.2,0.1%,CHI,2,2022
33,Cam Akers,15,44,2.9,8,0,0,2,3,18,9.0,0,0,1,8.2,8.2,9.2%,FA,2,2022
34,Eno Benjamin,8,31,3.9,7,0,0,3,4,20,6.7,0,0,1,8.1,8.1,0.0%,FA,2,2022
35,AJ Dillon,18,61,3.4,11,0,0,1,3,6,6.0,0,0,1,7.7,7.7,35.2%,GB,2,2022
36,Nyheim Hines,1,0,0.0,0,0,0,4,5,37,9.3,0,0,1,7.7,7.7,0.5%,CLE,2,2022
37,Dalvin Cook,6,17,2.8,6,0,0,4,6,19,4.8,0,0,1,7.6,7.6,9.5%,FA,2,2022
38,Jonathan Taylor,9,54,6.0,21,2,0,1,1,9,9.0,0,0,1,7.3,7.3,98.8%,IND,2,2022
39,James Conner,7,25,3.6,6,0,0,2,4,26,13.0,0,0,1,7.1,7.1,91.7%,ARI,2,2022
40,Zander Horvath,0,0,0.0,0,0,0,1,2,1,1.0,1,0,1,7.1,7.1,0.0%,NO,2,2022
41,Jamaal Williams,12,53,4.4,12,0,0,1,1,7,7.0,0,0,1,7.0,7.0,10.3%,NO,2,2022
42,Melvin Gordon III,10,47,4.7,9,0,0,1,1,6,6.0,0,0,1,6.3,6.3,0.0%,FA,2,2022
43,Mark Ingram II,10,58,5.8,12,0,0,2,2,3,1.5,0,1,1,6.1,6.1,0.1%,FA,2,2022
44,Rhamondre Stevenson,9,47,5.2,8,0,0,1,2,4,4.0,0,0,1,6.1,6.1,84.5%,NE,2,2022
45,Kyle Juszczyk,2,1,0.5,1,0,1,0,1,0,0.0,0,0,1,6.1,6.1,1.0%,SF,2,2022
46,Ezekiel Elliott,15,53,3.5,11,0,0,1,2,-4,-4.0,0,0,1,5.9,5.9,78.1%,DAL,2,2022
47,James Cook,11,53,4.8,33,2,0,0,1,0,0.0,0,0,1,5.3,5.3,97.8%,BUF,2,2022
48,Khalil Herbert,4,38,9.5,27,1,0,1,1,3,3.0,0,0,1,5.1,5.1,29.6%,CHI,2,2022
49,Chase Edmonds,5,33,6.6,28,1,0,1,3,8,8.0,0,0,1,5.1,5.1,0.8%,TB,2,2022
50,Hassan Haskins,9,37,4.1,9,0,0,1,1,0,0.0,0,0,1,4.7,4.7,0.1%,TEN,2,2022
51,Alexander Mattison,2,8,4.0,5,0,0,3,5,6,2.0,0,0,1,4.4,4.4,41.3%,LV,2,2022
52,Cordarrelle Patterson,10,41,4.1,11,0,0,0,1,0,0.0,0,0,1,4.1,4.1,1.4%,PIT,2,2022
53,Devin Singletary,6,19,3.2,16,0,0,2,3,2,1.0,0,0,1,4.1,4.1,83.7%,NYG,2,2022
54,Tony Jones Jr.,2,8,4.0,6,0,0,2,2,12,6.0,0,0,1,4.0,4.0,0.0%,ARI,2,2022
55,Craig Reynolds,3,16,5.3,11,0,0,1,1,13,13.0,0,0,1,3.9,3.9,0.8%,DET,2,2022
56,Alec Ingold,1,1,1.0,1,0,0,2,2,15,7.5,0,0,1,3.6,3.6,0.2%,MIA,2,2022
57,Kenneth Walker III,4,10,2.5,8,0,0,2,3,5,2.5,0,0,1,3.5,3.5,97.1%,SEA,2,2022
58,Joshua Kelley,4,22,5.5,8,0,0,1,2,3,3.0,0,0,1,3.5,3.5,6.6%,FA,2,2022
59,Ameer Abdullah,0,0,0.0,0,0,0,1,1,23,23.0,0,0,1,3.3,3.3,0.7%,LV,2,2022
60,Tyrion Davis-Price,14,33,2.4,20,1,0,0,0,0,0.0,0,0,1,3.3,3.3,0.1%,PHI,2,2022
61,Boston Scott,4,19,4.8,16,0,0,1,1,2,2.0,0,0,1,3.1,3.1,0.1%,LAR,2,2022
62,Tyler Allgeier,10,30,3.0,9,0,0,0,0,0,0.0,0,0,1,3.0,3.0,48.6%,ATL,2,2022
63,Sony Michel,4,13,3.3,7,0,0,1,1,6,6.0,0,0,1,2.9,2.9,0.0%,FA,2,2022
64,Rex Burkhead,0,0,0.0,0,0,0,2,3,9,4.5,0,0,1,2.9,2.9,10.0%,FA,2,2022
65,Kenneth Gainwell,2,7,3.5,4,0,0,1,2,11,11.0,0,0,1,2.8,2.8,14.8%,PHI,2,2022
66,Jaylen Warren,4,15,3.8,6,0,0,1,1,0,0.0,0,0,1,2.5,2.5,84.7%,PIT,2,2022
67,Samaje Perine,1,2,2.0,2,0,0,1,1,8,8.0,0,0,1,2.0,2.0,12.7%,DEN,2,2022
68,Michael Burton,1,6,6.0,6,0,0,1,1,2,2.0,0,0,1,1.8,1.8,0.1%,DEN,2,2022
69,Dwayne Washington,4,18,4.5,8,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.0%,DEN,2,2022
70,Zack Moss,3,17,5.7,17,0,0,0,1,0,0.0,0,0,1,1.7,1.7,75.1%,CIN,2,2022
71,Avery Williams,0,0,0.0,0,0,0,1,1,6,6.0,0,0,1,1.6,1.6,0.1%,ATL,2,2022
72,Justice Hill,3,16,5.3,13,0,0,0,0,0,0.0,0,0,1,1.6,1.6,10.1%,BAL,2,2022
73,Rashaad Penny,6,15,2.5,6,0,0,0,0,0,0.0,0,0,1,1.5,1.5,4.1%,CAR,2,2022
74,Gary Brightwell,1,14,14.0,14,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.1%,FA,2,2022
75,Ty Johnson,0,0,0.0,0,0,0,1,3,4,4.0,0,0,1,1.4,1.4,0.6%,BUF,2,2022
76,Adam Prentice,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.0%,NO,2,2022
77,Demetric Felton Jr.,1,-4,-4.0,0,0,0,1,1,3,3.0,0,0,1,0.9,0.9,0.0%,FA,2,2022
78,D'Onta Foreman,2,9,4.5,7,0,0,0,0,0,0.0,0,0,1,0.9,0.9,19.4%,CLE,2,2022
79,Kenyan Drake,6,8,1.3,6,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,2,2022
80,Isiah Pacheco,2,6,3.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,97.8%,KC,2,2022
81,Patrick Ricard,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.1%,BAL,2,2022
82,Mike Davis,5,4,0.8,3,0,0,0,0,0,0.0,0,0,1,0.4,0.4,1.0%,FA,2,2022
83,Caleb Huntley,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,2,2022
84,Zamir White,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,74.1%,LV,2,2022
85,Derek Watt,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,2,2022
86,Rachaad White,2,1,0.5,2,0,0,0,2,0,0.0,0,0,1,0.1,0.1,97.5%,TB,2,2022
87,Rico Dowdle,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,10.6%,DAL,2,2022
88,Andrew Beck,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,HOU,2,2022
89,Chris Myarick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
90,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.3%,SF,2,2022
91,Jerome Ford,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,79.9%,CLE,2,2022
92,Trestan Ebner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
93,Pierre Strong Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,CLE,2,2022
94,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,MIN,2,2022
95,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,FA,2,2022
96,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
97,Latavius Murray,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.6%,FA,2,2022
98,Giovani Bernard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
99,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,HOU,2,2022
100,Marlon Mack,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
101,Brandin Bryant,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
102,Justin Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,2,2022
103,Deon Jackson,2,-3,-1.5,1,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,1.0%,FA,2,2022
104,Matt Breida,1,-4,-4.0,0,0,0,0,1,0,0.0,0,0,1,-0.4,-0.4,1.1%,FA,2,2022
105,DeeJay Dallas,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,-1.0,-1.0,0.6%,ARI,2,2022
106,Chuba Hubbard,0,0,0.0,0,0,0,0,0,0,0.0,0,1,1,-2.0,-2.0,51.0%,CAR,2,2022
