Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jerick McKinnon,10,52,5.2,26,1,1,8,8,70,8.8,1,0,1,34.2,34.2,16.2%,FA,15,2022
2,Dalvin Cook,17,95,5.6,40,3,0,4,4,95,23.8,1,1,1,27.0,27.0,9.5%,FA,15,2022
3,Derrick Henry,21,104,5.0,13,0,1,4,4,59,14.8,0,0,1,26.3,26.3,99.3%,BAL,15,2022
4,Christian McCaffrey,26,108,4.2,23,1,1,6,8,30,5.0,0,0,1,25.8,25.8,100.0%,SF,15,2022
5,Rhamondre Stevenson,19,172,9.1,34,4,1,2,3,-4,-2.0,0,0,1,24.8,24.8,84.5%,NE,15,2022
6,David Montgomery,12,53,4.4,9,0,1,3,3,38,12.7,1,0,1,24.1,24.1,93.2%,DET,15,2022
7,Saquon Barkley,18,87,4.8,15,0,1,5,8,33,6.6,0,0,1,23.0,23.0,100.0%,PHI,15,2022
8,Tyler Allgeier,17,139,8.2,43,3,1,1,1,-3,-3.0,0,0,1,22.6,22.6,48.6%,ATL,15,2022
9,AJ Dillon,11,36,3.3,8,0,2,3,3,35,11.7,0,0,1,22.1,22.1,35.2%,GB,15,2022
10,Latavius Murray,24,130,5.4,35,3,1,1,1,12,12.0,0,0,1,21.2,21.2,7.6%,FA,15,2022
11,Aaron Jones,17,90,5.3,14,0,0,4,5,36,9.0,1,1,1,20.6,20.6,93.3%,MIN,15,2022
12,James Conner,16,63,3.9,14,0,1,3,5,28,9.3,0,0,1,18.1,18.1,91.7%,ARI,15,2022
13,Raheem Mostert,17,136,8.0,67,4,0,1,2,20,20.0,0,0,1,16.6,16.6,91.5%,MIA,15,2022
14,Marlon Mack,5,37,7.4,17,0,1,4,4,26,6.5,0,0,1,16.3,16.3,0.0%,FA,15,2022
15,Ezekiel Elliott,16,58,3.6,10,0,1,2,2,13,6.5,0,0,1,15.1,15.1,78.1%,DAL,15,2022
16,Austin Ekeler,12,58,4.8,12,0,1,2,3,12,6.0,0,0,1,15.0,15.0,93.1%,WAS,15,2022
17,Tony Pollard,19,75,3.9,21,1,0,4,5,31,7.8,0,0,1,14.6,14.6,93.4%,TEN,15,2022
18,Najee Harris,24,86,3.6,10,0,1,0,0,0,0.0,0,0,1,14.6,14.6,91.4%,PIT,15,2022
19,J.K. Dobbins,13,125,9.6,37,3,0,1,1,3,3.0,0,0,1,13.8,13.8,43.4%,LAC,15,2022
20,Cam Akers,12,65,5.4,19,0,0,3,3,35,11.7,0,0,1,13.0,13.0,9.2%,FA,15,2022
21,Josh Jacobs,22,93,4.2,18,0,0,2,3,17,8.5,0,0,1,13.0,13.0,97.3%,GB,15,2022
22,Travis Etienne Jr.,19,103,5.4,16,0,0,2,3,24,12.0,0,1,1,12.7,12.7,99.7%,JAC,15,2022
23,D'Andre Swift,8,52,6.5,16,0,0,5,9,23,4.6,0,0,1,12.5,12.5,93.8%,CHI,15,2022
24,Alvin Kamara,21,91,4.3,13,0,0,2,2,13,6.5,0,0,1,12.4,12.4,98.2%,NO,15,2022
25,Cordarrelle Patterson,14,52,3.7,11,0,1,1,3,0,0.0,0,0,1,12.2,12.2,1.4%,PIT,15,2022
26,Kenneth Walker III,12,47,3.9,15,0,0,4,5,32,8.0,0,0,1,11.9,11.9,97.1%,SEA,15,2022
27,James Cook,5,34,6.8,16,0,0,2,3,5,2.5,1,0,1,11.9,11.9,97.8%,BUF,15,2022
28,Jaylen Warren,11,38,3.5,9,0,1,1,1,11,11.0,0,0,1,11.9,11.9,84.7%,PIT,15,2022
29,Brian Robinson Jr.,12,89,7.4,19,0,0,1,1,18,18.0,0,0,1,11.7,11.7,86.1%,WAS,15,2022
30,Leonard Fournette,10,44,4.4,8,0,0,4,4,30,7.5,0,0,1,11.4,11.4,2.1%,FA,15,2022
31,Deon Jackson,13,55,4.2,16,0,0,1,1,1,1.0,1,1,1,10.6,10.6,1.0%,FA,15,2022
32,Joe Mixon,11,21,1.9,5,0,0,5,6,33,6.6,0,0,1,10.4,10.4,99.1%,HOU,15,2022
33,Salvon Ahmed,6,43,7.2,11,0,1,0,0,0,0.0,0,0,1,10.3,10.3,0.6%,MIA,15,2022
34,Joshua Kelley,10,24,2.4,4,0,1,1,2,7,7.0,0,0,1,10.1,10.1,6.6%,FA,15,2022
35,Devin Singletary,13,42,3.2,8,0,0,3,4,28,9.3,0,0,1,10.0,10.0,83.7%,NYG,15,2022
36,Nick Chubb,21,99,4.7,18,0,0,0,2,0,0.0,0,0,1,9.9,9.9,55.6%,CLE,15,2022
37,Chuba Hubbard,4,10,2.5,3,0,0,3,3,57,19.0,0,0,1,9.7,9.7,51.0%,CAR,15,2022
38,Isiah Pacheco,15,86,5.7,18,0,0,1,1,11,11.0,0,1,1,8.7,8.7,97.8%,KC,15,2022
39,Zack Moss,24,81,3.4,11,0,0,0,1,0,0.0,0,0,1,8.1,8.1,75.1%,CIN,15,2022
40,Nyheim Hines,0,0,0.0,0,0,0,1,1,10,10.0,1,0,1,8.0,8.0,0.5%,CLE,15,2022
41,C.J. Ham,2,1,0.5,1,0,1,1,1,4,4.0,0,0,1,7.5,7.5,0.1%,MIN,15,2022
42,Pierre Strong Jr.,4,25,6.3,14,0,0,3,3,12,4.0,0,0,1,6.7,6.7,0.6%,CLE,15,2022
43,Royce Freeman,11,51,4.6,11,0,0,1,1,5,5.0,0,0,1,6.6,6.6,3.2%,DAL,15,2022
44,Jordan Mason,4,64,16.0,55,4,0,0,0,0,0.0,0,0,1,6.4,6.4,2.3%,SF,15,2022
45,Gus Edwards,7,55,7.9,25,1,0,0,0,0,0.0,0,0,1,5.5,5.5,80.8%,LAC,15,2022
46,Rachaad White,11,38,3.5,7,0,0,1,2,5,5.0,0,0,1,5.3,5.3,97.5%,TB,15,2022
47,Travis Homer,1,5,5.0,5,0,0,4,4,25,6.3,0,1,1,5.0,5.0,0.1%,CHI,15,2022
48,Antonio Gibson,5,21,4.2,10,0,0,2,4,6,3.0,0,0,1,4.7,4.7,53.3%,NE,15,2022
49,Justin Jackson,6,16,2.7,4,0,0,1,2,15,15.0,0,0,1,4.1,4.1,0.0%,FA,15,2022
50,Michael Carter,4,15,3.8,6,0,0,1,1,16,16.0,0,0,1,4.1,4.1,1.3%,ARI,15,2022
51,Kareem Hunt,4,24,6.0,9,0,0,1,1,3,3.0,0,0,1,3.7,3.7,27.3%,FA,15,2022
52,Rex Burkhead,0,0,0.0,0,0,0,2,4,17,8.5,0,0,1,3.7,3.7,10.0%,FA,15,2022
53,Hassan Haskins,1,8,8.0,8,0,0,2,2,7,3.5,0,0,1,3.5,3.5,0.1%,TEN,15,2022
54,Ameer Abdullah,0,0,0.0,0,0,0,2,2,14,7.0,0,0,1,3.4,3.4,0.7%,LV,15,2022
55,Samaje Perine,7,24,3.4,9,0,0,1,1,0,0.0,0,0,1,3.4,3.4,12.7%,DEN,15,2022
56,Kenneth Gainwell,3,5,1.7,3,0,0,2,2,9,4.5,0,0,1,3.4,3.4,14.8%,PHI,15,2022
57,Jamaal Williams,13,33,2.5,10,0,0,0,0,0,0.0,0,0,1,3.3,3.3,10.3%,NO,15,2022
58,Avery Williams,0,0,0.0,0,0,0,2,2,10,5.0,0,0,1,3.0,3.0,0.1%,ATL,15,2022
59,Justice Hill,1,3,3.0,3,0,0,1,1,15,15.0,0,0,1,2.8,2.8,10.1%,BAL,15,2022
60,JaMycal Hasty,1,13,13.0,13,0,0,1,1,2,2.0,0,0,1,2.5,2.5,0.1%,NE,15,2022
61,Jonathan Taylor,0,0,0.0,0,0,0,1,1,13,13.0,0,0,1,2.3,2.3,98.8%,IND,15,2022
62,Zonovan Knight,13,23,1.8,5,0,0,0,0,0,0.0,0,0,1,2.3,2.3,0.1%,DET,15,2022
63,Matt Breida,2,6,3.0,5,0,0,1,1,6,6.0,0,0,1,2.2,2.2,1.1%,FA,15,2022
64,Miles Sanders,11,42,3.8,18,0,0,1,1,-13,-13.0,0,1,1,1.9,1.9,23.3%,CAR,15,2022
65,Kevin Harris,5,19,3.8,11,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.2%,NE,15,2022
66,Alec Ingold,1,2,2.0,2,0,0,1,2,7,7.0,0,0,1,1.9,1.9,0.2%,MIA,15,2022
67,Demetric Felton Jr.,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,0.0%,FA,15,2022
68,Patrick Taylor Jr.,4,15,3.8,6,0,0,0,0,0,0.0,0,0,1,1.5,1.5,2.0%,SF,15,2022
69,Dare Ogunbowale,8,14,1.8,3,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.3%,HOU,15,2022
70,Adam Prentice,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,1.3,1.3,0.0%,NO,15,2022
71,D'Onta Foreman,10,9,0.9,5,0,0,0,0,0,0.0,0,0,1,0.9,0.9,19.4%,CLE,15,2022
72,Darrynton Evans,2,9,4.5,6,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.1%,BUF,15,2022
