Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Khalil Herbert,20,157,7.9,52,4,2,2,2,12,6.0,0,0,1,30.9,30.9,29.6%,CHI,3,2022
2,Derrick Henry,20,85,4.3,24,1,1,5,6,58,11.6,0,0,1,25.3,25.3,99.3%,BAL,3,2022
3,Jamaal Williams,20,87,4.4,15,0,2,2,2,20,10.0,0,0,1,24.7,24.7,10.3%,NO,3,2022
4,Devin Singletary,9,13,1.4,6,0,0,9,11,78,8.7,1,0,1,24.1,24.1,83.7%,NYG,3,2022
5,Saquon Barkley,14,81,5.8,36,2,1,4,4,45,11.3,0,0,1,22.6,22.6,100.0%,PHI,3,2022
6,Cordarrelle Patterson,17,141,8.3,40,3,1,1,1,12,12.0,0,0,1,22.3,22.3,1.4%,PIT,3,2022
7,James Robinson,17,100,5.9,50,5,1,3,3,16,5.3,0,0,1,20.6,20.6,0.1%,NO,3,2022
8,Rhamondre Stevenson,12,73,6.1,18,0,1,4,5,28,7.0,0,0,1,20.1,20.1,84.5%,NE,3,2022
9,Dameon Pierce,20,80,4.0,24,1,1,2,2,21,10.5,0,0,1,18.1,18.1,28.0%,HOU,3,2022
10,Nick Chubb,23,113,4.9,36,2,1,0,1,0,0.0,0,0,1,17.3,17.3,55.6%,CLE,3,2022
11,Melvin Gordon III,12,26,2.2,6,0,1,5,6,29,5.8,0,0,1,16.5,16.5,0.0%,FA,3,2022
12,Chase Edmonds,6,21,3.5,8,0,2,1,1,6,6.0,0,0,1,15.7,15.7,0.8%,TB,3,2022
13,Breece Hall,8,39,4.9,16,0,0,6,11,53,8.8,0,0,1,15.2,15.2,98.9%,NYJ,3,2022
14,Clyde Edwards-Helaire,7,0,0.0,4,0,1,5,5,39,7.8,0,0,1,14.9,14.9,23.7%,KC,3,2022
15,Josh Jacobs,13,66,5.1,13,0,0,5,5,31,6.2,0,0,1,14.7,14.7,97.3%,GB,3,2022
