Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Austin Ekeler,13,60,4.6,20,1,2,6,7,49,8.2,1,0,1,34.9,34.9,93.1%,WAS,4,2022
2,Josh Jacobs,28,144,5.1,43,3,2,5,6,31,6.2,0,0,1,34.5,34.5,97.3%,GB,4,2022
3,Miles Sanders,27,134,5.0,35,2,2,2,3,22,11.0,0,0,1,29.6,29.6,23.3%,CAR,4,2022
4,Rashaad Penny,17,151,8.9,41,6,2,1,1,6,6.0,0,0,1,28.7,28.7,4.1%,CAR,4,2022
5,Dameon Pierce,14,131,9.4,75,4,1,6,6,8,1.3,0,0,1,25.9,25.9,28.0%,HOU,4,2022
6,Christian McCaffrey,8,27,3.4,10,0,0,9,9,81,9.0,1,0,1,25.8,25.8,100.0%,SF,4,2022
7,Jamaal Williams,19,108,5.7,51,4,2,1,3,1,1.0,0,0,1,23.9,23.9,10.3%,NO,4,2022
8,Derrick Henry,22,114,5.2,19,0,1,3,5,33,11.0,0,0,1,23.7,23.7,99.3%,BAL,4,2022
9,Clyde Edwards-Helaire,19,92,4.8,20,1,1,1,2,2,2.0,1,0,1,22.4,22.4,23.7%,KC,4,2022
10,J.K. Dobbins,13,41,3.2,16,0,1,4,4,22,5.5,1,0,1,22.3,22.3,43.4%,LAC,4,2022
11,Nick Chubb,19,118,6.2,28,1,1,2,3,9,4.5,0,0,1,20.7,20.7,55.6%,CLE,4,2022
12,Leonard Fournette,3,-3,-1.0,3,0,0,7,7,57,8.1,1,0,1,18.4,18.4,2.1%,FA,4,2022
13,Saquon Barkley,31,146,4.7,29,1,0,2,2,16,8.0,0,0,1,18.2,18.2,100.0%,PHI,4,2022
14,Joe Mixon,24,61,2.5,7,0,1,4,4,13,3.3,0,0,1,17.4,17.4,99.1%,HOU,4,2022
