Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
29,Mike Boone,7,38,5.4,18,0,0,3,3,47,15.7,0,0,1,11.5,11.5,0.0%,CAR,5,2022
30,Jaylen Warren,5,24,4.8,12,0,0,4,5,39,9.8,0,0,1,10.3,10.3,84.7%,PIT,5,2022
31,Avery Williams,3,11,3.7,8,0,1,2,2,10,5.0,0,0,1,10.1,10.1,0.1%,ATL,5,2022
32,Aaron Jones,13,63,4.8,11,0,0,2,3,17,8.5,0,0,1,10.0,10.0,93.3%,MIN,5,2022
33,Samaje Perine,3,17,5.7,9,0,0,4,4,39,9.8,0,0,1,9.6,9.6,12.7%,DEN,5,2022
34,Jerick McKinnon,8,53,6.6,30,2,0,2,3,19,9.5,0,0,1,9.2,9.2,16.2%,FA,5,2022
35,James Cook,4,31,7.8,24,1,1,0,0,0,0.0,0,0,1,9.1,9.1,97.8%,BUF,5,2022
36,J.D. McKissic,0,0,0.0,0,0,0,5,7,37,7.4,0,0,1,8.7,8.7,0.0%,FA,5,2022
37,Phillip Lindsay,11,40,3.6,15,0,0,3,4,14,4.7,0,0,1,8.4,8.4,0.0%,FA,5,2022
38,Miles Sanders,15,58,3.9,12,0,0,2,3,6,3.0,0,0,1,8.4,8.4,23.3%,CAR,5,2022
39,Ezekiel Elliott,22,78,3.5,12,0,0,0,0,0,0.0,0,0,1,7.8,7.8,78.1%,DAL,5,2022
40,James Conner,9,55,6.1,17,0,0,1,1,8,8.0,0,0,1,7.3,7.3,91.7%,ARI,5,2022
41,Rachaad White,5,14,2.8,7,0,0,3,4,28,9.3,0,0,1,7.2,7.2,97.5%,TB,5,2022
42,Darrell Henderson Jr.,0,0,0.0,0,0,0,4,5,30,7.5,0,0,1,7.0,7.0,5.0%,FA,5,2022
43,Alexander Mattison,9,19,2.1,7,0,0,3,4,21,7.0,0,0,1,7.0,7.0,41.3%,LV,5,2022
44,Antonio Gibson,3,6,2.0,3,0,0,3,4,33,11.0,0,0,1,6.9,6.9,53.3%,NE,5,2022
45,Najee Harris,11,20,1.8,6,0,0,3,4,16,5.3,0,0,1,6.6,6.6,91.4%,PIT,5,2022
46,Gary Brightwell,2,5,2.5,3,0,1,0,0,0,0.0,0,0,1,6.5,6.5,0.1%,FA,5,2022
47,Clyde Edwards-Helaire,9,15,1.7,8,0,0,3,4,20,6.7,0,0,1,6.5,6.5,23.7%,KC,5,2022
48,Brandon Bolden,1,5,5.0,5,0,0,3,3,29,9.7,0,0,1,6.4,6.4,0.0%,FA,5,2022
49,Myles Gaskin,4,9,2.3,6,0,0,3,5,24,8.0,0,0,1,6.3,6.3,0.1%,MIN,5,2022
50,James Robinson,10,27,2.7,9,0,0,2,2,12,6.0,0,0,1,5.9,5.9,0.1%,NO,5,2022
51,Jamaal Williams,15,56,3.7,13,0,0,0,0,0,0.0,0,0,1,5.6,5.6,10.3%,NO,5,2022
52,Devin Singletary,6,42,7.0,23,1,0,1,2,4,4.0,0,0,1,5.6,5.6,83.7%,NYG,5,2022
53,Rashaad Penny,8,54,6.8,32,2,0,0,0,0,0.0,0,0,1,5.4,5.4,4.1%,CAR,5,2022
54,Rex Burkhead,3,15,5.0,9,0,0,2,3,13,6.5,0,0,1,4.8,4.8,10.0%,FA,5,2022
55,Matt Breida,4,14,3.5,10,0,0,2,2,13,6.5,0,0,1,4.7,4.7,1.1%,FA,5,2022
56,Kyle Juszczyk,0,0,0.0,0,0,0,2,2,27,13.5,0,0,1,4.7,4.7,1.0%,SF,5,2022
57,Tyler Allgeier,13,45,3.5,17,0,0,0,0,0,0.0,0,0,1,4.5,4.5,48.6%,ATL,5,2022
58,J.K. Dobbins,8,44,5.5,17,0,0,0,0,0,0.0,0,0,1,4.4,4.4,43.4%,LAC,5,2022
59,Kenyan Drake,4,26,6.5,14,0,0,1,1,1,1.0,0,0,1,3.7,3.7,0.0%,FA,5,2022
60,Mark Ingram II,9,16,1.8,4,0,0,0,0,0,0.0,0,0,1,3.6,3.6,0.1%,FA,5,2022
61,Caleb Huntley,8,34,4.3,22,1,0,0,0,0,0.0,0,0,1,3.4,3.4,0.0%,FA,5,2022
62,AJ Dillon,6,34,5.7,11,0,0,0,0,0,0.0,0,0,1,3.4,3.4,35.2%,GB,5,2022
63,Cam Akers,13,33,2.5,13,0,0,0,1,0,0.0,0,0,1,3.3,3.3,9.2%,FA,5,2022
64,Brian Robinson Jr.,9,22,2.4,6,0,0,0,0,0,0.0,0,0,1,2.2,2.2,86.1%,WAS,5,2022
65,Damien Harris,4,11,2.8,9,0,0,1,1,1,1.0,0,0,1,2.2,2.2,4.6%,FA,5,2022
66,DeeJay Dallas,1,4,4.0,4,0,0,1,1,6,6.0,0,0,1,2.0,2.0,0.6%,ARI,5,2022
67,Kenneth Gainwell,3,20,6.7,11,0,0,0,0,0,0.0,0,0,1,2.0,2.0,14.8%,PHI,5,2022
68,Nyheim Hines,1,3,3.0,3,0,0,1,2,5,5.0,0,0,1,1.8,1.8,0.5%,CLE,5,2022
69,Jacob Johnson,0,0,0.0,0,0,0,1,1,5,5.0,0,0,1,1.5,1.5,0.0%,FA,5,2022
70,Justin Jackson,3,14,4.7,11,0,0,0,1,0,0.0,0,0,1,1.4,1.4,0.0%,FA,5,2022
71,Derek Watt,0,0,0.0,0,0,0,1,1,1,1.0,0,0,1,1.1,1.1,0.0%,FA,5,2022
72,Khalil Herbert,4,11,2.8,7,0,0,0,0,0,0.0,0,0,1,1.1,1.1,29.6%,CHI,5,2022
73,Darrel Williams,3,9,3.0,7,0,0,0,0,0,0.0,0,0,1,0.9,0.9,0.0%,FA,5,2022
74,Zack Moss,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,75.1%,CIN,5,2022
75,JaMycal Hasty,1,6,6.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.1%,NE,5,2022
76,Zander Horvath,2,3,1.5,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,NO,5,2022
77,Mike Davis,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,1.0%,FA,5,2022
78,D'Onta Foreman,2,2,1.0,5,0,0,0,0,0,0.0,0,0,1,0.2,0.2,19.4%,CLE,5,2022
79,Devine Ozigbo,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,5,2022
80,Chase Edmonds,1,1,1.0,1,0,0,0,2,0,0.0,0,0,1,0.1,0.1,0.8%,TB,5,2022
81,Ty Chandler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,60.9%,MIN,5,2022
82,Cullen Gillaspia,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2022
83,Andrew Beck,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.1%,HOU,5,2022
84,Chris Myarick,0,0,0.0,0,0,0,1,1,4,4.0,0,0,1,0.0,0.0,0.0%,FA,5,2022
85,Raheem Blackshear,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,CAR,5,2022
86,Troy Hairston II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,5,2022
87,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.3%,SF,5,2022
88,Chris Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,CIN,5,2022
89,Hassan Haskins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,TEN,5,2022
90,Isiah Pacheco,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,97.8%,KC,5,2022
91,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,MIN,5,2022
92,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,FA,5,2022
93,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2022
94,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,HOU,5,2022
95,Ty Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,BUF,5,2022
96,Sony Michel,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2022
97,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2022
98,Dwayne Washington,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,DEN,5,2022
99,Jonathan Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,5,2022
100,Ameer Abdullah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,LV,5,2022
101,Zamir White,1,-7,-7.0,0,0,0,0,0,0,0.0,0,0,1,-0.7,-0.7,74.1%,LV,5,2022
