Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
17,Kenneth Gainwell,4,22,5.5,8,0,1,3,3,16,5.3,0,0,1,12.8,12.8,14.8%,PHI,9,2022
18,Josh Jacobs,17,67,3.9,15,0,0,3,3,20,6.7,0,0,1,11.7,11.7,97.3%,GB,9,2022
19,James Conner,7,45,6.4,14,0,0,5,5,19,3.8,0,0,1,11.4,11.4,91.7%,ARI,9,2022
20,Leonard Fournette,9,19,2.1,6,0,0,5,7,41,8.2,0,0,1,11.0,11.0,2.1%,FA,9,2022
21,Jerick McKinnon,3,4,1.3,3,0,0,6,8,40,6.7,0,0,1,10.4,10.4,16.2%,FA,9,2022
22,Jamaal Williams,24,81,3.4,14,0,0,0,0,0,0.0,0,0,1,10.1,10.1,10.3%,NO,9,2022
23,Alvin Kamara,9,30,3.3,10,0,0,3,4,32,10.7,0,0,1,9.2,9.2,98.2%,NO,9,2022
24,Devin Singletary,8,24,3.0,5,0,0,4,5,24,6.0,0,0,1,8.8,8.8,83.7%,NYG,9,2022
25,Raheem Mostert,9,26,2.9,14,0,1,0,2,0,0.0,0,0,1,8.6,8.6,91.5%,MIA,9,2022
26,D'Andre Swift,2,10,5.0,7,0,0,3,4,40,13.3,0,0,1,8.0,8.0,93.8%,CHI,9,2022
27,Jordan Wilkins,3,13,4.3,5,0,0,4,5,15,3.8,0,0,1,6.8,6.8,0.0%,FA,9,2022
28,Antonio Gibson,11,36,3.3,9,0,0,2,3,11,5.5,0,0,1,6.7,6.7,53.3%,NE,9,2022
29,Aaron Jones,9,25,2.8,9,0,0,2,2,20,10.0,0,0,1,6.5,6.5,93.3%,MIN,9,2022
30,Samaje Perine,6,51,8.5,29,1,0,1,2,3,3.0,0,0,1,6.4,6.4,12.7%,DEN,9,2022
31,AJ Dillon,11,34,3.1,9,0,0,2,4,10,5.0,0,0,1,6.4,6.4,35.2%,GB,9,2022
32,Rachaad White,8,27,3.4,7,0,0,3,3,7,2.3,0,0,1,6.4,6.4,97.5%,TB,9,2022
33,Travis Homer,1,7,7.0,7,0,0,3,3,25,8.3,0,0,1,6.2,6.2,0.1%,CHI,9,2022
34,Brian Robinson Jr.,13,44,3.4,6,0,0,2,2,-6,-3.0,0,0,1,5.8,5.8,86.1%,WAS,9,2022
35,Darrell Henderson Jr.,12,56,4.7,23,1,0,0,1,0,0.0,0,0,1,5.6,5.6,5.0%,FA,9,2022
36,Deon Jackson,11,23,2.1,5,0,0,2,3,13,6.5,0,0,1,5.6,5.6,1.0%,FA,9,2022
37,David Montgomery,14,36,2.6,8,0,0,1,2,8,8.0,0,0,1,5.4,5.4,93.2%,DET,9,2022
38,James Cook,4,15,3.8,6,0,0,2,4,18,9.0,0,0,1,5.3,5.3,97.8%,BUF,9,2022
39,Spencer Brown,3,16,5.3,7,0,0,2,3,10,5.0,0,0,1,4.6,4.6,0.0%,FA,9,2022
40,D'Onta Foreman,7,23,3.3,6,0,0,2,3,-2,-1.0,0,0,1,4.1,4.1,19.4%,CLE,9,2022
41,Eno Benjamin,4,12,3.0,5,0,0,1,1,15,15.0,0,0,1,3.7,3.7,0.0%,FA,9,2022
42,Caleb Huntley,7,34,4.9,9,0,0,0,0,0,0.0,0,0,1,3.4,3.4,0.0%,FA,9,2022
43,Isaiah Spiller,7,29,4.1,7,0,0,0,0,0,0.0,0,0,1,2.9,2.9,0.9%,LAC,9,2022
44,Justice Hill,4,11,2.8,9,0,0,1,1,8,8.0,0,0,1,2.9,2.9,10.1%,BAL,9,2022
45,Clyde Edwards-Helaire,4,5,1.3,3,0,0,1,2,14,14.0,0,0,1,2.9,2.9,23.7%,KC,9,2022
46,Malcolm Brown,2,9,4.5,6,0,0,1,1,10,10.0,0,0,1,2.9,2.9,0.0%,FA,9,2022
47,J.J. Taylor,10,9,0.9,5,0,0,1,1,8,8.0,0,0,1,2.7,2.7,0.1%,HOU,9,2022
48,Justin Jackson,4,27,6.8,11,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.0%,FA,9,2022
49,Rex Burkhead,1,9,9.0,9,0,0,1,2,6,6.0,0,0,1,2.5,2.5,10.0%,FA,9,2022
50,Dwayne Washington,3,7,2.3,5,0,0,1,1,7,7.0,0,0,1,2.4,2.4,0.0%,DEN,9,2022
51,Khalil Herbert,7,23,3.3,5,0,0,0,0,0,0.0,0,0,1,2.3,2.3,29.6%,CHI,9,2022
52,JaMycal Hasty,3,6,2.0,4,0,0,1,1,5,5.0,0,0,1,2.1,2.1,0.1%,NE,9,2022
53,Brandon Bolden,1,5,5.0,5,0,0,1,1,5,5.0,0,0,1,2.0,2.0,0.0%,FA,9,2022
54,Isiah Pacheco,5,5,1.0,2,0,0,1,1,4,4.0,0,0,1,1.9,1.9,97.8%,KC,9,2022
55,Michael Burton,1,0,0.0,0,0,0,1,1,9,9.0,0,0,1,1.9,1.9,0.1%,DEN,9,2022
56,Ameer Abdullah,0,0,0.0,0,0,0,1,3,8,8.0,0,0,1,1.8,1.8,0.7%,LV,9,2022
57,Dontrell Hilliard,3,12,4.0,5,0,0,1,1,-4,-4.0,0,0,1,1.8,1.8,0.0%,FA,9,2022
58,Hassan Haskins,1,5,5.0,5,0,0,1,1,2,2.0,0,0,1,1.7,1.7,0.1%,TEN,9,2022
59,Ty Johnson,2,17,8.5,12,0,0,0,0,0,0.0,0,0,1,1.7,1.7,0.6%,BUF,9,2022
60,Mike Davis,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,1.7,1.7,1.0%,FA,9,2022
61,Patrick Ricard,1,2,2.0,2,0,0,1,1,4,4.0,0,0,1,1.6,1.6,0.1%,BAL,9,2022
62,Avery Williams,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.1%,ATL,9,2022
63,Sony Michel,1,12,12.0,12,0,0,0,1,0,0.0,0,0,1,1.2,1.2,0.0%,FA,9,2022
64,Alexander Mattison,2,1,0.5,2,0,0,1,1,0,0.0,0,0,1,1.1,1.1,41.3%,LV,9,2022
65,Kylin Hill,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,9,2022
66,Boston Scott,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.1%,LAR,9,2022
67,Ke'Shawn Vaughn,2,4,2.0,5,0,0,0,1,0,0.0,0,0,1,0.4,0.4,0.1%,FA,9,2022
68,DeeJay Dallas,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.6%,ARI,9,2022
69,Cam Akers,5,3,0.6,2,0,0,0,0,0,0.0,0,0,1,0.3,0.3,9.2%,FA,9,2022
70,Phillip Lindsay,1,2,2.0,2,0,0,0,1,0,0.0,0,0,1,0.2,0.2,0.0%,FA,9,2022
71,Keaontay Ingram,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,1.2%,KC,9,2022
72,Salvon Ahmed,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIA,9,2022
73,La'Mical Perine,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,PIT,9,2022
74,Jacob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2022
75,Craig Reynolds,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,DET,9,2022
76,Cullen Gillaspia,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2022
77,Troy Hairston II,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,HOU,9,2022
78,Chris Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,CIN,9,2022
79,Pierre Strong Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,CLE,9,2022
80,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.2%,MIN,9,2022
81,Nick Bellore,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,7.0%,FA,9,2022
82,Dare Ogunbowale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.3%,HOU,9,2022
83,Nyheim Hines,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.5%,CLE,9,2022
84,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,9,2022
85,Zamir White,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,1,-0.1,-0.1,74.1%,LV,9,2022
