Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Sanders,5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,22.0,46.2%,MIA,5,2020
2,Graham Gano,4,4,100.0,55,0,1,0,0,3,2,2,1,20.0,20.0,1.3%,NYG,5,2020
3,Wil Lutz,3,3,100.0,53,0,0,1,1,1,3,3,1,15.0,15.0,10.3%,DEN,5,2020
4,Greg Zuerlein,3,3,100.0,40,0,1,1,1,0,4,4,1,14.0,14.0,43.8%,NYJ,5,2020
5,Ryan Succop,4,4,100.0,46,0,1,2,1,0,1,1,1,14.0,14.0,0.0%,FA,5,2020
6,Ka'imi Fairbairn,3,3,100.0,46,0,0,2,1,0,3,3,1,13.0,13.0,47.4%,HOU,5,2020
7,Cody Parkey,3,3,100.0,46,0,1,1,1,0,3,3,1,13.0,13.0,0.1%,FA,5,2020
8,Younghoe Koo,3,3,100.0,54,0,0,1,1,1,1,1,1,13.0,13.0,61.7%,ATL,5,2020
9,Rodrigo Blankenship,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,0.1%,FA,5,2020
10,Dan Bailey,2,2,100.0,52,0,0,0,1,1,2,2,1,11.0,11.0,0.0%,FA,5,2020
11,Joey Slye,3,3,100.0,39,0,1,2,0,0,2,2,1,11.0,11.0,0.6%,NE,5,2020
12,Daniel Carlson,2,2,100.0,43,0,0,1,1,0,4,5,1,11.0,11.0,24.2%,LV,5,2020
13,Justin Tucker,2,3,66.7,46,0,0,1,1,0,3,3,1,10.0,10.0,98.7%,BAL,5,2020
14,Cairo Santos,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,26.6%,CHI,5,2020
15,Chris Boswell,1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,9.0,17.2%,PIT,5,2020
16,Zane Gonzalez,1,1,100.0,47,0,0,0,1,0,3,3,1,7.0,7.0,0.1%,FA,5,2020
17,Sam Sloman,1,1,100.0,28,0,1,0,0,0,3,4,1,6.0,6.0,0.0%,FA,5,2020
18,Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.1%,FA,5,2020
19,Harrison Butker,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,96.2%,KC,5,2020
20,Robbie Gould,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,5,2020
21,Tyler Bass,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,45.5%,BUF,5,2020
22,Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,1,1,1,5.0,5.0,29.1%,CLE,5,2020
23,Sam Ficken,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,FA,5,2020
24,Randy Bullock,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,5,2020
25,Jason Myers,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,32.1%,SEA,5,2020
26,Jake Elliott,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,93.5%,PHI,5,2020
27,Michael Badgley,0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,19.0%,DET,5,2020
28,Stephen Hauschka,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,5,2020
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,5,2020
