Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ka'imi Fairbairn,4,4,100.0,51,0,2,0,1,1,2,3,1,17.0,17.0,47.4%,HOU,17,2020
2,Greg Zuerlein,4,4,100.0,57,0,0,2,1,1,1,1,1,16.0,16.0,43.8%,NYJ,17,2020
3,Ryan Succop,3,3,100.0,38,0,2,1,0,0,5,5,1,14.0,14.0,0.0%,FA,17,2020
4,Sam Sloman,2,2,100.0,47,0,0,1,1,0,5,5,1,12.0,12.0,0.0%,FA,17,2020
5,Matthew Wright,3,3,100.0,46,0,1,0,2,0,1,1,1,12.0,12.0,0.0%,PIT,17,2020
6,Tristan Vizcaino,3,3,100.0,47,0,0,2,1,0,2,2,1,12.0,12.0,0.0%,FA,17,2020
7,Brandon McManus,3,6,50.0,37,0,2,1,0,0,2,2,1,11.0,11.0,18.3%,FA,17,2020
8,Matt Gay,3,3,100.0,34,0,2,1,0,0,1,1,1,10.0,10.0,28.9%,IND,17,2020
9,Dustin Hopkins,2,2,100.0,42,0,0,0,2,0,2,2,1,10.0,10.0,29.1%,CLE,17,2020
10,Cairo Santos,3,3,100.0,30,0,2,1,0,0,1,1,1,10.0,10.0,26.6%,CHI,17,2020
11,Wil Lutz,2,2,100.0,48,0,0,1,1,0,3,4,1,10.0,10.0,10.3%,DEN,17,2020
12,Younghoe Koo,2,2,100.0,22,0,2,0,0,0,3,3,1,9.0,9.0,61.7%,ATL,17,2020
13,Jason Sanders,2,2,100.0,49,0,0,1,1,0,2,2,1,9.0,9.0,46.2%,MIA,17,2020
14,Rodrigo Blankenship,2,4,50.0,24,0,2,0,0,0,2,2,1,8.0,8.0,0.1%,FA,17,2020
15,Justin Tucker,1,1,100.0,34,0,0,1,0,0,5,5,1,8.0,8.0,98.7%,BAL,17,2020
16,Tyler Bass,0,0,0.0,0,0,0,0,0,0,8,8,1,8.0,8.0,45.5%,BUF,17,2020
17,Jason Myers,2,2,100.0,36,0,0,2,0,0,2,3,1,8.0,8.0,32.1%,SEA,17,2020
18,Matt Prater,1,1,100.0,54,0,0,0,0,1,2,3,1,7.0,7.0,1.7%,ARI,17,2020
19,Dan Bailey,1,2,50.0,23,0,1,0,0,0,4,5,1,7.0,7.0,0.0%,FA,17,2020
20,Graham Gano,1,1,100.0,50,0,0,0,0,1,2,3,1,7.0,7.0,1.3%,NYG,17,2020
21,Cody Parkey,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,17,2020
22,Daniel Carlson,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,24.2%,LV,17,2020
23,Mason Crosby,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%,FA,17,2020
24,Michael Badgley,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,19.0%,DET,17,2020
25,Nick Folk,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,9.5%,TEN,17,2020
26,Austin Seibert,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,0.0%,NYJ,17,2020
27,Harrison Butker,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,96.2%,KC,17,2020
28,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,6.8%,TB,17,2020
29,Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%,FA,17,2020
30,Jake Elliott,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,93.5%,PHI,17,2020
31,Mike Nugent,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0%,FA,17,2020
32,Joey Slye,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%,NE,17,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,17,2020
