Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Sanders,4,4,100.0,44,0,1,2,1,0,2,2,1,15.0,15.0,46.2%,MIA,16,2020
2,Michael Badgley,4,4,100.0,43,0,1,2,1,0,1,1,1,14.0,14.0,19.0%,DET,16,2020
3,Austin Seibert,3,4,75.0,48,0,0,2,1,0,4,4,1,14.0,14.0,0.0%,NYJ,16,2020
4,Brandon McManus,3,4,75.0,52,0,0,1,0,2,1,1,1,14.0,14.0,18.3%,FA,16,2020
5,Daniel Carlson,4,4,100.0,38,0,3,1,0,0,1,2,1,13.0,13.0,24.2%,LV,16,2020
6,Greg Zuerlein,3,3,100.0,35,0,2,1,0,0,4,4,1,13.0,13.0,43.8%,NYJ,16,2020
7,Cairo Santos,2,2,100.0,40,0,1,0,1,0,5,5,1,12.0,12.0,26.6%,CHI,16,2020
8,Matt Gay,3,3,100.0,51,0,0,1,1,1,0,0,1,12.0,12.0,28.9%,IND,16,2020
9,Wil Lutz,1,1,100.0,30,0,0,1,0,0,7,7,1,10.0,10.0,10.3%,DEN,16,2020
10,Jason Myers,2,2,100.0,49,0,0,0,2,0,2,2,1,10.0,10.0,32.1%,SEA,16,2020
11,Justin Tucker,2,2,100.0,28,0,2,0,0,0,3,3,1,9.0,9.0,98.7%,BAL,16,2020
12,Graham Gano,2,2,100.0,42,0,0,1,1,0,1,1,1,8.0,8.0,1.3%,NYG,16,2020
13,Dustin Hopkins,2,2,100.0,48,0,1,0,1,0,1,1,1,8.0,8.0,29.1%,CLE,16,2020
14,Tyler Bass,1,1,100.0,22,0,1,0,0,0,5,5,1,8.0,8.0,45.5%,BUF,16,2020
15,Ka'imi Fairbairn,1,1,100.0,21,0,1,0,0,0,4,4,1,7.0,7.0,47.4%,HOU,16,2020
16,Harrison Butker,1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,96.2%,KC,16,2020
17,Mike Nugent,2,2,100.0,43,0,1,0,1,0,0,0,1,7.0,7.0,1.0%,FA,16,2020
18,Rodrigo Blankenship,1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,16,2020
19,Aldrick Rosas,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.0%,FA,16,2020
20,Ryan Succop,0,1,0.0,0,0,0,0,0,0,5,7,1,5.0,5.0,0.0%,FA,16,2020
21,Cody Parkey,1,1,100.0,44,0,0,0,1,0,1,2,1,5.0,5.0,0.1%,FA,16,2020
22,Jake Elliott,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,93.5%,PHI,16,2020
23,Sam Ficken,1,2,50.0,34,0,0,1,0,0,2,3,1,5.0,5.0,0.0%,FA,16,2020
24,Matthew Wright,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,PIT,16,2020
25,Nick Folk,1,1,100.0,45,0,0,0,1,0,0,1,1,4.0,4.0,9.5%,TEN,16,2020
26,Mason Crosby,0,0,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.1%,FA,16,2020
27,Dan Bailey,0,0,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,0.0%,FA,16,2020
28,Robbie Gould,0,2,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.1%,FA,16,2020
29,Stephen Gostkowski,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,16,2020
30,Joey Slye,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.6%,NE,16,2020
31,Younghoe Koo,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,61.7%,ATL,16,2020
32,Matt Prater,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.7%,ARI,16,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,16,2020
