Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Rodrigo Blankenship,3,3,100.0,35,0,2,1,0,0,5,5,1,14.0,14.0,0.1%,FA,14,2020
2,Mike Nugent,4,4,100.0,37,0,0,4,0,0,2,2,1,14.0,14.0,1.0%,FA,14,2020
3,Greg Zuerlein,3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,14.0,43.8%,NYJ,14,2020
4,Dustin Hopkins,3,4,75.0,51,0,1,1,0,1,2,2,1,13.0,13.0,29.1%,CLE,14,2020
5,Jason Myers,2,2,100.0,41,0,1,0,1,0,4,5,1,11.0,11.0,32.1%,SEA,14,2020
6,Cairo Santos,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,26.6%,CHI,14,2020
7,Jason Sanders,2,3,66.7,44,0,0,1,1,0,3,3,1,10.0,10.0,46.2%,MIA,14,2020
8,Justin Tucker,1,1,100.0,55,0,0,0,0,1,4,5,1,9.0,9.0,98.7%,BAL,14,2020
9,Daniel Carlson,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,24.2%,LV,14,2020
10,Ryan Succop,2,2,100.0,48,1,0,0,1,0,2,3,1,9.0,9.0,0.0%,FA,14,2020
11,Michael Badgley,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,19.0%,DET,14,2020
12,Mason Crosby,1,1,100.0,57,0,0,0,0,1,4,4,1,9.0,9.0,0.1%,FA,14,2020
13,Stephen Gostkowski,1,1,100.0,53,0,0,0,0,1,4,4,1,9.0,9.0,0.1%,FA,14,2020
14,Joey Slye,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,0.6%,NE,14,2020
15,Harrison Butker,1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,96.2%,KC,14,2020
16,Tyler Bass,2,2,100.0,34,0,1,1,0,0,2,3,1,8.0,8.0,45.5%,BUF,14,2020
17,Jake Elliott,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,93.5%,PHI,14,2020
18,Younghoe Koo,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,61.7%,ATL,14,2020
19,Aldrick Rosas,1,2,50.0,53,0,0,0,0,1,1,1,1,6.0,6.0,0.0%,FA,14,2020
20,Matt Prater,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,1.7%,ARI,14,2020
21,Matt Gay,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,28.9%,IND,14,2020
22,Sergio Castillo,1,4,25.0,45,0,0,0,1,0,0,0,1,4.0,4.0,0.0%,FA,14,2020
23,Cody Parkey,0,1,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,0.1%,FA,14,2020
24,Nick Folk,1,1,100.0,29,0,1,0,0,0,0,0,1,3.0,3.0,9.5%,TEN,14,2020
25,Wil Lutz,0,2,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.3%,DEN,14,2020
26,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,4,1,2.0,2.0,18.3%,FA,14,2020
27,Robbie Gould,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,14,2020
28,Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,17.2%,PIT,14,2020
29,Austin Seibert,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,NYJ,14,2020
30,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.3%,NYG,14,2020
31,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,47.4%,HOU,14,2020
32,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,14,2020
33,Dan Bailey,0,3,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,FA,14,2020
