Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Ryan Succop,4,4,100.0,43,0,0,2,2,0,1,1,1,15.0,15.0,0.0%,FA,8,2020
2,Michael Badgley,3,3,100.0,52,0,0,1,1,1,3,3,1,15.0,15.0,19.0%,DET,8,2020
3,Wil Lutz,4,5,80.0,39,0,1,3,0,0,2,2,1,14.0,14.0,10.3%,DEN,8,2020
4,Cairo Santos,3,3,100.0,51,0,1,0,1,1,2,2,1,14.0,14.0,26.6%,CHI,8,2020
5,Younghoe Koo,4,4,100.0,37,0,2,2,0,0,1,2,1,13.0,13.0,61.7%,ATL,8,2020
6,Greg Zuerlein,3,4,75.0,59,0,0,0,2,1,0,0,1,13.0,13.0,43.8%,NYJ,8,2020
7,Sergio Castillo,3,4,75.0,55,0,0,1,1,1,0,0,1,12.0,12.0,0.0%,FA,8,2020
8,Daniel Carlson,3,4,75.0,33,0,2,1,0,0,1,1,1,10.0,10.0,24.2%,LV,8,2020
9,Nick Folk,2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,8.0,9.5%,TEN,8,2020
10,Justin Tucker,1,1,100.0,51,0,0,0,0,1,3,3,1,8.0,8.0,98.7%,BAL,8,2020
11,Jason Myers,1,1,100.0,48,0,0,0,1,0,4,5,1,8.0,8.0,32.1%,SEA,8,2020
12,Randy Bullock,1,1,100.0,33,0,0,1,0,0,4,4,1,7.0,7.0,0.1%,FA,8,2020
13,Brandon McManus,1,1,100.0,35,0,0,1,0,0,4,4,1,7.0,7.0,18.3%,FA,8,2020
14,Cody Parkey,2,3,66.7,41,0,0,1,1,0,0,0,1,7.0,7.0,0.1%,FA,8,2020
15,Tyler Bass,1,1,100.0,28,0,1,0,0,0,3,3,1,6.0,6.0,45.5%,BUF,8,2020
16,Kai Forbath,1,2,50.0,23,0,1,0,0,0,2,2,1,5.0,5.0,3.0%,LAR,8,2020
17,Joey Slye,1,1,100.0,39,0,0,1,0,0,2,2,1,5.0,5.0,0.6%,NE,8,2020
18,Graham Gano,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,1.3%,NYG,8,2020
19,Harrison Butker,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,96.2%,KC,8,2020
20,Jason Sanders,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,46.2%,MIA,8,2020
21,Dan Bailey,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%,FA,8,2020
22,Chris Boswell,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,17.2%,PIT,8,2020
23,Matt Prater,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.7%,ARI,8,2020
24,Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.1%,FA,8,2020
25,Robbie Gould,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,8,2020
26,Mason Crosby,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,8,2020
27,Stephen Gostkowski,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,8,2020
28,Jake Elliott,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,93.5%,PHI,8,2020
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,8,2020
