Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joey Slye,3,3,100.0,47,0,0,1,2,0,1,2,1,12.0,12.0,0.6%,NE,1,2020
2,Daniel Carlson,2,2,100.0,54,0,1,0,0,1,4,4,1,12.0,12.0,24.2%,LV,1,2020
3,Mason Crosby,2,2,100.0,43,0,0,1,1,0,5,5,1,12.0,12.0,0.1%,FA,1,2020
4,Matt Prater,3,4,75.0,44,0,1,1,1,0,2,2,1,12.0,12.0,1.7%,ARI,1,2020
5,Josh Lambo,2,2,100.0,50,0,0,0,1,1,3,3,1,12.0,12.0,0.1%,FA,1,2020
6,Michael Badgley,3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,19.0%,DET,1,2020
7,Harrison Butker,2,2,100.0,29,1,1,0,0,0,4,4,1,10.0,10.0,96.2%,KC,1,2020
8,Wil Lutz,2,2,100.0,29,0,2,0,0,0,4,4,1,10.0,10.0,10.3%,DEN,1,2020
9,Randy Bullock,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,0.1%,FA,1,2020
10,Dustin Hopkins,2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,29.1%,CLE,1,2020
11,Robbie Gould,2,2,100.0,52,0,1,0,0,1,2,2,1,10.0,10.0,0.1%,FA,1,2020
12,Chris Boswell,2,2,100.0,41,0,0,1,1,0,2,3,1,9.0,9.0,17.2%,PIT,1,2020
13,Justin Tucker,1,1,100.0,41,0,0,0,1,0,5,5,1,9.0,9.0,98.7%,BAL,1,2020
14,Jason Myers,1,1,100.0,42,0,0,0,1,0,5,5,1,9.0,9.0,32.1%,SEA,1,2020
15,Tyler Bass,2,4,50.0,22,1,1,0,0,0,3,3,1,9.0,9.0,45.5%,BUF,1,2020
16,Younghoe Koo,2,2,100.0,49,0,0,0,2,0,1,2,1,9.0,9.0,61.7%,ATL,1,2020
17,Cairo Santos,2,2,100.0,35,0,1,1,0,0,3,3,1,9.0,9.0,26.6%,CHI,1,2020
18,Sam Sloman,2,3,66.7,35,0,0,2,0,0,2,2,1,8.0,8.0,0.0%,FA,1,2020
19,Rodrigo Blankenship,2,3,66.7,38,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,1,2020
20,Zane Gonzalez,1,3,33.3,56,0,0,0,0,1,3,3,1,8.0,8.0,0.1%,FA,1,2020
21,Greg Zuerlein,1,2,50.0,33,0,0,1,0,0,2,2,1,5.0,5.0,43.8%,NYJ,1,2020
22,Ryan Succop,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,1,2020
23,Sam Ficken,1,1,100.0,31,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,1,2020
24,Jake Elliott,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,93.5%,PHI,1,2020
25,Jason Sanders,1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,46.2%,MIA,1,2020
26,Dan Bailey,1,1,100.0,35,0,0,1,0,0,1,1,1,4.0,4.0,0.0%,FA,1,2020
27,Stephen Gostkowski,1,4,25.0,25,0,1,0,0,0,1,2,1,4.0,4.0,0.1%,FA,1,2020
28,Graham Gano,1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,1.3%,NYG,1,2020
29,Nick Folk,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,9.5%,TEN,1,2020
30,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,47.4%,HOU,1,2020
31,Brandon McManus,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,18.3%,FA,1,2020
32,Austin Seibert,0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%,NYJ,1,2020
33,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,1,2020
