Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Zach Ertz,9,13,91,10.1,30,3,2,0,0,0,0,1,30.1,30.1,3.7%,WAS,14,2019
2,Noah Fant,4,4,113,28.3,48,5,1,0,0,0,0,1,21.3,21.3,2.0%,SEA,14,2019
3,Jared Cook,2,2,64,32.0,38,3,2,0,0,0,0,1,20.4,20.4,0.0%,FA,14,2019
4,George Kittle,6,8,67,11.2,39,3,1,0,0,0,0,1,18.7,18.7,97.3%,SF,14,2019
5,Tyler Higbee,7,11,116,16.6,33,5,0,0,0,0,0,1,18.6,18.6,19.7%,LAR,14,2019
6,Travis Kelce,7,9,66,9.4,20,1,0,1,4,1,1,1,18.0,18.0,99.9%,KC,14,2019
7,Ian Thomas,5,10,57,11.4,19,0,1,0,0,0,0,1,16.7,16.7,0.1%,CAR,14,2019
8,Hayden Hurst,3,3,73,24.3,61,4,1,0,0,0,0,1,16.3,16.3,2.3%,LAC,14,2019
9,Nick O'Leary,4,5,30,7.5,12,0,1,0,0,0,0,1,13.0,13.0,0.0%,FA,14,2019
10,Cameron Brate,4,4,30,7.5,13,0,1,0,0,0,0,1,13.0,13.0,2.0%,FA,14,2019
11,Jonnu Smith,3,4,29,9.7,17,0,1,0,0,0,0,1,11.9,11.9,8.1%,MIA,14,2019
12,Hunter Henry,2,4,39,19.5,30,2,1,0,0,0,0,1,11.9,11.9,15.3%,NE,14,2019
13,O.J. Howard,4,5,73,18.3,33,3,0,0,0,0,0,1,11.3,11.3,0.0%,FA,14,2019
14,Darren Waller,6,6,72,12.0,25,1,0,0,0,0,1,1,11.2,11.2,56.5%,FA,14,2019
15,Blake Jarwin,6,7,50,8.3,12,0,0,0,0,0,0,1,11.0,11.0,4.0%,FA,14,2019
16,Foster Moreau,3,3,14,4.7,7,0,1,0,0,0,0,1,10.4,10.4,0.1%,NO,14,2019
17,Nick Boyle,2,3,10,5.0,7,0,1,0,0,0,0,1,9.0,9.0,0.0%,FA,14,2019
18,Jordan Akins,4,9,49,12.3,15,0,0,0,0,0,0,1,8.9,8.9,0.1%,CLE,14,2019
19,Tyler Eifert,4,4,49,12.3,17,0,0,0,0,0,0,1,8.9,8.9,0.0%,FA,14,2019
20,Joshua Perkins,5,5,37,7.4,13,0,0,0,0,0,0,1,8.7,8.7,0.0%,FA,14,2019
21,Jason Witten,5,7,37,7.4,14,0,0,0,0,0,0,1,8.7,8.7,0.0%,FA,14,2019
22,J.P. Holtz,3,3,56,18.7,30,2,0,0,0,0,0,1,8.6,8.6,0.0%,FA,14,2019
23,Josh Hill,2,3,4,2.0,3,0,1,0,0,0,0,1,8.4,8.4,0.0%,FA,14,2019
