Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,George Kittle,7,10,126,18.0,58,5,0,0,0,0,0,1,19.6,19.6,97.3%,SF,16,2023
2,Chigoziem Okonkwo,6,7,63,10.5,17,0,1,0,0,0,0,1,18.3,18.3,23.7%,TEN,16,2023
3,Evan Engram,10,15,95,9.5,14,0,0,0,0,0,1,1,17.5,17.5,97.0%,JAC,16,2023
4,David Njoku,6,9,44,7.3,21,1,1,0,0,0,0,1,16.4,16.4,94.0%,CLE,16,2023
5,Juwan Johnson,4,7,48,12.0,20,2,1,0,0,0,0,1,14.8,14.8,9.8%,NO,16,2023
6,Cole Kmet,4,5,107,26.8,53,6,0,0,0,0,0,1,14.7,14.7,72.3%,CHI,16,2023
7,Logan Thomas,5,6,36,7.2,15,0,1,0,0,0,0,1,14.6,14.6,19.3%,SF,16,2023
8,Dalton Schultz,8,11,61,7.6,14,0,0,0,0,0,0,1,14.1,14.1,77.7%,HOU,16,2023
9,Dallas Goedert,7,9,71,10.1,21,1,0,0,0,0,0,1,14.1,14.1,89.7%,PHI,16,2023
10,Kyle Pitts,3,4,49,16.3,24,1,1,0,0,0,0,1,13.9,13.9,87.8%,ATL,16,2023
11,Lucas Krull,4,5,28,7.0,9,0,1,0,0,0,0,1,12.8,12.8,0.1%,DEN,16,2023
12,Gerald Everett,7,8,42,6.0,15,0,0,0,0,0,0,1,11.2,11.2,23.5%,CHI,16,2023
13,Kylen Granson,5,7,62,12.4,16,0,0,0,0,0,0,1,11.2,11.2,0.7%,IND,16,2023
14,Colby Parkinson,3,4,17,5.7,7,0,1,0,0,0,0,1,10.7,10.7,0.6%,LAR,16,2023
15,Durham Smythe,5,5,56,11.2,21,1,0,0,0,0,0,1,10.6,10.6,0.7%,MIA,16,2023
16,Tucker Kraft,4,6,60,15.0,27,2,0,0,0,0,0,1,10.0,10.0,11.5%,GB,16,2023
17,Tommy Tremble,4,6,59,14.8,30,2,0,0,0,0,0,1,9.9,9.9,0.4%,CAR,16,2023
18,T.J. Hockenson,4,4,58,14.5,24,1,0,0,0,0,0,1,9.8,9.8,81.3%,MIN,16,2023
19,Mike Gesicki,2,2,15,7.5,11,0,1,0,0,0,0,1,9.5,9.5,2.3%,CIN,16,2023
