Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,George Kittle,3,4,67,22.3,38,2,3,0,0,0,0,1,27.7,27.7,97.3%,SF,5,2023
2,Dallas Goedert,8,9,117,14.6,49,3,1,0,0,0,0,1,25.7,25.7,89.7%,PHI,5,2023
3,Travis Kelce,10,11,67,6.7,14,0,1,0,0,0,0,1,22.7,22.7,99.9%,KC,5,2023
4,Logan Thomas,9,11,77,8.6,24,1,1,0,0,0,1,1,20.7,20.7,19.3%,SF,5,2023
5,Sam LaPorta,3,4,47,15.7,31,2,2,0,0,0,0,1,19.7,19.7,98.9%,DET,5,2023
6,Dalton Schultz,7,10,65,9.3,18,0,1,0,0,0,0,1,19.5,19.5,77.7%,HOU,5,2023
7,Darren Waller,8,11,86,10.8,21,1,0,0,0,0,0,1,16.6,16.6,56.5%,FA,5,2023
8,Kyle Pitts,7,11,87,12.4,20,1,0,0,0,0,0,1,15.7,15.7,87.8%,ATL,5,2023
9,Cole Kmet,5,5,42,8.4,23,1,1,0,0,0,0,1,15.2,15.2,72.3%,CHI,5,2023
10,Adam Trautman,4,5,26,6.5,12,0,1,0,0,0,0,1,12.6,12.6,0.2%,DEN,5,2023
11,Mark Andrews,6,10,65,10.8,16,0,0,0,0,0,0,1,12.5,12.5,73.3%,BAL,5,2023
12,Tyler Conklin,4,5,67,16.8,37,2,0,0,0,0,0,1,10.7,10.7,18.4%,NYJ,5,2023
13,Jonnu Smith,6,7,67,11.2,22,1,0,0,0,0,1,1,10.7,10.7,8.1%,MIA,5,2023
14,T.J. Hockenson,5,8,51,10.2,19,0,0,0,0,0,0,1,10.1,10.1,81.3%,MIN,5,2023
15,Luke Musgrave,6,7,34,5.7,8,0,0,0,0,0,0,1,9.4,9.4,8.2%,GB,5,2023
16,Zach Ertz,2,4,10,5.0,6,0,1,0,0,0,0,1,9.0,9.0,3.7%,WAS,5,2023
17,Chigoziem Okonkwo,5,9,33,6.6,11,0,0,0,0,0,0,1,8.3,8.3,23.7%,TEN,5,2023
18,Foster Moreau,1,1,6,6.0,6,0,1,0,0,0,0,1,7.6,7.6,0.1%,NO,5,2023
19,Tommy Tremble,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.4%,CAR,5,2023
20,Evan Engram,4,8,28,7.0,9,0,0,0,0,0,0,1,6.8,6.8,97.0%,JAC,5,2023
21,Michael Mayer,2,3,39,19.5,20,1,0,0,0,0,0,1,5.9,5.9,4.7%,LV,5,2023
22,Jake Ferguson,3,3,28,9.3,20,1,0,0,0,0,0,1,5.8,5.8,89.8%,DAL,5,2023
23,Connor Heyward,3,4,23,7.7,12,0,0,0,0,0,0,1,5.3,5.3,0.2%,PIT,5,2023
24,Hayden Hurst,3,3,21,7.0,9,0,0,0,0,0,0,1,5.1,5.1,2.3%,LAC,5,2023
25,Dawson Knox,3,6,17,5.7,11,0,0,0,0,0,0,1,4.7,4.7,4.7%,BUF,5,2023
26,Brock Wright,3,3,16,5.3,9,0,0,0,0,0,0,1,4.6,4.6,0.2%,DET,5,2023
27,Geoff Swaim,2,2,22,11.0,11,0,0,0,0,0,0,1,4.2,4.2,0.0%,FA,5,2023
28,Noah Gray,2,2,21,10.5,12,0,0,0,0,0,0,1,4.1,4.1,0.9%,KC,5,2023
29,Tyler Higbee,2,3,20,10.0,12,0,0,0,0,0,0,1,4.0,4.0,19.7%,LAR,5,2023
30,Dalton Kincaid,2,2,19,9.5,14,0,0,0,0,0,0,1,3.9,3.9,85.6%,BUF,5,2023
31,John Bates,2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.1%,WAS,5,2023
32,Ian Thomas,1,2,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,0.1%,CAR,5,2023
33,Mike Gesicki,2,4,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,2.3%,CIN,5,2023
34,Trey McBride,2,3,17,8.5,13,0,0,0,0,0,0,1,3.7,3.7,90.5%,ARI,5,2023
35,Drew Ogletree,2,2,16,8.0,13,0,0,0,0,0,0,1,3.6,3.6,0.1%,IND,5,2023
36,Kylen Granson,2,3,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,0.7%,IND,5,2023
