Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Sam LaPorta,5,6,56,11.2,19,0,3,0,0,0,0,1,28.6,28.6,98.9%,DET,15,2023
2,David Njoku,10,14,104,10.4,34,4,1,0,0,0,0,1,26.4,26.4,94.0%,CLE,15,2023
3,Trey McBride,10,11,102,10.2,38,2,0,0,0,0,0,1,20.2,20.2,90.5%,ARI,15,2023
4,Hunter Henry,7,9,66,9.4,16,0,1,0,0,0,0,1,19.6,19.6,15.3%,NE,15,2023
5,Isaiah Likely,5,6,70,14.0,26,1,1,0,0,0,0,1,18.0,18.0,37.2%,BAL,15,2023
6,Tucker Kraft,4,6,57,14.3,36,2,1,0,0,0,0,1,15.7,15.7,11.5%,GB,15,2023
7,Elijah Higgins,4,4,44,11.0,17,0,1,0,0,0,0,1,14.4,14.4,0.2%,ARI,15,2023
8,Michael Mayer,4,5,39,9.8,13,0,1,0,0,0,0,1,13.9,13.9,4.7%,LV,15,2023
9,Cole Kmet,5,7,23,4.6,8,0,1,0,0,0,0,1,13.3,13.3,72.3%,CHI,15,2023
10,T.J. Hockenson,6,7,63,10.5,16,0,0,0,0,0,0,1,12.3,12.3,81.3%,MIN,15,2023
11,Juwan Johnson,2,2,38,19.0,23,1,1,0,0,0,0,1,11.8,11.8,9.8%,NO,15,2023
12,Jake Ferguson,6,8,44,7.3,13,0,0,0,0,0,0,1,10.4,10.4,89.8%,DAL,15,2023
13,Mo Alie-Cox,2,3,21,10.5,18,0,1,0,0,0,0,1,10.1,10.1,0.1%,IND,15,2023
14,Tanner Hudson,5,5,49,9.8,14,0,0,0,0,0,0,1,9.9,9.9,2.7%,CIN,15,2023
15,Dalton Schultz,4,5,58,14.5,19,0,0,0,0,0,0,1,9.8,9.8,77.7%,HOU,15,2023
16,Gerald Everett,5,8,41,8.2,13,0,0,0,0,0,0,1,9.1,9.1,23.5%,CHI,15,2023
17,Jimmy Graham,2,2,9,4.5,8,0,1,0,0,0,0,1,8.9,8.9,0.0%,FA,15,2023
18,Jonnu Smith,2,2,61,30.5,56,4,0,0,0,0,0,1,8.1,8.1,8.1%,MIA,15,2023
19,Darren Waller,4,6,40,10.0,29,1,0,0,0,0,0,1,8.0,8.0,56.5%,FA,15,2023
20,Travis Kelce,5,7,28,5.6,11,0,0,0,0,0,0,1,7.8,7.8,99.9%,KC,15,2023
21,Tyler Higbee,4,5,36,9.0,14,0,0,0,0,0,0,1,7.6,7.6,19.7%,LAR,15,2023
22,George Kittle,2,4,54,27.0,35,2,0,0,0,0,0,1,7.4,7.4,97.3%,SF,15,2023
23,Durham Smythe,4,4,32,8.0,11,0,0,0,0,0,0,1,7.2,7.2,0.7%,MIA,15,2023
24,Ko Kieft,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.1%,TB,15,2023
25,Dallas Goedert,4,9,30,7.5,18,0,0,1,1,0,0,1,7.1,7.1,89.7%,PHI,15,2023
26,Evan Engram,4,6,28,7.0,11,0,0,0,0,0,0,1,6.8,6.8,97.0%,JAC,15,2023
27,Kyle Pitts,3,4,37,12.3,24,1,0,0,0,0,0,1,6.7,6.7,87.8%,ATL,15,2023
28,Chigoziem Okonkwo,3,3,36,12.0,22,1,0,0,0,0,0,1,6.6,6.6,23.7%,TEN,15,2023
29,Cade Otton,2,2,44,22.0,22,2,0,0,0,0,0,1,6.4,6.4,16.7%,TB,15,2023
30,Tyler Conklin,4,7,18,4.5,10,0,0,0,0,0,0,1,5.8,5.8,18.4%,NYJ,15,2023
31,Noah Gray,2,2,37,18.5,32,2,0,0,0,0,0,1,5.7,5.7,0.9%,KC,15,2023
32,Tommy Tremble,2,2,32,16.0,19,0,0,0,0,0,0,1,5.2,5.2,0.4%,CAR,15,2023
33,Noah Fant,3,5,16,5.3,6,0,0,0,0,0,0,1,4.6,4.6,2.0%,SEA,15,2023
34,Pat Freiermuth,3,4,16,5.3,6,0,0,0,0,0,0,1,4.6,4.6,60.5%,PIT,15,2023
35,Stone Smartt,3,3,15,5.0,6,0,0,0,0,0,0,1,4.5,4.5,0.1%,LAC,15,2023
36,Foster Moreau,3,5,13,4.3,8,0,0,0,0,0,0,1,4.3,4.3,0.1%,NO,15,2023
37,Mitchell Wilcox,2,2,20,10.0,10,0,0,0,0,0,0,1,4.0,4.0,0.0%,NE,15,2023
38,Irv Smith Jr.,2,3,18,9.0,14,0,0,0,0,0,0,1,3.8,3.8,1.7%,KC,15,2023
39,Luke Farrell,1,1,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,0.1%,JAC,15,2023
40,Jeremy Ruckert,2,2,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6,0.3%,NYJ,15,2023
41,Geoff Swaim,1,1,26,26.0,26,1,0,0,0,0,0,1,3.6,3.6,0.0%,FA,15,2023
42,Adam Trautman,1,3,24,24.0,24,1,0,0,0,0,0,1,3.4,3.4,0.2%,DEN,15,2023
43,Josh Oliver,2,2,14,7.0,12,0,0,0,0,0,0,1,3.4,3.4,0.6%,MIN,15,2023
44,Daniel Bellinger,2,2,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,0.8%,NYG,15,2023
45,Will Dissly,2,2,9,4.5,5,0,0,0,0,0,0,1,2.9,2.9,0.3%,LAC,15,2023
46,Lucas Krull,1,3,18,18.0,18,0,0,0,0,0,0,1,2.8,2.8,0.1%,DEN,15,2023
47,Charlie Kolar,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.1%,BAL,15,2023
48,Stephen Sullivan,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.1%,CAR,15,2023
49,Davis Allen,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,0.1%,LAR,15,2023
50,Brevin Jordan,1,1,14,14.0,14,0,0,0,0,0,0,1,2.4,2.4,5.2%,HOU,15,2023
51,Tucker Fisk,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.1%,FA,15,2023
52,Jordan Akins,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,CLE,15,2023
53,Logan Thomas,1,3,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,19.3%,SF,15,2023
54,Mike Gesicki,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,2.3%,CIN,15,2023
55,Kylen Granson,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.7%,IND,15,2023
56,Colby Parkinson,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.6%,LAR,15,2023
57,Taysom Hill,1,1,4,4.0,4,0,0,1,1,0,0,1,1.5,1.5,36.8%,NO,15,2023
58,Peyton Hendershot,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,DAL,15,2023
59,Pharaoh Brown,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,SEA,15,2023
60,Johnny Mundt,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,1.5%,MIN,15,2023
61,Andrew Beck,1,1,-5,-5.0,0,0,0,0,0,0,0,1,0.5,0.5,0.1%,HOU,15,2023
62,Donald Parham Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,LAC,15,2023
63,Mitchell Fraboni,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DEN,15,2023
64,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,15,2023
65,Parker Hesse,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,15,2023
66,Brycen Hopkins,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023
67,Jody Fortson Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIA,15,2023
68,N'Keal Harry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIN,15,2023
69,Albert Okwuegbunam Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,PHI,15,2023
70,Tommy Sweeney,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,15,2023
71,Jesper Horsted,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,15,2023
72,Drew Sample,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,15,2023
73,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2023
74,Tyree Jackson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,15,2023
75,Dawson Knox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.7%,BUF,15,2023
76,Zach Gentry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,15,2023
77,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CHI,15,2023
78,Harrison Bryant,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,LV,15,2023
79,Josiah Deguara,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,15,2023
80,Dalton Keene,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,15,2023
81,Charlie Woerner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,ATL,15,2023
82,Lawrence Cager,1,1,9,9.0,9,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,15,2023
83,Tyler Mabry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,15,2023
84,Sean McKeon,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,15,2023
85,Giovanni Ricci,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CLE,15,2023
86,Tyler Davis,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,15,2023
87,Scotty Washington,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,15,2023
88,Tommy Hudson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,15,2023
89,Luke Musgrave,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8.2%,GB,15,2023
90,Brenton Strange,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,JAC,15,2023
91,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,TB,15,2023
92,Zack Kuntz,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,15,2023
93,Ben Sims,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,GB,15,2023
94,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,15,2023
95,Joel Wilson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,15,2023
96,Luke Schoonmaker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.5%,DAL,15,2023
