Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Hunter Henry,5,6,56,11.2,13,0,1,0,0,0,0,1,16.6,16.6,15.3%,NE,1,2023
2,Hayden Hurst,5,7,41,8.2,14,0,1,0,0,0,0,1,15.1,15.1,2.3%,LAC,1,2023
3,T.J. Hockenson,8,9,35,4.4,14,0,0,0,0,0,0,1,11.5,11.5,81.3%,MIN,1,2023
4,Donald Parham Jr.,3,3,22,7.3,16,0,1,0,0,0,0,1,11.2,11.2,1.1%,LAC,1,2023
5,Evan Engram,5,5,49,9.8,26,1,0,0,0,0,0,1,9.9,9.9,97.0%,JAC,1,2023
6,Cole Kmet,5,7,44,8.8,15,0,0,1,0,0,0,1,9.4,9.4,72.3%,CHI,1,2023
7,Blake Bell,2,3,12,6.0,8,0,1,0,0,0,0,1,9.2,9.2,0.0%,FA,1,2023
8,Sam LaPorta,5,5,39,7.8,14,0,0,0,0,0,0,1,8.9,8.9,98.9%,DET,1,2023
9,Harrison Bryant,2,2,5,2.5,3,0,1,0,0,0,0,1,8.5,8.5,0.1%,LV,1,2023
10,Adam Trautman,5,5,34,6.8,15,0,0,0,0,0,0,1,8.4,8.4,0.2%,DEN,1,2023
11,Logan Thomas,4,8,43,10.8,19,0,0,0,0,0,0,1,8.3,8.3,19.3%,SF,1,2023
12,Zach Ertz,6,10,21,3.5,6,0,0,0,0,0,0,1,8.1,8.1,3.7%,WAS,1,2023
13,Luke Musgrave,3,4,50,16.7,37,2,0,0,0,0,0,1,8.0,8.0,8.2%,GB,1,2023
14,Tyler Higbee,3,3,49,16.3,30,2,0,0,0,0,0,1,7.9,7.9,19.7%,LAR,1,2023
15,Kylen Granson,4,6,39,9.8,14,0,0,0,0,0,0,1,7.9,7.9,0.7%,IND,1,2023
16,Durham Smythe,3,7,44,14.7,18,0,0,0,0,0,0,1,7.4,7.4,0.7%,MIA,1,2023
17,Pat Freiermuth,1,4,3,3.0,3,0,1,0,0,0,0,1,7.3,7.3,60.5%,PIT,1,2023
18,Dalton Kincaid,4,4,26,6.5,9,0,0,0,0,0,0,1,6.6,6.6,85.6%,BUF,1,2023
19,Juwan Johnson,3,5,36,12.0,27,1,0,0,0,0,0,1,6.6,6.6,9.8%,NO,1,2023
20,Mike Gesicki,3,3,36,12.0,17,0,0,0,0,0,0,1,6.6,6.6,2.3%,CIN,1,2023
21,Darren Waller,3,5,36,12.0,22,1,0,0,0,0,0,1,6.6,6.6,56.5%,FA,1,2023
22,Kyle Pitts,2,3,44,22.0,34,2,0,0,0,0,0,1,6.4,6.4,87.8%,ATL,1,2023
23,Josh Oliver,3,3,32,10.7,18,0,0,0,0,0,0,1,6.2,6.2,0.6%,MIN,1,2023
24,Noah Gray,3,5,31,10.3,24,1,0,0,0,0,0,1,6.1,6.1,0.9%,KC,1,2023
25,Dawson Knox,3,4,25,8.3,15,0,0,0,0,0,0,1,5.5,5.5,4.7%,BUF,1,2023
26,George Kittle,3,6,19,6.3,11,0,0,0,0,0,0,1,4.9,4.9,97.3%,SF,1,2023
27,Irv Smith Jr.,3,5,17,5.7,8,0,0,0,0,0,0,1,4.7,4.7,1.7%,KC,1,2023
28,David Njoku,2,3,24,12.0,15,0,0,0,0,0,0,1,4.4,4.4,94.0%,CLE,1,2023
29,Trey McBride,2,2,23,11.5,13,0,0,0,0,0,0,1,4.3,4.3,90.5%,ARI,1,2023
30,Gerald Everett,2,3,21,10.5,11,0,0,1,2,0,0,1,4.3,4.3,23.5%,CHI,1,2023
31,Greg Dulcich,2,2,22,11.0,13,0,0,0,0,0,0,1,4.2,4.2,4.0%,DEN,1,2023
32,Cade Otton,2,3,19,9.5,13,0,0,0,0,0,0,1,3.9,3.9,16.7%,TB,1,2023
33,Connor Heyward,2,4,19,9.5,11,0,0,0,0,0,0,1,3.9,3.9,0.2%,PIT,1,2023
34,Brock Wright,2,2,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.2%,DET,1,2023
35,Will Dissly,2,2,17,8.5,10,0,0,0,0,0,0,1,3.7,3.7,0.3%,LAC,1,2023
36,Jake Ferguson,2,7,11,5.5,9,0,0,0,0,0,0,1,3.1,3.1,89.8%,DAL,1,2023
37,Brycen Hopkins,1,2,21,21.0,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,FA,1,2023
38,Austin Hooper,1,1,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.4%,NE,1,2023
39,Drew Ogletree,1,2,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,0.1%,IND,1,2023
40,Cole Turner,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.1%,WAS,1,2023
41,Dalton Schultz,2,4,4,2.0,5,0,0,0,0,0,0,1,2.4,2.4,77.7%,HOU,1,2023
42,Jordan Akins,1,1,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.1%,CLE,1,2023
43,Teagan Quitoriano,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,HOU,1,2023
44,Colby Parkinson,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.6%,LAR,1,2023
45,Isaiah Likely,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,37.2%,BAL,1,2023
46,Tyler Conklin,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,18.4%,NYJ,1,2023
47,Giovanni Ricci,1,1,2,2.0,2,0,0,0,0,0,0,1,1.2,1.2,0.1%,CLE,1,2023
48,Daniel Bellinger,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.8%,NYG,1,2023
49,Taysom Hill,0,1,0,0.0,0,0,0,3,4,0,0,1,0.4,0.4,36.8%,NO,1,2023
50,Jody Fortson Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIA,1,2023
51,Mitchell Fraboni,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DEN,1,2023
52,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,1,2023
53,Parker Hesse,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DET,1,2023
54,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CHI,1,2023
55,N'Keal Harry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIN,1,2023
56,Albert Okwuegbunam Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,PHI,1,2023
57,Tommy Sweeney,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,1,2023
58,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,NO,1,2023
59,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,HOU,1,2023
60,Jesper Horsted,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,1,2023
61,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,1,2023
62,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2023
63,Tyree Jackson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,1,2023
64,Zach Gentry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,1,2023
65,Brevin Jordan,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.2%,HOU,1,2023
66,Josiah Deguara,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,JAC,1,2023
67,Luke Farrell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,1,2023
68,Mitchell Wilcox,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NE,1,2023
69,Dalton Keene,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,1,2023
70,Stephen Sullivan,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CAR,1,2023
71,Tommy Hudson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,1,2023
72,Scotty Washington,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,1,2023
73,Charlie Woerner,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,ATL,1,2023
74,Tyler Davis,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,1,2023
75,Sean McKeon,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,1,2023
76,Tyler Mabry,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,1,2023
77,Lawrence Cager,2,2,17,8.5,9,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,1,2023
78,Tucker Kraft,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,11.5%,GB,1,2023
79,Brenton Strange,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,JAC,1,2023
80,Payne Durham,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TB,1,2023
81,Zack Kuntz,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,1,2023
82,Ben Sims,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,GB,1,2023
83,Brayden Willis,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2023
84,Joel Wilson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,1,2023
85,Luke Schoonmaker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.5%,DAL,1,2023
86,Travis Vokolek,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,1,2023
87,E.J. Jenkins,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,1,2023
88,Brady Russell,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,1,2023
89,Patrick Murtagh,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,1,2023
90,Henry Pearson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,1,2023
91,Blake Whiteheart,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,1,2023
92,Cade Stover,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,HOU,1,2023
93,Jake Tonges,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2023
94,Rodney Williams,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,1,2023
95,Kehinde Oginni Hassan,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,1,2023
96,Jaheim Bell,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NE,1,2023
97,Dallin Holker,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,1,2023
98,Leroy Watson IV,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,1,2023
99,Zaire Mitchell-Paden,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,1,2023
100,Thomas Odukoya,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,1,2023
101,Cole Fotheringham,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,1,2023
102,Julian Hill,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIA,1,2023
103,Brenden Bates,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,1,2023
104,Steven Stilianos,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,1,2023
105,Colson Yankoff,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,1,2023
106,Luke Benson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,1,2023
107,Devin Culp,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,1,2023
108,Messiah Swinson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,1,2023
109,Jack Westover,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,1,2023
110,Mason Pline,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2023
111,Jacob Warren,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NE,1,2023
112,Tip Reiman,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,ARI,1,2023
113,Mason Fairchild,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,1,2023
114,Treyton Welch,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,1,2023
115,Alec Holler,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,1,2023
116,Zach Heins,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,1,2023
117,Mike Rigerman,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,1,2023
118,David Martin-Robinson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,1,2023
119,Easton Dean,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TEN,1,2023
120,Alex Larson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,1,2023
121,Treyton Pickering,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,1,2023
122,Joshua Lingenfelter,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,1,2023
123,Riley Sharp,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,1,2023
124,Lincoln Sefcik,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,1,2023
125,Jjay Mcafee,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,1,2023
126,Shawn Bowman,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,1,2023
127,Kevin Foelsch,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,1,2023
128,Trent Pennix,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,1,2023
129,Neal Johnson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAR,1,2023
130,Thomas Yassmin,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DEN,1,2023
131,Cam Grandy,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,1,2023
132,McCallan Castles,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,1,2023
133,Tanner Taula,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,1,2023
134,Brevyn Spann-Ford,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,1,2023
135,John Stephens Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,1,2023
136,Princeton Fant,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,1,2023
137,Jordan Murray,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,1,2023
138,John Samuel Shenker,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,1,2023
139,Nate Adkins,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DEN,1,2023
140,Tanner McLachlan,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,1,2023
141,Jared Wiley,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,KC,1,2023
142,AJ Barner,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,SEA,1,2023
143,Ben Sinnott,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.9%,WAS,1,2023
144,La'Michael Pettway,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NE,1,2023
145,Michael Mayer,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,4.7%,LV,1,2023
146,Elijah Higgins,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,ARI,1,2023
147,Theo Johnson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,NYG,1,2023
148,Austin Stogner,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,1,2023
149,Malcolm Epps,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,1,2023
150,Ben Mason,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,1,2023
151,Josh Pederson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,1,2023
152,Jacob Harris,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,1,2023
153,Sammis Reyes,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,1,2023
154,Baylor Cupp,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,KC,1,2023
155,Jack Stoll,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,1,2023
156,James Mitchell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DET,1,2023
157,Peyton Hendershot,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DAL,1,2023
158,Darnell Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4%,PIT,1,2023
159,Kenny Yeboah,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,1,2023
160,Tre' McKitty,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,BUF,1,2023
