Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Hockenson,7,8,66,9.4,24,1,2,0,0,0,0,1,25.6,25.6,81.3%,MIN,2,2023
2,Hunter Henry,6,7,52,8.7,13,0,1,0,0,0,0,1,17.2,17.2,15.3%,NE,2,2023
3,Mark Andrews,5,8,45,9.0,20,1,1,0,0,0,0,1,15.5,15.5,73.3%,BAL,2,2023
4,Darren Waller,6,8,76,12.7,25,1,0,0,0,0,0,1,13.6,13.6,56.5%,FA,2,2023
5,Travis Kelce,4,9,26,6.5,9,0,1,0,0,0,0,1,12.6,12.6,99.9%,KC,2,2023
6,Evan Engram,6,8,57,9.5,17,0,0,0,0,0,0,1,11.7,11.7,97.0%,JAC,2,2023
7,Zach Ertz,6,8,56,9.3,17,0,0,0,0,0,0,1,11.6,11.6,3.7%,WAS,2,2023
8,Sam LaPorta,5,6,63,12.6,23,1,0,0,0,0,0,1,11.3,11.3,98.9%,DET,2,2023
9,Kylen Granson,3,4,16,5.3,11,0,1,0,0,0,0,1,10.6,10.6,0.7%,IND,2,2023
10,Logan Thomas,2,3,22,11.0,18,0,1,0,0,0,0,1,10.2,10.2,19.3%,SF,2,2023
11,Jake Ferguson,3,4,11,3.7,6,0,1,0,0,0,0,1,10.1,10.1,89.8%,DAL,2,2023
12,Cade Otton,6,6,41,6.8,9,0,0,0,0,0,0,1,10.1,10.1,16.7%,TB,2,2023
13,Dawson Knox,3,5,10,3.3,7,0,1,0,0,0,0,1,10.0,10.0,4.7%,BUF,2,2023
14,Tyler Conklin,5,6,50,10.0,17,0,0,0,0,0,0,1,10.0,10.0,18.4%,NYJ,2,2023
15,Noah Fant,4,4,56,14.0,31,2,0,0,0,0,0,1,9.6,9.6,2.0%,SEA,2,2023
16,Dalton Kincaid,5,6,43,8.6,14,0,0,0,0,0,0,1,9.3,9.3,85.6%,BUF,2,2023
17,Taysom Hill,1,2,-1,-1.0,0,0,0,9,75,0,0,1,8.7,8.7,36.8%,NO,2,2023
18,Jonnu Smith,4,6,47,11.8,17,0,0,0,0,0,0,1,8.7,8.7,8.1%,MIA,2,2023
19,Mike Gesicki,5,6,33,6.6,14,0,0,0,0,0,0,1,8.3,8.3,2.3%,CIN,2,2023
20,Dallas Goedert,6,7,22,3.7,9,0,0,0,0,0,0,1,8.2,8.2,89.7%,PHI,2,2023
21,Cole Kmet,4,6,38,9.5,11,0,0,0,0,0,0,1,7.8,7.8,72.3%,CHI,2,2023
22,Gerald Everett,3,3,47,15.7,29,1,0,0,0,0,0,1,7.7,7.7,23.5%,CHI,2,2023
23,John Bates,3,5,46,15.3,35,2,0,0,0,0,0,1,7.6,7.6,0.1%,WAS,2,2023
24,Chigoziem Okonkwo,4,4,35,8.8,20,1,0,0,0,0,0,1,7.5,7.5,23.7%,TEN,2,2023
25,Dalton Schultz,4,7,34,8.5,14,0,0,0,0,0,0,1,7.4,7.4,77.7%,HOU,2,2023
26,Luke Schoonmaker,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.5%,DAL,2,2023
27,Will Mallory,2,2,49,24.5,43,3,0,0,0,0,0,1,6.9,6.9,0.1%,IND,2,2023
28,Noah Gray,3,3,38,12.7,16,0,0,0,0,0,0,1,6.8,6.8,0.9%,KC,2,2023
