Coach,Offensive Coordinator,Defensive Coordinator,Other Notable Asst.,Secretary of the Board of Directors,General Manager,Training Camp,Site Last Updated
Matt Eberflus,Shane Waldron,Eric Washington,Thomas Brown,Virginia Halas McCaskey,Ryan Poles,"Halas Hall (Lake Forest, Illinois)","Tuesday, August 20,  6:22AM"
