Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,T.J. Watt,6,2,3.0,0,0,1,0,0,1,34.0,34.0,78.7%,PIT,5,2018
2,Josh Bynes,9,2,1.0,1,0,0,1,1,1,33.0,33.0,0.0%,FA,5,2018
3,Chandler Jones,6,0,1.0,1,0,1,1,0,1,27.5,27.5,0.6%,FA,5,2018
4,Jaylon Smith,6,6,1.0,1,0,0,0,0,1,26.5,26.5,0.2%,FA,5,2018
5,L.J. Fort,6,0,1.0,0,0,0,1,1,1,25.5,25.5,0.0%,FA,5,2018
6,Jayon Brown,8,2,1.0,0,0,0,0,0,1,22.5,22.5,2.0%,FA,5,2018
7,Jerome Baker,6,0,2.0,0,0,0,0,0,1,22.0,22.0,14.2%,SEA,5,2018
8,Jamie Collins Sr.,8,4,1.0,0,0,0,0,0,1,21.5,21.5,0.0%,FA,5,2018
9,Blake Martinez,4,1,2.0,0,0,0,0,0,1,19.8,19.8,0.0%,FA,5,2018
10,Matt Milano,7,3,0.0,0,0,0,1,0,1,19.3,19.3,22.9%,BUF,5,2018
11,Leighton Vander Esch,11,2,0.0,0,0,0,0,0,1,18.0,18.0,2.0%,FA,5,2018
12,Joe Schobert,5,4,0.0,2,0,1,0,0,1,17.5,17.5,0.0%,FA,5,2018
13,Christian Kirksey,7,5,0.0,0,0,0,0,0,1,16.8,16.8,0.1%,FA,5,2018
14,Nick Vigil,7,2,0.0,1,0,0,0,0,1,16.0,16.0,0.0%,FA,5,2018
15,Benardrick McKinney,7,1,0.5,0,0,0,0,0,1,15.8,15.8,0.0%,FA,5,2018
16,Telvin Smith Sr.,7,6,0.0,0,0,0,0,0,1,15.0,15.0,0.1%,FA,5,2018
17,Jordan Hicks,7,2,0.0,0,0,0,0,0,1,14.5,14.5,29.8%,CLE,5,2018
18,Avery Williamson,7,2,0.0,0,0,0,0,0,1,14.5,14.5,0.0%,FA,5,2018
19,Tremaine Edmunds,4,4,0.0,1,0,1,0,0,1,14.5,14.5,33.2%,CHI,5,2018
20,Anthony Hitchens,8,3,0.0,0,0,0,0,0,1,14.3,14.3,1.0%,FA,5,2018
21,C.J. Mosley,6,3,0.0,0,0,0,0,0,1,13.8,13.8,65.6%,NYJ,5,2018
22,Terrance Smith,4,1,1.0,0,0,0,0,0,1,13.3,13.3,0.0%,FA,5,2018
23,Nigel Bradham,5,2,0.0,0,0,0,1,0,1,13.0,13.0,0.0%,FA,5,2018
24,Zach Cunningham,7,3,0.0,0,0,0,0,0,1,12.8,12.8,1.7%,FA,5,2018
25,Jarrad Davis,5,3,0.0,2,0,0,0,0,1,12.8,12.8,0.0%,FA,5,2018
26,Kiko Alonso,4,0,0.0,1,1,0,0,0,1,12.5,12.5,0.0%,FA,5,2018
27,Najee Goode,2,4,0.0,1,1,0,0,0,1,12.5,12.5,0.0%,FA,5,2018
28,Matthew Judon,4,0,0.0,1,0,0,0,0,1,12.5,12.5,17.4%,NE,5,2018
29,A.J. Klein,3,3,0.0,1,0,0,1,0,1,12.3,12.3,0.0%,FA,5,2018
30,Devon Kennard,1,0,1.0,0,0,0,1,0,1,12.0,12.0,0.0%,FA,5,2018
31,Mason Foster,6,4,0.0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,5,2018
32,Eric Kendricks,4,2,0.0,0,0,0,1,0,1,11.5,11.5,32.2%,DAL,5,2018
33,Cory Littleton,3,5,0.0,2,0,0,0,0,1,11.3,11.3,0.0%,FA,5,2018
34,Myles Jack,5,5,0.0,0,0,0,0,0,1,11.3,11.3,0.2%,FA,5,2018
35,Tahir Whitehead,6,3,0.0,0,0,0,0,0,1,11.3,11.3,0.0%,FA,5,2018
36,Brian Orakpo,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.0%,FA,5,2018
37,Anthony Barr,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.0%,FA,5,2018
38,Mark Barron,5,4,0.0,0,0,0,0,0,1,10.5,10.5,0.0%,FA,5,2018
39,Kyle Van Noy,6,2,0.0,0,0,0,0,0,1,10.5,10.5,8.7%,BAL,5,2018
40,Raekwon McMillan,4,2,0.0,0,0,0,0,0,1,10.0,10.0,0.6%,NE,5,2018
41,Barkevious Mingo,6,1,0.0,0,0,0,0,0,1,9.8,9.8,6.0%,FA,5,2018
42,Jatavis Brown,2,0,0.0,0,0,1,0,0,1,9.5,9.5,0.1%,FA,5,2018
43,Jeremiah Attaochu,1,0,1.0,0,0,1,0,0,1,9.5,9.5,0.0%,FA,5,2018
44,Lorenzo Alexander,3,1,0.0,1,0,0,0,0,1,9.3,9.3,3.0%,FA,5,2018
45,Antonio Morrison,4,1,0.0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,5,2018
46,Von Miller,2,3,0.0,1,0,0,0,0,1,9.3,9.3,2.7%,BUF,5,2018
47,Bud Dupree,3,3,0.0,0,0,0,0,0,1,9.3,9.3,1.2%,LAC,5,2018
48,Zaire Franklin,1,10,0.0,0,0,0,0,0,1,9.0,9.0,91.7%,IND,5,2018
49,Bobby Wagner,3,5,0.0,0,0,0,0,0,1,8.3,8.3,72.2%,WAS,5,2018
50,Vontaze Burfict,4,3,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,5,2018
51,Demario Davis,5,1,0.0,0,0,0,0,0,1,8.3,8.3,22.0%,NO,5,2018
52,Denzel Perryman,4,3,0.0,0,0,0,0,0,1,8.3,8.3,11.6%,LAC,5,2018
53,Todd Davis,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,5,2018
54,Terrell Suggs,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,5,2018
55,Za'Darius Smith,2,4,0.5,0,0,0,0,0,1,8.0,8.0,5.3%,CLE,5,2018
56,Jon Bostic,3,2,0.5,0,0,0,0,0,1,8.0,8.0,0.0%,FA,5,2018
57,Pernell McPhee,1,0,0.0,0,0,0,1,0,1,8.0,8.0,0.0%,FA,5,2018
58,Zach Brown,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,5,2018
59,Alec Ogletree,4,2,0.0,0,0,0,0,0,1,7.5,7.5,2.0%,FA,5,2018
60,Luke Kuechly,0,1,1.0,0,0,0,0,0,1,7.3,7.3,92.3%,FA,5,2018
61,Reuben Foster,3,0,0.0,0,0,0,0,0,1,7.0,7.0,1.2%,FA,5,2018
62,Darron Lee,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.0%,FA,5,2018
63,Elandon Roberts,3,3,0.0,0,0,0,0,0,1,6.8,6.8,15.1%,PIT,5,2018
64,Rashaan Evans,4,1,0.0,0,0,0,0,0,1,6.8,6.8,0.2%,FA,5,2018
65,Shane Ray,1,1,0.0,1,0,0,0,0,1,6.3,6.3,1.0%,FA,5,2018
66,Ray-Ray Armstrong,1,3,0.0,0,0,0,0,0,1,6.3,6.3,0.0%,FA,5,2018
67,Shaq Thompson,2,1,0.0,0,0,0,0,0,1,6.3,6.3,14.7%,CAR,5,2018
68,Oren Burks,4,0,0.0,0,0,0,0,0,1,6.0,6.0,3.5%,PHI,5,2018
