Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Daniel Jones,26,37,70.3,321,8.7,2,1,3,9,59,1,0,1,31.7,31.7,10.7%,NYG,2,2023
2,Kirk Cousins,31,44,70.5,364,8.3,4,0,2,0,0,0,1,1,28.6,28.6,40.2%,ATL,2,2023
3,Russell Wilson,18,32,56.3,308,9.6,3,1,7,6,56,0,1,1,26.9,26.9,30.9%,PIT,2,2023
4,Jalen Hurts,18,23,78.3,193,8.4,1,1,4,12,35,2,0,1,26.2,26.2,99.9%,PHI,2,2023
5,Joshua Dobbs,21,31,67.7,228,7.4,1,0,0,3,41,1,0,1,25.2,25.2,11.2%,SF,2,2023
6,Jared Goff,28,35,80.0,323,9.2,3,1,2,0,0,0,0,1,23.9,23.9,70.6%,DET,2,2023
7,Josh Allen,31,37,83.8,274,7.4,3,0,2,3,7,0,0,1,23.7,23.7,99.9%,BUF,2,2023
8,Geno Smith,32,41,78.0,328,8.0,2,0,1,3,20,0,0,1,23.1,23.1,38.4%,SEA,2,2023
9,Lamar Jackson,24,33,72.7,237,7.2,2,0,0,12,54,0,0,1,22.9,22.9,99.3%,BAL,2,2023
10,Desmond Ridder,19,32,59.4,237,7.4,1,1,1,10,39,1,0,1,22.4,22.4,3.7%,ARI,2,2023
11,Patrick Mahomes II,29,41,70.7,305,7.4,2,1,1,7,30,0,0,1,22.2,22.2,99.4%,KC,2,2023
12,Justin Herbert,27,41,65.9,305,7.4,2,0,3,1,0,0,0,1,22.2,22.2,64.6%,LAC,2,2023
13,C.J. Stroud,30,47,63.8,384,8.2,2,0,6,3,1,0,1,1,21.5,21.5,92.9%,HOU,2,2023
14,Sam Howell,27,39,69.2,299,7.7,2,0,4,2,13,0,0,1,21.3,21.3,29.0%,SEA,2,2023
15,Ryan Tannehill,20,24,83.3,246,10.3,1,0,5,1,12,1,0,1,21.0,21.0,1.1%,FA,2,2023
16,Jordan Love,14,25,56.0,151,6.0,3,0,1,2,23,0,0,1,20.3,20.3,86.0%,GB,2,2023
17,Dak Prescott,31,38,81.6,255,6.7,2,0,1,6,14,0,0,1,19.6,19.6,96.3%,DAL,2,2023
18,Baker Mayfield,26,34,76.5,317,9.3,1,0,0,6,17,0,0,1,18.4,18.4,43.7%,TB,2,2023
19,Anthony Richardson,6,10,60.0,56,5.6,0,0,0,3,35,2,0,1,17.7,17.7,58.3%,IND,2,2023
20,Justin Fields,16,29,55.2,211,7.3,1,2,6,4,3,1,0,1,16.7,16.7,50.1%,PIT,2,2023
21,Joe Burrow,27,41,65.9,222,5.4,2,1,1,1,5,0,0,1,16.4,16.4,63.5%,CIN,2,2023
22,Matthew Stafford,34,55,61.8,307,5.6,1,2,1,4,17,0,0,1,16.0,16.0,57.6%,LAR,2,2023
23,Brock Purdy,17,25,68.0,206,8.2,0,0,1,3,5,1,0,1,14.7,14.7,92.3%,SF,2,2023
24,Mac Jones,31,42,73.8,231,5.5,1,1,4,5,25,0,0,1,14.7,14.7,2.2%,JAC,2,2023
25,Bryce Young,22,33,66.7,153,4.6,1,0,4,2,34,0,1,1,13.5,13.5,9.4%,CAR,2,2023
