Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
26,Tua Tagovailoa,21,30,70.0,249,8.3,1,1,1,4,3,0,0,1,13.3,13.3,80.2%,MIA,2,2023
27,Deshaun Watson,22,40,55.0,235,5.9,1,1,6,6,22,0,2,1,12.6,12.6,31.0%,CLE,2,2023
28,Zach Wilson,12,27,44.4,170,6.3,1,3,3,5,36,0,0,1,11.4,11.4,2.3%,DEN,2,2023
29,Kenny Pickett,15,30,50.0,222,7.4,1,1,2,4,-6,0,0,1,11.3,11.3,6.9%,PHI,2,2023
30,Gardner Minshew II,19,23,82.6,171,7.4,1,0,0,2,3,0,0,1,11.1,11.1,16.8%,LV,2,2023
31,Jimmy Garoppolo,16,24,66.7,185,7.7,1,2,0,1,1,0,0,1,9.5,9.5,1.7%,LAR,2,2023
32,Trevor Lawrence,22,41,53.7,216,5.3,0,0,4,5,26,0,1,1,9.2,9.2,71.3%,JAC,2,2023
33,Derek Carr,21,36,58.3,228,6.3,0,1,4,3,-4,0,0,1,7.7,7.7,25.1%,NO,2,2023
34,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.5%,DEN,2,2023
35,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,HOU,2,2023
36,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,76.9%,WAS,2,2023
37,Emory Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,2,2023
38,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,50.2%,NYJ,2,2023
39,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,TB,2,2023
40,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,IND,2,2023
41,Sean Clifford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,GB,2,2023
42,Tyler Huntley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,CLE,2,2023
43,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,2,2023
44,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.9%,ATL,2,2023
45,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,DAL,2,2023
46,Dorian Thompson-Robinson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,CLE,2,2023
47,Ian Book,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,KC,2,2023
48,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,2,2023
49,Clayton Tune,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,ARI,2,2023
50,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,2,2023
51,Nathan Rourke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,2,2023
52,Tyson Bagent,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CHI,2,2023
53,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,NYJ,2,2023
54,Dresser Winn,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAR,2,2023
55,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,2,2023
56,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,2,2023
57,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,2,2023
58,Tommy DeVito,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,NYG,2,2023
59,Rocky Lombardi,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,2,2023
60,John Rhys Plumlee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,2,2023
61,Casey Bauman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,2,2023
62,Gunnar Watson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,2,2023
63,Zack Annexstad,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
64,John Paddock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,2,2023
65,Jack Plummer,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,2,2023
66,Andrew Peasley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,2,2023
67,Cade Peterson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,2,2023
68,Wiliam Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,2,2023
69,Jeremy Moussa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
70,Aeneas Dennis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,2,2023
71,Jason Bean,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,2,2023
72,Joe Milton III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,2,2023
73,Carter Bradley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,2,2023
74,Gavin Hardison,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIA,2,2023
75,Austin Reed,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,2,2023
76,Chris Oladokun,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,KC,2,2023
77,Will Levis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,10.3%,TEN,2,2023
78,Max Duggan,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,2,2023
79,Kedon Slovis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,2,2023
80,Malik Willis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TEN,2,2023
81,Malik Cunningham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,2,2023
82,Taulia Tagovailoa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,2,2023
83,J.J. McCarthy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,18.2%,MIN,2,2023
84,Drake Maye,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.8%,NE,2,2023
85,Spencer Rattler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,NO,2,2023
86,Caleb Williams,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,80.6%,CHI,2,2023
87,Aidan O'Connell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,LV,2,2023
88,Hendon Hooker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,DET,2,2023
89,Sam Hartman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,2,2023
90,Bailey Zappe,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NE,2,2023
91,Stetson Bennett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,LAR,2,2023
92,Jaren Hall,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,MIN,2,2023
93,Anthony Brown Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,2,2023
94,Skylar Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIA,2,2023
95,Andy Dalton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,CAR,2,2023
96,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,NYJ,2,2023
97,Ben Chappell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,2,2023
98,Adam Froman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,2,2023
99,Erik Ainge,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,2,2023
100,Hunter Cantwell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,2,2023
101,Case Keenum,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,HOU,2,2023
102,Joe Flacco,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.3%,IND,2,2023
103,Josh Johnson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,2,2023
104,Taysom Hill,1,1,100.0,8,8.0,0,0,0,9,75,0,0,1,0.0,0.0,36.8%,NO,2,2023
105,Mason Rudolph,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,TEN,2,2023
106,Sam Darnold,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,MIN,2,2023
107,Logan Woodside,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,2,2023
108,Mike White,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,MIA,2,2023
109,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,BUF,2,2023
110,Nathan Peterman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NO,2,2023
111,C.J. Beathard,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,JAC,2,2023
112,P.J. Walker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,2,2023
113,Cooper Rush,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,DAL,2,2023
114,Nick Mullens,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.1%,MIN,2,2023
115,Kyler Murray,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,78.6%,ARI,2,2023
116,Easton Stick,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,LAC,2,2023
117,Jake Browning,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,20.8%,CIN,2,2023
118,Jarrett Stidham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,DEN,2,2023
119,Brett Rypien,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,2,2023
120,Alex McGough,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,2,2023
121,Tim Boyle,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,2,2023
122,Will Grier,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,2,2023
123,John Wolford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
124,Drew Lock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,NYG,2,2023
125,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.2%,WAS,2,2023
126,Jameis Winston,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CLE,2,2023
127,Brett Smith,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
128,Taylor Heinicke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,ATL,2,2023
129,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,2,2023
130,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NE,2,2023
131,Brandon Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,SF,2,2023
132,Nate Sudfeld,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,2,2023
133,Carson Wentz,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,KC,2,2023
134,Michael Hiers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,2,2023
135,Kyle Allen,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,PIT,2,2023
