Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
50,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,IND,18,2023
51,Aeneas Dennis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,18,2023
52,Jeremy Moussa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,18,2023
53,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,18,2023
54,Wiliam Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,18,2023
55,Cade Peterson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,18,2023
56,Andrew Peasley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,18,2023
57,Rocky Lombardi,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,18,2023
58,Ian Book,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,KC,18,2023
59,Sean Clifford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,GB,18,2023
60,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,DAL,18,2023
61,John Paddock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,18,2023
62,Dorian Thompson-Robinson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,CLE,18,2023
63,Mac Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.2%,JAC,18,2023
64,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,18,2023
65,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,18,2023
66,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,18,2023
67,Chris Oladokun,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,KC,18,2023
68,Anthony Richardson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,58.3%,IND,18,2023
69,Hendon Hooker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,DET,18,2023
70,Sam Hartman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,18,2023
71,Joe Milton III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,18,2023
72,Gavin Hardison,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIA,18,2023
73,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,18,2023
74,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,18,2023
75,Nathan Rourke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,18,2023
76,Tyson Bagent,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CHI,18,2023
77,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,NYJ,18,2023
78,Dresser Winn,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAR,18,2023
79,Drake Maye,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.8%,NE,18,2023
80,John Rhys Plumlee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,18,2023
81,J.J. McCarthy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,18.2%,MIN,18,2023
82,Spencer Rattler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,NO,18,2023
83,Caleb Williams,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,80.6%,CHI,18,2023
84,Austin Reed,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,18,2023
85,Emory Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,18,2023
86,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.9%,ATL,18,2023
87,Will Levis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,10.3%,TEN,18,2023
88,Malik Cunningham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,BAL,18,2023
89,Joe Burrow,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,63.5%,CIN,18,2023
90,Taulia Tagovailoa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,18,2023
91,Max Duggan,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,18,2023
92,Stetson Bennett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,LAR,18,2023
93,Jaren Hall,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,MIN,18,2023
94,Anthony Brown Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,18,2023
95,Jason Bean,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,18,2023
96,Skylar Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,MIA,18,2023
97,Jack Plummer,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,18,2023
98,Kedon Slovis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,18,2023
99,Malik Willis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TEN,18,2023
100,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,50.2%,NYJ,18,2023
101,Andy Dalton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,CAR,18,2023
102,Ben Chappell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,18,2023
103,Adam Froman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,18,2023
104,Erik Ainge,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,18,2023
105,Hunter Cantwell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,18,2023
106,Kirk Cousins,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,40.2%,ATL,18,2023
107,Russell Wilson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,30.9%,PIT,18,2023
108,Case Keenum,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,HOU,18,2023
109,Joe Flacco,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.3%,IND,18,2023
110,Josh Johnson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,18,2023
111,Matthew Stafford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,57.6%,LAR,18,2023
112,Taysom Hill,0,0,0.0,0,0.0,0,0,1,6,51,0,0,1,0.0,0.0,36.8%,NO,18,2023
113,Lamar Jackson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.3%,BAL,18,2023
114,Mike White,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,MIA,18,2023
115,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,BUF,18,2023
116,Deshaun Watson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,31.0%,CLE,18,2023
117,Patrick Mahomes II,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.4%,KC,18,2023
118,Nathan Peterman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,NO,18,2023
119,Joshua Dobbs,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11.2%,SF,18,2023
120,P.J. Walker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,18,2023
121,C.J. Beathard,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,JAC,18,2023
122,Justin Herbert,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,64.6%,LAC,18,2023
123,Brett Rypien,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,18,2023
124,Alex McGough,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,18,2023
125,Tim Boyle,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,18,2023
126,Kyle Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,PIT,18,2023
127,Will Grier,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,18,2023
128,John Wolford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,18,2023
129,Drew Lock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,NYG,18,2023
130,Daniel Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,10.7%,NYG,18,2023
131,Jameis Winston,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,CLE,18,2023
132,Jimmy Garoppolo,0,1,0.0,0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,1.7%,LAR,18,2023
133,Brett Smith,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,18,2023
134,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NE,18,2023
135,Brandon Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,SF,18,2023
136,Nate Sudfeld,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,18,2023
137,Taylor Heinicke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,ATL,18,2023
138,Michael Hiers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,18,2023
