Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mark Andrews,11,13,147,13.4,28,2,2,0,0,0,0,1,41.7,41.7,73.3%,BAL,5,2021
2,David Njoku,7,7,149,21.3,71,7,1,0,0,0,0,1,27.9,27.9,94.0%,CLE,5,2021
3,Kyle Pitts,9,10,119,13.2,39,3,1,0,0,0,0,1,26.9,26.9,87.8%,ATL,5,2021
4,Dawson Knox,3,4,117,39.0,53,8,1,0,0,0,0,1,20.7,20.7,4.7%,BUF,5,2021
5,Hunter Henry,6,8,75,12.5,21,1,1,0,0,0,0,1,19.5,19.5,15.3%,NE,5,2021
6,Travis Kelce,6,10,57,9.5,15,0,1,0,0,0,0,1,17.7,17.7,99.9%,KC,5,2021
7,Dalton Schultz,6,8,79,13.2,30,2,0,0,0,0,0,1,13.9,13.9,77.7%,HOU,5,2021
8,Donald Parham Jr.,2,2,29,14.5,22,1,1,0,0,0,0,1,12.9,12.9,1.1%,LAC,5,2021
9,Hayden Hurst,4,5,40,10.0,17,0,1,0,0,0,1,1,12.0,12.0,2.3%,LAC,5,2021
10,Dan Arnold,6,8,64,10.7,18,0,0,0,0,0,1,1,10.4,10.4,0.0%,FA,5,2021
11,Evan Engram,4,4,55,13.8,18,0,0,0,0,0,0,1,9.5,9.5,97.0%,JAC,5,2021
12,Tyler Higbee,2,2,14,7.0,13,0,1,0,0,0,0,1,9.4,9.4,19.7%,LAR,5,2021
13,Tommy Tremble,2,4,12,6.0,7,0,1,0,0,0,0,1,9.2,9.2,0.4%,CAR,5,2021
14,Ricky Seals-Jones,5,9,41,8.2,16,0,0,0,0,0,0,1,9.1,9.1,0.0%,FA,5,2021
15,Darren Waller,4,8,45,11.3,29,1,0,0,0,0,0,1,8.5,8.5,56.5%,FA,5,2021
16,MyCole Pruitt,1,1,14,14.0,14,0,1,0,0,0,0,1,8.4,8.4,0.0%,PIT,5,2021
17,Mike Gesicki,4,7,43,10.8,23,1,0,0,0,0,0,1,8.3,8.3,2.3%,CIN,5,2021
18,Antony Auclair,1,1,11,11.0,11,0,1,0,0,0,0,1,8.1,8.1,0.0%,FA,5,2021
19,Mo Alie-Cox,3,4,50,16.7,24,1,0,0,0,0,0,1,8.0,8.0,0.1%,IND,5,2021
20,Ian Thomas,4,5,40,10.0,24,1,0,0,0,0,0,1,8.0,8.0,0.1%,CAR,5,2021
21,Jesper Horsted,1,1,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.0%,NO,5,2021
22,Jacob Hollister,1,1,1,1.0,1,0,1,0,0,0,0,1,7.1,7.1,0.0%,FA,5,2021
23,Anthony Firkser,3,4,33,11.0,14,0,0,0,0,0,0,1,6.3,6.3,0.0%,FA,5,2021
24,Adam Trautman,2,2,43,21.5,32,2,0,0,0,0,0,1,6.3,6.3,0.2%,DEN,5,2021
25,Lee Smith,3,3,30,10.0,22,1,0,0,0,0,0,1,6.0,6.0,0.0%,FA,5,2021
26,Marcedes Lewis,2,2,34,17.0,20,1,0,0,0,0,0,1,5.4,5.4,0.1%,CHI,5,2021
27,Jonnu Smith,2,2,27,13.5,23,1,0,1,5,0,0,1,5.2,5.2,8.1%,MIA,5,2021
28,Noah Fant,3,4,20,6.7,9,0,0,0,0,0,0,1,5.0,5.0,2.0%,SEA,5,2021
