Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Danny Amendola,7,9,113,16.1,37,4,2,0,0,0,0,1,32.3,32.3,0.0%,FA,18,2021
2,Deebo Samuel Sr.,4,6,95,23.8,43,5,0,8,45,1,0,1,29.0,29.0,98.8%,SF,18,2021
3,Cedrick Wilson Jr.,5,6,119,23.8,37,4,2,0,0,0,0,1,28.9,28.9,1.1%,NO,18,2021
4,Russell Gage,9,13,126,14.0,26,2,1,0,0,0,0,1,27.6,27.6,0.0%,FA,18,2021
5,Jauan Jennings,6,7,94,15.7,34,3,2,0,0,0,0,1,27.4,27.4,0.8%,SF,18,2021
6,Tyler Lockett,5,5,98,19.6,43,4,2,1,2,0,0,1,27.0,27.0,88.8%,SEA,18,2021
7,Mike Williams,9,17,119,13.2,47,3,1,0,0,0,0,1,26.9,26.9,48.1%,NYJ,18,2021
8,Mike Evans,6,7,89,14.8,37,3,2,0,0,0,0,1,26.9,26.9,98.1%,TB,18,2021
9,Cooper Kupp,7,7,118,16.9,46,5,1,1,18,0,0,1,26.6,26.6,97.9%,LAR,18,2021
10,Amon-Ra St. Brown,8,10,109,13.6,28,2,1,1,12,0,0,1,26.1,26.1,100.0%,DET,18,2021
11,Darnell Mooney,12,16,126,10.5,19,0,0,0,0,0,0,1,24.6,24.6,39.2%,ATL,18,2021
12,Allen Lazard,5,6,75,15.0,29,2,2,0,0,0,0,1,24.5,24.5,4.8%,NYJ,18,2021
13,Stefon Diggs,9,14,81,9.0,17,0,1,0,0,0,0,1,23.1,23.1,99.7%,HOU,18,2021
14,Justin Jefferson,5,7,107,21.4,45,5,1,1,4,0,0,1,22.1,22.1,100.0%,MIN,18,2021
15,Marvin Jones Jr.,7,8,88,12.6,29,1,1,0,0,0,0,1,21.8,21.8,0.1%,FA,18,2021
16,Kalif Raymond,4,5,101,25.3,75,4,1,1,13,0,0,1,21.4,21.4,1.3%,DET,18,2021
17,Michael Pittman Jr.,6,7,64,10.7,21,1,1,0,0,0,0,1,20.4,20.4,97.2%,IND,18,2021
18,Jarvis Landry,6,8,75,12.5,26,2,1,0,0,0,0,1,19.5,19.5,14.0%,FA,18,2021
19,Quez Watkins,5,7,84,16.8,36,3,1,0,0,0,0,1,19.4,19.4,0.2%,PIT,18,2021
20,Mecole Hardman Jr.,8,11,103,12.9,44,4,0,1,10,0,0,1,19.3,19.3,1.2%,KC,18,2021
21,Ihmir Smith-Marsette,3,3,103,34.3,44,6,1,0,0,0,0,1,19.3,19.3,0.1%,CAR,18,2021
22,Tre'Quan Smith,5,7,76,15.2,34,2,1,0,0,0,0,1,18.6,18.6,0.0%,DET,18,2021
23,Robbie Chosen,7,9,50,7.1,19,0,1,0,0,0,0,1,18.0,18.0,0.0%,FA,18,2021
24,Chase Claypool,5,7,37,7.4,10,0,1,3,33,0,0,1,18.0,18.0,0.8%,BUF,18,2021
25,Nick Westbrook-Ikhine,4,5,78,19.5,36,3,1,0,0,0,0,1,17.8,17.8,0.2%,TEN,18,2021
26,DJ Moore,7,10,87,12.4,20,1,0,1,13,0,0,1,17.0,17.0,97.7%,CHI,18,2021
