Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Davante Adams,11,16,206,18.7,59,9,1,0,0,0,0,1,37.6,37.6,99.9%,LV,5,2021
2,Mike Williams,8,16,165,20.6,72,7,2,0,0,0,0,1,36.5,36.5,48.1%,NYJ,5,2021
3,Hollywood Brown,9,10,125,13.9,43,4,2,0,0,0,0,1,33.5,33.5,79.0%,KC,5,2021
4,Antonio Brown,7,8,124,17.7,62,5,2,0,0,0,0,1,31.4,31.4,0.8%,FA,5,2021
5,Kadarius Toney,10,13,189,18.9,38,6,0,1,7,0,0,1,29.6,29.6,6.0%,KC,5,2021
6,Mike Evans,6,8,113,18.8,34,4,2,0,0,0,0,1,29.3,29.3,98.1%,TB,5,2021
7,Ja'Marr Chase,6,10,159,26.5,70,6,1,0,0,0,0,1,27.9,27.9,99.4%,CIN,5,2021
8,Robert Woods,12,14,150,12.5,25,4,0,0,0,0,0,1,27.0,27.0,2.7%,HOU,5,2021
9,DK Metcalf,5,5,98,19.6,25,2,2,0,0,0,0,1,26.8,26.8,98.5%,SEA,5,2021
10,Courtland Sutton,7,11,120,17.1,39,3,1,0,0,0,0,1,25.0,25.0,83.4%,DEN,5,2021
11,Marquez Callaway,4,8,85,21.3,49,3,2,0,0,0,0,1,24.5,24.5,0.1%,PIT,5,2021
12,Chase Claypool,5,6,130,26.0,59,5,1,0,0,0,0,1,24.0,24.0,0.8%,BUF,5,2021
13,Chris Moore,5,5,109,21.8,67,5,1,0,0,0,0,1,21.9,21.9,0.1%,ARI,5,2021
14,Michael Pittman Jr.,6,7,89,14.8,42,4,1,0,0,0,0,1,20.9,20.9,97.2%,IND,5,2021
15,DeAndre Hopkins,6,9,87,14.5,30,3,1,0,0,0,0,1,20.7,20.7,92.5%,TEN,5,2021
16,Emmanuel Sanders,3,5,54,18.0,35,2,2,0,0,0,0,1,20.4,20.4,0.0%,FA,5,2021
17,Justin Jefferson,7,8,124,17.7,37,3,0,0,0,0,0,1,19.4,19.4,100.0%,MIN,5,2021
18,CeeDee Lamb,4,6,84,21.0,49,3,1,1,4,0,0,1,18.8,18.8,100.0%,DAL,5,2021
19,Mecole Hardman Jr.,9,12,76,8.4,26,1,0,0,0,0,0,1,16.6,16.6,1.2%,KC,5,2021
20,Cooper Kupp,7,10,92,13.1,33,3,0,0,0,0,0,1,16.2,16.2,97.9%,LAR,5,2021
21,Deebo Samuel Sr.,3,9,58,19.3,26,2,0,1,13,1,0,1,16.1,16.1,98.8%,SF,5,2021
22,Tim Patrick,7,9,89,12.7,23,1,0,0,0,0,0,1,15.9,15.9,0.6%,DEN,5,2021
23,Chris Conley,3,4,84,28.0,40,5,1,0,0,0,1,1,15.4,15.4,0.1%,SF,5,2021
24,Diontae Johnson,2,2,72,36.0,50,5,1,0,0,0,0,1,15.2,15.2,83.3%,CAR,5,2021
25,Amari Cooper,3,6,60,20.0,24,2,1,0,0,0,0,1,15.0,15.0,91.4%,CLE,5,2021
26,Tyreek Hill,7,13,63,9.0,17,0,0,1,15,0,0,1,14.8,14.8,100.0%,MIA,5,2021
27,Rondale Moore,5,6,59,11.8,33,2,0,3,38,0,0,1,14.7,14.7,5.3%,ATL,5,2021
28,DeVonta Smith,7,9,77,11.0,17,0,0,0,0,0,1,1,14.7,14.7,98.0%,PHI,5,2021
29,Deonte Harty,1,1,72,72.0,72,4,1,0,0,0,0,1,14.2,14.2,0.1%,BAL,5,2021
30,Chris Godwin,7,11,70,10.0,18,0,0,0,0,0,0,1,14.0,14.0,90.4%,TB,5,2021
31,Amon-Ra St. Brown,7,8,65,9.3,18,0,0,0,0,0,0,1,13.5,13.5,100.0%,DET,5,2021
32,Keenan Allen,6,9,75,12.5,37,3,0,0,0,0,0,1,13.5,13.5,91.1%,CHI,5,2021
33,Donovan Peoples-Jones,5,6,70,14.0,42,3,0,0,0,0,0,1,12.0,12.0,1.8%,DET,5,2021
34,Rashard Higgins,3,5,29,9.7,16,0,1,0,0,0,0,1,11.9,11.9,0.0%,FA,5,2021
35,Hunter Renfrow,6,8,56,9.3,17,0,0,0,0,0,0,1,11.6,11.6,0.7%,FA,5,2021
36,DeAndre Carter,4,8,62,15.5,26,1,0,1,11,0,0,1,11.3,11.3,0.0%,CHI,5,2021
37,Jamal Agnew,6,7,41,6.8,8,0,0,1,8,0,0,1,10.9,10.9,1.0%,FA,5,2021
38,Tyler Lockett,5,10,57,11.4,25,1,0,0,0,0,0,1,10.7,10.7,88.8%,SEA,5,2021
39,Kendall Hinton,2,3,25,12.5,23,1,1,0,0,0,0,1,10.5,10.5,0.0%,FA,5,2021
40,Tavon Austin,5,5,54,10.8,22,1,0,0,0,0,0,1,10.4,10.4,0.1%,FA,5,2021
41,Adam Humphries,3,5,73,24.3,27,3,0,0,0,0,0,1,10.3,10.3,0.0%,FA,5,2021
42,Tee Higgins,5,7,32,6.4,10,0,0,0,0,0,0,1,10.2,10.2,94.5%,CIN,5,2021
43,Christian Kirk,5,5,39,7.8,9,0,0,1,11,0,0,1,10.0,10.0,70.5%,JAC,5,2021
44,Preston Williams,3,5,60,20.0,34,3,0,1,7,0,0,1,9.7,9.7,0.0%,FA,5,2021
45,Jakobi Meyers,4,5,56,14.0,24,1,0,0,0,0,0,1,9.6,9.6,75.5%,LV,5,2021
46,Parris Campbell,4,6,56,14.0,23,1,0,0,0,0,0,1,9.6,9.6,0.7%,PHI,5,2021
47,Tajae Sharpe,4,5,53,13.3,17,0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,5,2021
48,Stefon Diggs,2,5,69,34.5,61,4,0,0,0,0,0,1,8.9,8.9,99.7%,HOU,5,2021
49,DJ Moore,5,7,42,8.4,14,0,0,1,-4,0,0,1,8.8,8.8,97.7%,CHI,5,2021
50,Terry McLaurin,4,11,46,11.5,18,0,0,0,0,0,0,1,8.6,8.6,90.2%,WAS,5,2021
