Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyreek Hill,11,12,186,16.9,44,7,3,0,0,0,0,1,47.6,47.6,100.0%,MIA,4,2021
2,Deebo Samuel Sr.,8,13,156,19.5,76,5,2,1,1,0,0,1,35.7,35.7,98.8%,SF,4,2021
3,DJ Moore,8,12,113,14.1,39,3,2,1,6,0,0,1,31.9,31.9,97.7%,CHI,4,2021
4,Terry McLaurin,6,13,123,20.5,33,5,2,0,0,0,0,1,30.3,30.3,90.2%,WAS,4,2021
5,Diontae Johnson,9,13,92,10.2,45,3,1,0,0,0,0,1,24.2,24.2,83.3%,CAR,4,2021
6,Randall Cobb,5,6,69,13.8,25,2,2,0,0,0,0,1,23.9,23.9,0.0%,FA,4,2021
7,Corey Davis,4,7,111,27.8,53,6,1,0,0,0,0,1,21.1,21.1,0.0%,FA,4,2021
8,Van Jefferson,6,6,90,15.0,22,2,1,0,0,0,0,1,21.0,21.0,1.4%,PIT,4,2021
9,Tyler Boyd,9,11,118,13.1,33,3,0,0,0,0,0,1,20.8,20.8,28.0%,TEN,4,2021
10,Justin Jefferson,6,7,84,14.0,31,3,1,0,0,0,0,1,20.4,20.4,100.0%,MIN,4,2021
11,Kalif Raymond,3,6,46,15.3,25,1,2,0,0,0,0,1,19.6,19.6,1.3%,DET,4,2021
12,DeVonta Smith,7,10,122,17.4,37,4,0,0,0,0,0,1,19.2,19.2,98.0%,PHI,4,2021
13,Hollywood Brown,4,5,91,22.8,49,5,1,0,0,0,0,1,19.1,19.1,79.0%,KC,4,2021
14,Jamison Crowder,7,9,61,8.7,29,1,1,0,0,0,0,1,19.1,19.1,0.3%,WAS,4,2021
15,Darnell Mooney,5,7,125,25.0,64,7,0,1,10,0,0,1,18.5,18.5,39.2%,ATL,4,2021
16,Stefon Diggs,7,11,114,16.3,37,4,0,0,0,0,0,1,18.4,18.4,99.7%,HOU,4,2021
17,A.J. Green,5,6,67,13.4,41,3,1,0,0,0,0,1,17.7,17.7,0.6%,FA,4,2021
18,DeVante Parker,4,9,77,19.3,42,4,1,0,0,0,0,1,17.7,17.7,1.7%,FA,4,2021
19,Kenny Golladay,6,7,116,19.3,28,3,0,0,0,0,0,1,17.6,17.6,4.0%,FA,4,2021
20,Laviska Shenault Jr.,6,7,99,16.5,52,5,0,1,11,0,0,1,17.0,17.0,0.2%,SEA,4,2021
21,Jakobi Meyers,8,12,70,8.8,21,1,0,0,0,0,0,1,16.8,16.8,75.5%,LV,4,2021
22,John Ross,3,4,77,25.7,51,0,1,0,0,0,0,1,16.7,16.7,0.0%,PHI,4,2021
23,DK Metcalf,4,8,65,16.3,28,1,1,0,0,0,0,1,16.5,16.5,98.5%,SEA,4,2021
24,Hunter Renfrow,6,8,45,7.5,12,0,1,0,0,0,0,1,16.5,16.5,0.7%,FA,4,2021
25,Amari Cooper,3,3,69,23.0,35,3,1,0,0,0,0,1,15.9,15.9,91.4%,CLE,4,2021
26,Calvin Ridley,7,13,80,11.4,21,1,0,0,0,0,0,1,15.0,15.0,95.3%,TEN,4,2021
