Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Arizona Cardinals,6,1,2,2,0,0,0,1,16.0,16.0,0.8%,ARI,1,2021
2,New Orleans Saints,2,2,1,1,0,0,0,1,15.0,15.0,64.0%,NO,1,2021
3,Pittsburgh Steelers,3,0,1,4,0,0,1,1,14.0,14.0,75.9%,PIT,1,2021
4,San Francisco 49ers,3,1,0,0,1,0,0,1,10.0,10.0,97.8%,SF,1,2021
5,Philadelphia Eagles,3,0,0,0,0,0,0,1,10.0,10.0,51.6%,PHI,1,2021
6,Carolina Panthers,6,1,0,1,0,0,0,1,9.0,9.0,3.0%,CAR,1,2021
7,Los Angeles Rams,3,1,1,1,0,0,0,1,8.0,8.0,21.2%,LAR,1,2021
8,Denver Broncos,2,0,1,1,0,0,0,1,8.0,8.0,34.5%,DEN,1,2021
9,Houston Texans,1,3,0,1,0,0,0,1,7.0,7.0,31.9%,HOU,1,2021
10,Dallas Cowboys,0,2,2,2,0,0,0,1,7.0,7.0,92.7%,DAL,1,2021
11,Las Vegas Raiders,3,0,2,2,0,0,0,1,7.0,7.0,24.5%,LV,1,2021
12,Seattle Seahawks,3,0,1,0,0,0,0,1,6.0,6.0,22.4%,SEA,1,2021
13,Miami Dolphins,1,0,2,3,0,0,0,1,6.0,6.0,69.9%,MIA,1,2021
14,Washington Commanders,2,1,0,1,0,0,0,1,5.0,5.0,8.1%,WAS,1,2021
15,Cincinnati Bengals,3,0,1,1,0,0,0,1,5.0,5.0,50.0%,CIN,1,2021
16,Kansas City Chiefs,2,1,1,2,0,0,0,1,5.0,5.0,77.7%,KC,1,2021
17,Minnesota Vikings,5,0,0,0,0,0,0,1,5.0,5.0,10.9%,MIN,1,2021
18,New England Patriots,2,1,0,0,0,0,0,1,5.0,5.0,13.6%,NE,1,2021
19,Baltimore Ravens,3,1,0,0,0,0,0,1,4.0,4.0,86.2%,BAL,1,2021
20,Los Angeles Chargers,1,0,1,2,0,0,0,1,4.0,4.0,13.8%,LAC,1,2021
21,Indianapolis Colts,3,0,1,1,0,0,0,1,4.0,4.0,26.4%,IND,1,2021
22,New York Jets,1,0,1,0,0,0,0,1,4.0,4.0,82.4%,NYJ,1,2021
23,New York Giants,2,0,1,1,0,0,0,1,4.0,4.0,2.4%,NYG,1,2021
24,Buffalo Bills,2,0,0,1,0,0,0,1,3.0,3.0,61.3%,BUF,1,2021
25,Tampa Bay Buccaneers,1,1,0,0,0,0,0,1,2.0,2.0,20.8%,TB,1,2021
26,Cleveland Browns,2,0,0,0,0,0,0,1,1.0,1.0,94.2%,CLE,1,2021
27,Detroit Lions,1,0,2,1,0,0,0,1,1.0,1.0,38.6%,DET,1,2021
28,Chicago Bears,1,0,0,0,0,0,0,1,0.0,0.0,33.9%,CHI,1,2021
29,Atlanta Falcons,1,0,0,0,0,0,0,1,0.0,0.0,16.7%,ATL,1,2021
30,Tennessee Titans,2,1,0,0,0,0,0,1,0.0,0.0,3.5%,TEN,1,2021
31,Jacksonville Jaguars,1,0,0,0,0,0,0,1,-3.0,-3.0,50.2%,JAC,1,2021
32,Green Bay Packers,0,0,0,0,0,0,0,1,-4.0,-4.0,26.4%,GB,1,2021
