Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chicago Bears,4,2,2,3,0,1,0,1,21.0,21.0,33.9%,CHI,17,2021
2,New Orleans Saints,7,1,1,1,0,0,0,1,15.0,15.0,64.0%,NO,17,2021
3,Tennessee Titans,4,1,1,1,0,0,0,1,15.0,15.0,3.5%,TEN,17,2021
4,Pittsburgh Steelers,9,2,0,0,0,0,0,1,14.0,14.0,75.9%,PIT,17,2021
5,Baltimore Ravens,1,2,1,1,1,0,0,1,14.0,14.0,86.2%,BAL,17,2021
6,Los Angeles Chargers,1,0,1,0,0,0,1,1,13.0,13.0,13.8%,LAC,17,2021
7,Los Angeles Rams,5,1,1,1,0,0,0,1,13.0,13.0,21.2%,LAR,17,2021
8,New England Patriots,2,3,0,0,0,0,0,1,12.0,12.0,13.6%,NE,17,2021
9,San Francisco 49ers,3,1,0,2,0,0,0,1,9.0,9.0,97.8%,SF,17,2021
10,Buffalo Bills,5,0,1,1,0,0,0,1,8.0,8.0,61.3%,BUF,17,2021
11,Atlanta Falcons,1,3,0,0,0,1,0,1,8.0,8.0,16.7%,ATL,17,2021
12,Indianapolis Colts,2,2,0,2,0,0,0,1,6.0,6.0,26.4%,IND,17,2021
13,Green Bay Packers,2,0,0,0,0,0,0,1,6.0,6.0,26.4%,GB,17,2021
14,Philadelphia Eagles,3,1,0,0,0,0,0,1,6.0,6.0,51.6%,PHI,17,2021
15,Seattle Seahawks,0,3,0,0,0,0,0,1,5.0,5.0,22.4%,SEA,17,2021
16,New York Giants,2,2,0,0,0,0,0,1,5.0,5.0,2.4%,NYG,17,2021
17,Cleveland Browns,2,1,0,1,0,0,0,1,4.0,4.0,94.2%,CLE,17,2021
18,Houston Texans,1,1,0,0,0,0,0,1,3.0,3.0,31.9%,HOU,17,2021
19,Kansas City Chiefs,4,0,0,0,0,0,0,1,3.0,3.0,77.7%,KC,17,2021
20,Tampa Bay Buccaneers,1,0,1,1,0,0,0,1,3.0,3.0,20.8%,TB,17,2021
21,Carolina Panthers,2,0,0,0,0,0,0,1,3.0,3.0,3.0%,CAR,17,2021
22,Arizona Cardinals,1,0,1,2,0,0,0,1,3.0,3.0,0.8%,ARI,17,2021
23,Washington Commanders,1,0,0,0,0,0,0,1,2.0,2.0,8.1%,WAS,17,2021
24,Las Vegas Raiders,1,0,0,1,0,0,0,1,2.0,2.0,24.5%,LV,17,2021
25,New York Jets,1,1,0,0,0,0,0,1,2.0,2.0,82.4%,NYJ,17,2021
26,Dallas Cowboys,1,0,0,0,0,0,0,1,1.0,1.0,92.7%,DAL,17,2021
27,Miami Dolphins,1,0,0,0,0,0,0,1,0.0,0.0,69.9%,MIA,17,2021
28,Denver Broncos,0,0,0,0,0,0,0,1,-1.0,-1.0,34.5%,DEN,17,2021
29,Cincinnati Bengals,0,0,0,0,0,0,0,1,-1.0,-1.0,50.0%,CIN,17,2021
30,Jacksonville Jaguars,0,0,0,0,0,0,0,1,-2.0,-2.0,50.2%,JAC,17,2021
31,Detroit Lions,1,0,0,0,0,0,0,1,-3.0,-3.0,38.6%,DET,17,2021
32,Minnesota Vikings,0,0,0,0,0,0,0,1,-4.0,-4.0,10.9%,MIN,17,2021
