Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Philadelphia Eagles,6,0,1,3,1,0,0,1,21.0,21.0,51.6%,PHI,8,2021
2,Denver Broncos,5,2,0,1,0,0,0,1,17.0,17.0,34.5%,DEN,8,2021
3,New Orleans Saints,3,2,1,1,1,0,0,1,15.0,15.0,64.0%,NO,8,2021
4,New England Patriots,3,2,0,0,1,0,0,1,13.0,13.0,13.6%,NE,8,2021
5,Seattle Seahawks,1,1,0,0,0,0,1,1,13.0,13.0,22.4%,SEA,8,2021
6,Tennessee Titans,1,2,1,1,1,0,0,1,12.0,12.0,3.5%,TEN,8,2021
7,Buffalo Bills,2,1,1,1,0,0,0,1,12.0,12.0,61.3%,BUF,8,2021
8,Carolina Panthers,3,2,0,0,0,0,0,1,11.0,11.0,3.0%,CAR,8,2021
9,Pittsburgh Steelers,4,0,1,1,0,0,0,1,10.0,10.0,75.9%,PIT,8,2021
10,Minnesota Vikings,3,1,1,2,0,0,0,1,8.0,8.0,10.9%,MIN,8,2021
11,Green Bay Packers,2,2,1,0,0,0,0,1,8.0,8.0,26.4%,GB,8,2021
12,Los Angeles Rams,5,1,0,1,0,0,0,1,7.0,7.0,21.2%,LAR,8,2021
13,New York Giants,2,1,1,2,0,0,0,1,7.0,7.0,2.4%,NYG,8,2021
14,Washington Commanders,4,0,1,1,0,0,0,1,7.0,7.0,8.1%,WAS,8,2021
15,Cincinnati Bengals,2,2,1,1,0,0,0,1,7.0,7.0,50.0%,CIN,8,2021
16,Kansas City Chiefs,3,1,0,1,0,0,0,1,6.0,6.0,77.7%,KC,8,2021
17,Indianapolis Colts,3,2,0,1,0,0,0,1,6.0,6.0,26.4%,IND,8,2021
18,San Francisco 49ers,4,1,0,1,0,0,0,1,6.0,6.0,97.8%,SF,8,2021
19,New York Jets,3,1,0,1,0,0,0,1,4.0,4.0,82.4%,NYJ,8,2021
20,Atlanta Falcons,0,0,1,1,0,0,0,1,3.0,3.0,16.7%,ATL,8,2021
21,Cleveland Browns,2,0,0,0,0,0,0,1,3.0,3.0,94.2%,CLE,8,2021
22,Los Angeles Chargers,1,0,1,1,0,0,0,1,3.0,3.0,13.8%,LAC,8,2021
23,Dallas Cowboys,1,0,0,1,0,0,0,1,2.0,2.0,92.7%,DAL,8,2021
24,Jacksonville Jaguars,3,0,0,0,0,0,0,1,2.0,2.0,50.2%,JAC,8,2021
25,Arizona Cardinals,1,0,0,1,0,0,0,1,1.0,1.0,0.8%,ARI,8,2021
26,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,0.0,0.0,20.8%,TB,8,2021
27,Miami Dolphins,0,0,0,1,0,0,0,1,0.0,0.0,69.9%,MIA,8,2021
28,Chicago Bears,0,0,0,0,0,0,0,1,-1.0,-1.0,33.9%,CHI,8,2021
29,Houston Texans,1,0,0,0,0,0,0,1,-3.0,-3.0,31.9%,HOU,8,2021
30,Detroit Lions,0,0,0,0,0,0,0,1,-4.0,-4.0,38.6%,DET,8,2021
