Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Buffalo Bills,6,1,2,1,0,0,0,1,22.0,22.0,61.3%,BUF,2,2021
2,Chicago Bears,5,3,1,1,1,0,0,1,20.0,20.0,33.9%,CHI,2,2021
3,Tampa Bay Buccaneers,1,3,0,0,2,0,0,1,19.0,19.0,20.8%,TB,2,2021
4,New England Patriots,4,4,0,0,0,0,0,1,19.0,19.0,13.6%,NE,2,2021
5,Carolina Panthers,4,2,0,0,0,0,0,1,12.0,12.0,3.0%,CAR,2,2021
6,Minnesota Vikings,3,2,0,1,1,0,0,1,12.0,12.0,10.9%,MIN,2,2021
7,Indianapolis Colts,1,1,1,1,1,0,0,1,11.0,11.0,26.4%,IND,2,2021
8,Denver Broncos,1,2,0,0,0,0,0,1,9.0,9.0,34.5%,DEN,2,2021
9,Jacksonville Jaguars,3,0,0,0,0,0,1,1,9.0,9.0,50.2%,JAC,2,2021
10,San Francisco 49ers,2,0,0,1,0,0,0,1,8.0,8.0,97.8%,SF,2,2021
11,Los Angeles Rams,3,2,0,0,0,0,0,1,8.0,8.0,21.2%,LAR,2,2021
12,Dallas Cowboys,2,2,0,0,0,0,0,1,7.0,7.0,92.7%,DAL,2,2021
13,Kansas City Chiefs,1,2,0,0,1,0,0,1,7.0,7.0,77.7%,KC,2,2021
14,Green Bay Packers,1,1,1,0,0,0,0,1,6.0,6.0,26.4%,GB,2,2021
15,Cincinnati Bengals,3,1,0,1,0,0,0,1,6.0,6.0,50.0%,CIN,2,2021
16,New Orleans Saints,2,1,0,0,0,0,0,1,6.0,6.0,64.0%,NO,2,2021
17,Los Angeles Chargers,2,1,0,1,0,0,0,1,5.0,5.0,13.8%,LAC,2,2021
18,Houston Texans,2,1,1,2,0,0,0,1,5.0,5.0,31.9%,HOU,2,2021
19,Las Vegas Raiders,2,1,0,0,0,0,0,1,5.0,5.0,24.5%,LV,2,2021
20,Cleveland Browns,1,1,1,1,0,0,0,1,5.0,5.0,94.2%,CLE,2,2021
21,Seattle Seahawks,3,0,1,1,0,0,0,1,4.0,4.0,22.4%,SEA,2,2021
22,Washington Commanders,4,0,0,0,0,0,0,1,3.0,3.0,8.1%,WAS,2,2021
23,Miami Dolphins,1,1,2,2,0,0,0,1,3.0,3.0,69.9%,MIA,2,2021
24,Baltimore Ravens,0,1,1,1,1,0,0,1,3.0,3.0,86.2%,BAL,2,2021
25,New York Jets,3,0,0,1,0,0,0,1,3.0,3.0,82.4%,NYJ,2,2021
26,Pittsburgh Steelers,2,0,0,1,0,0,0,1,2.0,2.0,75.9%,PIT,2,2021
27,New York Giants,1,1,0,0,0,0,0,1,2.0,2.0,2.4%,NYG,2,2021
28,Tennessee Titans,3,0,0,0,0,0,0,1,2.0,2.0,3.5%,TEN,2,2021
29,Philadelphia Eagles,0,0,0,1,0,0,0,1,1.0,1.0,51.6%,PHI,2,2021
30,Atlanta Falcons,3,0,1,2,0,0,0,1,1.0,1.0,16.7%,ATL,2,2021
31,Arizona Cardinals,1,0,0,2,0,0,0,1,1.0,1.0,0.8%,ARI,2,2021
32,Detroit Lions,3,0,0,0,0,0,0,1,-1.0,-1.0,38.6%,DET,2,2021
