Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,4,4,0,0,1,0,0,1,28.0,28.0,13.6%,NE,11,2021
2,Houston Texans,2,4,1,2,0,0,0,1,16.0,16.0,31.9%,HOU,11,2021
3,Kansas City Chiefs,5,2,1,2,0,0,0,1,15.0,15.0,77.7%,KC,11,2021
4,Tampa Bay Buccaneers,2,2,1,1,0,0,0,1,12.0,12.0,20.8%,TB,11,2021
5,San Francisco 49ers,3,0,2,1,0,0,0,1,11.0,11.0,97.8%,SF,11,2021
6,Philadelphia Eagles,0,2,1,1,1,0,0,1,11.0,11.0,51.6%,PHI,11,2021
7,Cincinnati Bengals,2,1,1,1,0,0,0,1,10.0,10.0,50.0%,CIN,11,2021
8,Indianapolis Colts,1,3,1,1,0,0,0,1,10.0,10.0,26.4%,IND,11,2021
9,Baltimore Ravens,3,0,1,1,0,0,0,1,9.0,9.0,86.2%,BAL,11,2021
10,Chicago Bears,6,1,0,1,0,0,0,1,9.0,9.0,33.9%,CHI,11,2021
11,Detroit Lions,1,2,0,0,0,0,0,1,9.0,9.0,38.6%,DET,11,2021
12,Arizona Cardinals,4,0,0,1,0,0,0,1,8.0,8.0,0.8%,ARI,11,2021
13,Cleveland Browns,0,2,0,0,0,0,0,1,8.0,8.0,94.2%,CLE,11,2021
14,Dallas Cowboys,3,1,1,1,0,0,0,1,8.0,8.0,92.7%,DAL,11,2021
15,Atlanta Falcons,3,1,0,0,0,0,0,1,6.0,6.0,16.7%,ATL,11,2021
16,Miami Dolphins,2,0,1,1,0,0,0,1,5.0,5.0,69.9%,MIA,11,2021
17,Carolina Panthers,3,0,1,1,0,0,0,1,5.0,5.0,3.0%,CAR,11,2021
18,Las Vegas Raiders,3,0,1,1,0,0,0,1,4.0,4.0,24.5%,LV,11,2021
19,New Orleans Saints,3,0,1,1,0,0,0,1,4.0,4.0,64.0%,NO,11,2021
20,New York Giants,1,1,0,0,0,0,0,1,2.0,2.0,2.4%,NYG,11,2021
21,New York Jets,0,1,0,0,0,0,0,1,2.0,2.0,82.4%,NYJ,11,2021
22,Pittsburgh Steelers,2,1,0,0,0,0,0,1,2.0,2.0,75.9%,PIT,11,2021
23,Seattle Seahawks,2,0,0,2,0,0,0,1,2.0,2.0,22.4%,SEA,11,2021
24,Jacksonville Jaguars,2,0,0,1,0,0,0,1,1.0,1.0,50.2%,JAC,11,2021
25,Minnesota Vikings,2,0,0,1,0,0,0,1,1.0,1.0,10.9%,MIN,11,2021
26,Green Bay Packers,2,0,0,1,0,0,0,1,1.0,1.0,26.4%,GB,11,2021
27,Washington Commanders,1,0,0,0,0,0,0,1,1.0,1.0,8.1%,WAS,11,2021
28,Tennessee Titans,0,0,0,0,1,0,0,1,0.0,0.0,3.5%,TEN,11,2021
29,Los Angeles Chargers,3,0,0,1,0,0,0,1,-1.0,-1.0,13.8%,LAC,11,2021
30,Buffalo Bills,0,0,0,0,0,0,0,1,-4.0,-4.0,61.3%,BUF,11,2021
