Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Miami Dolphins,8,2,0,0,1,0,0,1,25.0,25.0,69.9%,MIA,16,2021
2,Dallas Cowboys,5,2,0,1,1,0,1,1,24.0,24.0,92.7%,DAL,16,2021
3,Tampa Bay Buccaneers,7,1,0,1,0,0,0,1,16.0,16.0,20.8%,TB,16,2021
4,Philadelphia Eagles,2,2,0,1,1,0,0,1,16.0,16.0,51.6%,PHI,16,2021
5,Green Bay Packers,5,4,0,0,0,0,0,1,13.0,13.0,26.4%,GB,16,2021
6,Kansas City Chiefs,2,1,2,1,0,0,0,1,12.0,12.0,77.7%,KC,16,2021
7,Houston Texans,1,2,1,1,1,0,0,1,12.0,12.0,31.9%,HOU,16,2021
8,Los Angeles Rams,3,1,0,1,0,0,1,1,11.0,11.0,21.2%,LAR,16,2021
9,New York Jets,1,0,1,2,0,0,1,1,9.0,9.0,82.4%,NYJ,16,2021
10,Denver Broncos,2,1,2,1,0,0,0,1,9.0,9.0,34.5%,DEN,16,2021
11,Tennessee Titans,2,2,0,2,0,0,0,1,7.0,7.0,3.5%,TEN,16,2021
12,Detroit Lions,3,0,1,1,0,0,0,1,6.0,6.0,38.6%,DET,16,2021
13,Las Vegas Raiders,2,0,0,0,0,0,0,1,6.0,6.0,24.5%,LV,16,2021
14,New Orleans Saints,3,1,0,1,0,0,0,1,6.0,6.0,64.0%,NO,16,2021
15,Buffalo Bills,1,2,0,0,0,0,0,1,5.0,5.0,61.3%,BUF,16,2021
16,San Francisco 49ers,4,0,0,0,0,0,0,1,5.0,5.0,97.8%,SF,16,2021
17,Minnesota Vikings,0,3,0,0,0,0,0,1,5.0,5.0,10.9%,MIN,16,2021
18,Seattle Seahawks,4,0,0,1,0,0,0,1,4.0,4.0,22.4%,SEA,16,2021
19,Cincinnati Bengals,1,1,0,1,0,0,0,1,3.0,3.0,50.0%,CIN,16,2021
20,Jacksonville Jaguars,1,0,0,0,1,0,0,1,3.0,3.0,50.2%,JAC,16,2021
21,Atlanta Falcons,0,1,0,0,0,0,0,1,3.0,3.0,16.7%,ATL,16,2021
22,Indianapolis Colts,0,0,0,0,0,1,0,1,3.0,3.0,26.4%,IND,16,2021
23,Arizona Cardinals,2,0,0,0,0,0,0,1,2.0,2.0,0.8%,ARI,16,2021
24,Chicago Bears,2,0,0,0,0,0,0,1,2.0,2.0,33.9%,CHI,16,2021
25,New York Giants,1,0,0,1,0,0,0,1,0.0,0.0,2.4%,NYG,16,2021
26,Cleveland Browns,0,0,0,0,0,0,0,1,0.0,0.0,94.2%,CLE,16,2021
27,New England Patriots,0,0,0,0,0,0,0,1,-1.0,-1.0,13.6%,NE,16,2021
28,Carolina Panthers,0,0,0,0,0,0,0,1,-1.0,-1.0,3.0%,CAR,16,2021
29,Baltimore Ravens,3,0,0,0,0,0,0,1,-1.0,-1.0,86.2%,BAL,16,2021
30,Washington Commanders,3,0,0,0,0,0,0,1,-1.0,-1.0,8.1%,WAS,16,2021
31,Pittsburgh Steelers,2,0,0,1,0,0,0,1,-2.0,-2.0,75.9%,PIT,16,2021
32,Los Angeles Chargers,1,0,0,0,0,0,0,1,-3.0,-3.0,13.8%,LAC,16,2021
