Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chris Godwin,7,8,184,26.3,71,10,2,0,0,0,0,1,37.4,37.4,90.4%,TB,12,2019
2,Jarvis Landry,10,13,148,14.8,37,3,2,0,0,0,0,1,36.8,36.8,14.0%,FA,12,2019
3,DJ Moore,6,9,126,21.0,52,8,2,1,8,0,0,1,31.4,31.4,97.7%,CHI,12,2019
4,DeAndre Hopkins,6,8,94,15.7,35,4,2,0,0,0,0,1,27.4,27.4,92.5%,TEN,12,2019
5,Michael Thomas,10,11,101,10.1,24,1,1,0,0,0,0,1,26.1,26.1,17.2%,FA,12,2019
6,Allen Robinson II,6,10,131,21.8,49,6,1,0,0,0,0,1,25.1,25.1,0.6%,NYG,12,2019
7,A.J. Brown,4,5,135,33.8,65,6,1,0,0,0,0,1,23.5,23.5,99.9%,PHI,12,2019
8,Calvin Ridley,6,14,85,14.2,21,1,1,1,15,0,0,1,22.0,22.0,95.3%,TEN,12,2019
9,Hollywood Brown,5,7,42,8.4,18,0,2,0,0,0,0,1,21.2,21.2,79.0%,KC,12,2019
10,William Fuller V,7,11,140,20.0,51,7,0,0,0,0,0,1,21.0,21.0,0.0%,FA,12,2019
11,Odell Beckham Jr.,6,8,84,14.0,35,2,1,0,0,0,0,1,20.4,20.4,33.2%,MIA,12,2019
12,Cole Beasley,6,9,76,12.7,30,2,1,0,0,0,0,1,19.6,19.6,0.0%,FA,12,2019
13,Davante Adams,7,12,43,6.1,14,0,1,0,0,0,0,1,19.3,19.3,99.9%,LV,12,2019
14,Tyler Boyd,5,9,101,20.2,47,4,1,0,0,0,1,1,19.1,19.1,28.0%,TEN,12,2019
15,James Washington,3,7,98,32.7,79,4,1,0,0,0,0,1,18.8,18.8,0.0%,FA,12,2019
16,Robbie Chosen,4,5,86,21.5,31,5,1,0,0,0,0,1,18.6,18.6,0.0%,FA,12,2019
17,Julian Edelman,8,12,93,11.6,23,3,0,0,0,0,0,1,17.3,17.3,12.1%,FA,12,2019
18,Robert Woods,6,9,97,16.2,38,3,0,0,0,0,0,1,15.7,15.7,2.7%,HOU,12,2019
19,Russell Gage,8,10,76,9.5,19,0,0,0,0,0,0,1,15.6,15.6,0.0%,FA,12,2019
20,Willie Snead IV,2,3,14,7.0,7,0,2,0,0,0,0,1,15.4,15.4,0.0%,FA,12,2019
21,DeVante Parker,6,11,91,15.2,22,2,0,0,0,0,0,1,15.1,15.1,1.7%,FA,12,2019
22,Dede Westbrook,8,9,69,8.6,22,2,0,0,0,0,0,1,14.9,14.9,0.0%,FA,12,2019
