Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,16,66,4.1,17,0,0,15,20,124,8.3,0,0,1,34.0,34.0,98.2%,NO,3,2018
2,Todd Gurley II,23,105,4.6,14,0,1,5,6,51,10.2,0,1,1,24.6,24.6,0.1%,FA,3,2018
3,Carlos Hyde,23,98,4.3,22,1,2,2,2,5,2.5,0,0,1,24.3,24.3,0.0%,FA,3,2018
4,Adrian Peterson,19,120,6.3,41,3,2,0,0,0,0.0,0,0,1,24.0,24.0,2.4%,FA,3,2018
5,Saquon Barkley,17,82,4.8,24,1,1,5,5,35,7.0,0,0,1,22.7,22.7,100.0%,PHI,3,2018
6,Christian McCaffrey,28,184,6.6,45,3,0,2,2,10,5.0,0,0,1,21.4,21.4,100.0%,SF,3,2018
7,Chris Carson,32,102,3.2,13,0,1,2,2,22,11.0,0,0,1,20.4,20.4,0.3%,FA,3,2018
8,Giovani Bernard,12,61,5.1,23,2,1,5,9,25,5.0,0,0,1,19.6,19.6,0.0%,FA,3,2018
9,Isaiah Crowell,16,34,2.1,8,0,2,2,3,17,8.5,0,0,1,19.1,19.1,0.1%,FA,3,2018
10,Wendell Smallwood,10,56,5.6,11,0,1,3,5,35,11.7,0,0,1,18.1,18.1,0.0%,FA,3,2018
11,Javorius Allen,6,7,1.2,2,0,1,3,4,19,6.3,1,0,1,17.6,17.6,0.1%,FA,3,2018
12,Marshawn Lynch,19,64,3.4,9,0,1,3,4,22,7.3,0,0,1,17.6,17.6,0.3%,FA,3,2018
13,Alex Collins,18,68,3.8,14,0,1,3,4,6,2.0,0,0,1,16.4,16.4,19.0%,FA,3,2018
14,Melvin Gordon III,15,80,5.3,23,2,1,2,4,4,2.0,0,0,1,16.4,16.4,0.0%,FA,3,2018
15,Kareem Hunt,18,44,2.4,10,0,2,0,1,0,0.0,0,0,1,16.4,16.4,27.3%,FA,3,2018
16,David Johnson,12,31,2.6,9,0,0,4,4,30,7.5,1,0,1,16.1,16.1,0.0%,FA,3,2018
17,Jordan Howard,24,61,2.5,17,0,1,2,2,20,10.0,0,0,1,16.1,16.1,0.0%,FA,3,2018
18,Chris Ivory,20,56,2.8,7,0,0,3,4,70,23.3,0,0,1,15.6,15.6,0.0%,FA,3,2018
19,T.J. Yeldon,7,44,6.3,13,0,0,6,7,46,7.7,0,0,1,15.0,15.0,0.0%,FA,3,2018
20,Ezekiel Elliott,16,127,7.9,26,2,0,3,8,11,3.7,0,1,1,14.8,14.8,78.1%,DAL,3,2018
21,Matt Breida,10,90,9.0,26,3,0,3,3,27,9.0,0,0,1,14.7,14.7,1.1%,FA,3,2018
22,James Conner,15,61,4.1,27,1,0,5,6,34,6.8,0,0,1,14.5,14.5,91.7%,ARI,3,2018
23,Lamar Miller,10,10,1.0,5,0,0,5,6,41,8.2,1,1,1,14.1,14.1,0.0%,FA,3,2018
24,James White,4,37,9.3,15,0,0,3,3,14,4.7,1,0,1,14.1,14.1,0.1%,FA,3,2018
25,Kerryon Johnson,16,101,6.3,15,0,0,2,3,9,4.5,0,0,1,13.0,13.0,0.0%,FA,3,2018
26,Royce Freeman,13,53,4.1,16,0,1,1,1,5,5.0,0,0,1,12.8,12.8,3.2%,DAL,3,2018
27,Alfred Morris,14,67,4.8,16,0,1,0,0,0,0.0,0,0,1,12.7,12.7,0.0%,FA,3,2018
28,Tevin Coleman,15,33,2.2,15,0,0,2,3,14,7.0,1,0,1,12.7,12.7,0.0%,FA,3,2018
29,Ty Montgomery II,4,16,4.0,11,0,0,6,7,49,8.2,0,0,1,12.5,12.5,0.0%,FA,3,2018
30,Jalen Richard,0,0,0.0,0,0,0,6,7,59,9.8,0,0,1,11.9,11.9,1.0%,FA,3,2018
31,Kyle Juszczyk,0,0,0.0,0,0,0,2,4,38,19.0,1,0,1,11.8,11.8,1.0%,SF,3,2018
32,Corey Clement,16,56,3.5,16,0,0,3,4,19,6.3,0,0,1,10.5,10.5,0.0%,FA,3,2018
33,C.J. Anderson,2,9,4.5,6,0,0,1,1,24,24.0,1,0,1,10.3,10.3,1.0%,FA,3,2018
34,Tarik Cohen,5,53,10.6,21,1,0,3,3,15,5.0,0,0,1,9.8,9.8,0.0%,NYJ,3,2018
35,C.J. Ham,0,0,0.0,0,0,0,5,6,47,9.4,0,0,1,9.7,9.7,0.1%,MIN,3,2018
36,Devontae Booker,5,10,2.0,4,0,0,5,7,34,6.8,0,0,1,9.4,9.4,0.0%,FA,3,2018
37,Nyheim Hines,5,18,3.6,14,0,0,5,5,25,5.0,0,0,1,9.3,9.3,0.5%,CLE,3,2018
38,Zach Line,0,0,0.0,0,0,0,2,2,6,3.0,1,0,1,8.6,8.6,0.0%,FA,3,2018
39,LeGarrette Blount,16,48,3.0,13,0,0,2,2,17,8.5,0,0,1,8.5,8.5,0.1%,FA,3,2018
40,Latavius Murray,2,1,0.5,2,0,0,5,7,30,6.0,0,0,1,8.1,8.1,7.6%,FA,3,2018
41,Austin Ekeler,4,47,11.8,32,2,0,3,3,24,8.0,0,1,1,8.1,8.1,93.1%,WAS,3,2018
42,Bilal Powell,14,73,5.2,21,1,0,0,1,0,0.0,0,0,1,7.3,7.3,0.0%,FA,3,2018
43,Dion Lewis,9,26,2.9,9,0,0,3,3,14,4.7,0,0,1,7.0,7.0,2.0%,FA,3,2018
44,Theo Riddick,0,0,0.0,0,0,0,3,3,36,12.0,0,0,1,6.6,6.6,0.0%,FA,3,2018
45,Jamaal Williams,5,29,5.8,10,0,0,2,3,16,8.0,0,0,1,6.5,6.5,10.3%,NO,3,2018
46,Ito Smith,2,-6,-3.0,0,0,0,3,4,41,13.7,0,0,1,6.5,6.5,0.0%,FA,3,2018
47,Sony Michel,14,50,3.6,12,0,0,1,3,-1,-1.0,0,0,1,5.9,5.9,0.0%,FA,3,2018
48,Derrick Henry,18,57,3.2,14,0,0,0,1,0,0.0,0,0,1,5.7,5.7,99.3%,BAL,3,2018
49,Aaron Jones,6,42,7.0,17,0,0,1,1,5,5.0,0,0,1,5.7,5.7,93.3%,MIN,3,2018
50,Duke Johnson Jr.,2,9,4.5,8,0,0,2,2,24,12.0,0,0,1,5.3,5.3,0.0%,FA,3,2018
51,Spencer Ware,1,1,1.0,1,0,0,2,3,29,14.5,0,0,1,5.0,5.0,0.0%,FA,3,2018
52,Rex Burkhead,0,0,0.0,0,0,0,2,3,26,13.0,0,0,1,4.6,4.6,10.0%,FA,3,2018
53,Marcus Murphy,8,33,4.1,7,0,0,1,1,1,1.0,0,0,1,4.4,4.4,0.0%,FA,3,2018
54,Doug Martin,9,43,4.8,15,0,0,0,0,0,0.0,0,0,1,4.3,4.3,0.0%,FA,3,2018
55,Malcolm Brown,5,42,8.4,14,0,0,0,1,0,0.0,0,0,1,4.2,4.2,0.0%,FA,3,2018
56,Jordan Wilkins,6,19,3.2,5,0,0,2,2,1,0.5,0,0,1,4.0,4.0,0.0%,FA,3,2018
57,Jacquizz Rodgers,2,-1,-0.5,0,0,0,2,3,18,9.0,0,0,1,3.7,3.7,0.0%,FA,3,2018
58,Damien Williams,0,0,0.0,0,0,0,2,2,16,8.0,0,0,1,3.6,3.6,0.0%,FA,3,2018
59,Peyton Barber,8,33,4.1,18,0,0,0,2,0,0.0,0,0,1,3.3,3.3,1.0%,FA,3,2018
60,Josh Adams,6,30,5.0,16,0,0,0,0,0,0.0,0,0,1,3.0,3.0,0.0%,FA,3,2018
61,Kenyan Drake,5,3,0.6,3,0,0,2,4,7,3.5,0,0,1,3.0,3.0,0.0%,FA,3,2018
62,Shaun Wilson,0,0,0.0,0,0,0,2,2,9,4.5,0,0,1,2.9,2.9,0.0%,FA,3,2018
63,Alfred Blue,4,13,3.3,6,0,0,1,1,4,4.0,0,0,1,2.7,2.7,0.0%,FA,3,2018
64,Chris Thompson,6,17,2.8,5,0,0,1,2,0,0.0,0,0,1,2.7,2.7,0.0%,FA,3,2018
65,Anthony Sherman,0,0,0.0,0,0,0,1,1,16,16.0,0,0,1,2.6,2.6,0.0%,FA,3,2018
66,Wayne Gallman Jr.,6,25,4.2,8,0,0,0,1,0,0.0,0,0,1,2.5,2.5,0.0%,FA,3,2018
67,Derrick Coleman,0,0,0.0,0,0,0,1,1,12,12.0,0,0,1,2.2,2.2,0.1%,FA,3,2018
68,Mike Boone,2,11,5.5,11,0,0,1,1,0,0.0,0,0,1,2.1,2.1,0.0%,CAR,3,2018
69,Phillip Lindsay,4,20,5.0,8,0,0,0,2,0,0.0,0,0,1,2.0,2.0,0.0%,FA,3,2018
70,Corey Grant,6,11,1.8,3,0,0,1,2,-1,-1.0,0,0,1,2.0,2.0,0.0%,FA,3,2018
71,Benny Cunningham Jr.,0,0,0.0,0,0,0,1,2,9,9.0,0,0,1,1.9,1.9,0.0%,FA,3,2018
72,Stevan Ridley,3,18,6.0,9,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.0%,FA,3,2018
73,Raheem Mostert,1,0,0.0,0,0,0,1,1,8,8.0,0,0,1,1.8,1.8,91.5%,MIA,3,2018
74,Mike Davis,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,1.7,1.7,1.0%,FA,3,2018
75,Tommy Bohanon,0,0,0.0,0,0,0,1,2,5,5.0,0,0,1,1.5,1.5,0.0%,FA,3,2018
76,Keith Smith,1,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.0%,FA,3,2018
77,Frank Gore,6,12,2.0,6,0,0,0,0,0,0.0,0,0,1,1.2,1.2,12.1%,FA,3,2018
78,Jonathan Williams,1,1,1.0,1,0,0,1,1,1,1.0,0,0,1,1.2,1.2,0.0%,FA,3,2018
79,Chase Edmonds,5,10,2.0,5,0,0,0,0,0,0.0,0,0,1,1.0,1.0,0.8%,TB,3,2018
80,Mike Gillislee,3,10,3.3,4,0,0,0,0,0,0.0,0,0,1,1.0,1.0,0.0%,FA,3,2018
81,Jonathan Stewart,2,8,4.0,5,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,3,2018
82,Nick Chubb,2,6,3.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,55.6%,CLE,3,2018
83,Brandon Wilds,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,3,2018
84,Rashaad Penny,3,5,1.7,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,4.1%,CAR,3,2018
85,Kapri Bibbs,2,3,1.5,2,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.1%,FA,3,2018
86,Andy Janovich,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,3,2018
87,Tre Madden,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,FA,3,2018
88,Alex Armah Jr.,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.0%,FA,3,2018
89,Nick Bellore,0,0,0.0,0,0,0,1,1,-5,-5.0,0,0,1,0.0,0.0,7.0%,FA,3,2018
90,Brandon Bolden,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,3,2018
91,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,3,2018
92,James Develin,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,3,2018
