Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
32,Ty Montgomery II,3,13,4.3,7,0,0,5,7,42,8.4,0,0,1,10.5,10.5,0.0%,FA,13,2018
33,Corey Clement,5,27,5.4,11,0,0,3,3,47,15.7,0,0,1,10.4,10.4,0.0%,FA,13,2018
34,LeSean McCoy,15,52,3.5,18,0,0,4,4,12,3.0,0,0,1,10.4,10.4,2.0%,FA,13,2018
35,Austin Ekeler,13,21,1.6,7,0,0,5,8,22,4.4,0,0,1,9.3,9.3,93.1%,WAS,13,2018
36,Jordan Howard,16,76,4.8,25,2,0,1,1,4,4.0,0,0,1,9.0,9.0,0.0%,FA,13,2018
37,Theo Riddick,8,32,4.0,11,0,0,3,4,26,8.7,0,0,1,8.8,8.8,0.0%,FA,13,2018
38,Matt Breida,5,6,1.2,3,0,0,3,3,51,17.0,0,0,1,8.7,8.7,1.1%,FA,13,2018
39,Peyton Barber,16,45,2.8,17,0,1,0,1,0,0.0,0,1,1,8.5,8.5,1.0%,FA,13,2018
40,Josh Adams,20,85,4.3,18,0,0,0,0,0,0.0,0,0,1,8.5,8.5,0.0%,FA,13,2018
41,Darren Sproles,4,22,5.5,14,0,1,0,0,0,0.0,0,0,1,8.2,8.2,0.1%,FA,13,2018
42,Gus Edwards,21,82,3.9,9,0,0,0,0,0,0.0,0,0,1,8.2,8.2,80.8%,LAC,13,2018
43,David Johnson,20,69,3.5,13,0,0,1,2,3,3.0,0,0,1,8.2,8.2,0.0%,FA,13,2018
44,Sony Michel,17,63,3.7,8,0,0,1,1,7,7.0,0,0,1,8.0,8.0,0.0%,FA,13,2018
45,Dontrell Hilliard,0,0,0.0,0,0,0,4,4,40,10.0,0,0,1,8.0,8.0,0.0%,FA,13,2018
46,Jamaal Williams,7,13,1.9,4,0,0,4,4,14,3.5,0,0,1,6.7,6.7,10.3%,NO,13,2018
47,Damien Williams,5,38,7.6,17,0,0,2,2,7,3.5,0,0,1,6.5,6.5,0.0%,FA,13,2018
48,Devontae Booker,1,4,4.0,4,0,0,2,2,38,19.0,0,0,1,6.2,6.2,0.0%,FA,13,2018
49,Rex Burkhead,7,20,2.9,10,0,0,2,2,21,10.5,0,0,1,6.1,6.1,10.0%,FA,13,2018
50,LeGarrette Blount,16,61,3.8,24,1,0,0,1,0,0.0,0,0,1,6.1,6.1,0.1%,FA,13,2018
51,Alfred Blue,13,54,4.2,17,0,0,0,0,0,0.0,0,0,1,5.4,5.4,0.0%,FA,13,2018
52,Dion Lewis,6,36,6.0,11,0,0,2,3,-2,-1.0,0,0,1,5.4,5.4,2.0%,FA,13,2018
53,Kenneth Dixon,8,37,4.6,13,0,0,1,1,6,6.0,0,0,1,5.3,5.3,0.1%,FA,13,2018
54,Chris Thompson,3,3,1.0,7,0,0,3,5,18,6.0,0,0,1,5.1,5.1,0.0%,FA,13,2018
55,Kyle Juszczyk,0,0,0.0,0,0,0,3,3,20,6.7,0,0,1,5.0,5.0,1.0%,SF,13,2018
56,Mark Ingram II,7,27,3.9,13,0,0,2,3,1,0.5,0,0,1,4.8,4.8,0.1%,FA,13,2018
57,Patrick DiMarco,0,0,0.0,0,0,0,1,1,38,38.0,0,0,1,4.8,4.8,0.0%,FA,13,2018
58,Marlon Mack,8,27,3.4,7,0,0,1,1,6,6.0,0,0,1,4.3,4.3,0.0%,FA,13,2018
59,Taquan Mizzell,3,7,2.3,4,0,0,2,2,16,8.0,0,0,1,4.3,4.3,0.0%,NYG,13,2018
60,Frank Gore,8,21,2.6,8,0,0,1,1,10,10.0,0,0,1,4.1,4.1,12.1%,FA,13,2018
61,Trenton Cannon,4,18,4.5,8,0,0,1,1,7,7.0,0,0,1,3.5,3.5,0.0%,FA,13,2018
62,Latavius Murray,4,11,2.8,5,0,0,2,2,3,1.5,0,0,1,3.4,3.4,7.6%,FA,13,2018
63,Duke Johnson Jr.,0,0,0.0,0,0,0,2,3,12,6.0,0,0,1,3.2,3.2,0.0%,FA,13,2018
64,Ito Smith,7,22,3.1,11,0,0,1,1,0,0.0,0,0,1,3.2,3.2,0.0%,FA,13,2018
65,C.J. Ham,0,0,0.0,0,0,0,2,2,11,5.5,0,0,1,3.1,3.1,0.1%,MIN,13,2018
66,Royce Freeman,12,48,4.0,10,0,0,0,0,0,0.0,0,1,1,2.8,2.8,3.2%,DAL,13,2018
67,Carlos Hyde,13,36,2.8,8,0,0,1,1,1,1.0,0,1,1,2.7,2.7,0.0%,FA,13,2018
68,Elijah McGuire,6,19,3.2,7,0,0,1,2,-4,-4.0,0,0,1,2.5,2.5,0.0%,FA,13,2018
69,Wayne Gallman Jr.,5,16,3.2,9,0,0,1,2,-2,-2.0,0,0,1,2.4,2.4,0.0%,FA,13,2018
70,Tevin Coleman,6,8,1.3,8,0,0,1,3,3,3.0,0,0,1,2.1,2.1,0.0%,FA,13,2018
71,Andy Janovich,0,0,0.0,0,0,0,1,2,7,7.0,0,0,1,1.7,1.7,0.0%,FA,13,2018
72,Brandon Bolden,1,10,10.0,10,0,0,0,0,0,0.0,0,0,1,1.0,1.0,0.0%,FA,13,2018
73,Mark Walton,1,10,10.0,10,0,0,0,0,0,0.0,0,0,1,1.0,1.0,2.0%,FA,13,2018
74,Mike Davis,4,10,2.5,7,0,0,0,0,0,0.0,0,0,1,1.0,1.0,1.0%,FA,13,2018
75,Jordan Wilkins,0,0,0.0,0,0,0,1,1,0,0.0,0,0,1,1.0,1.0,0.0%,FA,13,2018
76,Malcolm Brown,2,8,4.0,7,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,13,2018
77,Zach Zenner,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,13,2018
78,Marcus Murphy,1,7,7.0,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,13,2018
79,T.J. Logan,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,13,2018
80,Chris Ivory,6,4,0.7,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,13,2018
81,Kalen Ballage,4,3,0.8,8,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.0%,FA,13,2018
82,Ronald Jones II,4,2,0.5,3,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,13,2018
83,Rod Smith,3,2,0.7,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,13,2018
84,Jacquizz Rodgers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
85,Anthony Sherman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
86,Tommy Bohanon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
87,Kenjon Barner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
88,Zach Line,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
89,Derrick Coleman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,FA,13,2018
90,Jamize Olawale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
91,Cordarrelle Patterson,1,6,6.0,6,0,0,2,2,53,26.5,0,0,1,0.0,0.0,1.4%,PIT,13,2018
92,Ricky Ortiz,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
93,Alex Armah Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
94,Godwin Igwebuike,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
95,Elijhaa Penny,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
96,J.D. McKissic,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
97,Matt Dayes,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
98,Jason Cabinda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
99,Detrez Newsome,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
100,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
101,David Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
102,Darrel Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
103,Roosevelt Nix,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
104,Senorise Perry,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
105,Keith Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
106,Ameer Abdullah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,LV,13,2018
107,Javorius Allen,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,FA,13,2018
108,Kapri Bibbs,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,FA,13,2018
109,Ryan Hewitt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
110,Cameron Artis-Payne,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
111,Wendell Smallwood,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
112,Derek Watt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
113,Danny Vitale,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,13,2018
114,Dwayne Washington,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,DEN,13,2018
115,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,DEN,13,2018
116,DeAndre Washington,3,7,2.3,7,0,0,0,0,0,0.0,0,1,1,-1.3,-1.3,11.0%,FA,13,2018
