Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,8,29,3.6,10,0,2,9,12,112,12.4,1,0,1,43.1,43.1,98.2%,NO,1,2018
2,James Conner,31,132,4.3,22,1,2,5,6,57,11.4,0,1,1,33.9,33.9,91.7%,ARI,1,2018
3,Melvin Gordon III,15,64,4.3,18,0,0,9,13,102,11.3,0,0,1,27.6,27.6,0.0%,FA,1,2018
4,Joe Mixon,17,95,5.6,27,1,1,5,7,54,10.8,0,0,1,25.9,25.9,99.1%,HOU,1,2018
5,Chris Thompson,5,65,13.0,16,0,0,6,7,63,10.5,1,0,1,24.8,24.8,0.0%,FA,1,2018
6,Todd Gurley II,20,108,5.4,23,1,0,3,5,39,13.0,1,0,1,23.7,23.7,0.1%,FA,1,2018
7,Austin Ekeler,5,39,7.8,10,0,0,5,5,87,17.4,1,0,1,23.6,23.6,93.1%,WAS,1,2018
8,Adrian Peterson,26,96,3.7,17,0,1,2,3,70,35.0,0,1,1,22.6,22.6,2.4%,FA,1,2018
9,Isaiah Crowell,10,102,10.2,62,4,2,0,0,0,0.0,0,0,1,22.2,22.2,0.1%,FA,1,2018
10,Dion Lewis,16,75,4.7,26,1,1,5,8,35,7.0,0,0,1,22.0,22.0,2.0%,FA,1,2018
11,Saquon Barkley,18,106,5.9,68,4,1,2,6,22,11.0,0,0,1,20.8,20.8,100.0%,PHI,1,2018
12,Jay Ajayi,15,62,4.1,11,0,2,0,0,0,0.0,0,0,1,20.2,20.2,7.0%,FA,1,2018
13,Phillip Lindsay,15,71,4.7,14,0,0,2,3,31,15.5,1,0,1,18.2,18.2,0.0%,FA,1,2018
14,David Johnson,9,37,4.1,11,0,1,5,9,30,6.0,0,0,1,17.7,17.7,0.0%,FA,1,2018
15,Ezekiel Elliott,15,69,4.6,17,0,1,3,4,17,5.7,0,0,1,17.6,17.6,78.1%,DAL,1,2018
16,Jalen Richard,5,24,4.8,9,0,0,9,11,55,6.1,0,0,1,16.9,16.9,1.0%,FA,1,2018
17,T.J. Yeldon,14,51,3.6,15,0,0,3,7,18,6.0,1,0,1,15.9,15.9,0.0%,FA,1,2018
18,Jordan Howard,15,82,5.5,16,0,0,5,5,25,5.0,0,0,1,15.7,15.7,0.0%,FA,1,2018
19,James White,5,18,3.6,11,0,0,4,9,38,9.5,1,0,1,15.6,15.6,0.1%,FA,1,2018
20,Javorius Allen,4,17,4.3,8,0,1,5,6,15,3.0,0,0,1,14.2,14.2,0.1%,FA,1,2018
21,Carlos Hyde,22,62,2.8,12,0,1,1,2,3,3.0,0,0,1,13.5,13.5,0.0%,FA,1,2018
22,Christian McCaffrey,10,50,5.0,15,0,0,6,9,45,7.5,0,1,1,13.5,13.5,100.0%,SF,1,2018
23,Dalvin Cook,16,40,2.5,15,0,0,6,7,55,9.2,0,1,1,13.5,13.5,9.5%,FA,1,2018
24,Marshawn Lynch,11,41,3.7,10,0,1,2,2,8,4.0,0,0,1,12.9,12.9,0.3%,FA,1,2018
25,Nyheim Hines,5,19,3.8,6,0,0,7,9,33,4.7,0,0,1,12.2,12.2,0.5%,CLE,1,2018
26,Lamar Miller,20,98,4.9,31,2,0,1,2,11,11.0,0,0,1,11.9,11.9,0.0%,FA,1,2018
27,Tevin Coleman,9,19,2.1,9,0,1,1,2,26,26.0,0,0,1,11.5,11.5,0.0%,FA,1,2018
28,Anthony Sherman,0,0,0.0,0,0,0,1,1,36,36.0,1,0,1,10.6,10.6,0.0%,FA,1,2018
29,Kenneth Dixon,13,44,3.4,15,0,1,0,0,0,0.0,0,0,1,10.4,10.4,0.1%,FA,1,2018
30,Alfred Blue,5,36,7.2,17,0,1,0,0,0,0.0,0,0,1,9.6,9.6,0.0%,FA,1,2018
31,Kenyan Drake,14,48,3.4,16,0,0,3,4,18,6.0,0,0,1,9.6,9.6,0.0%,FA,1,2018
32,Jordan Wilkins,14,40,2.9,12,0,0,3,3,21,7.0,0,0,1,9.1,9.1,0.0%,FA,1,2018
33,Chris Carson,7,51,7.3,24,1,0,3,5,28,9.3,0,1,1,8.9,8.9,0.3%,FA,1,2018
